Onset Strength
1.591187
1.6699102
1.2330855
1.666763
2.0534625
1.4941273
1.6791675
1.6555568
1.5295398
1.4590535
1.8515415
1.4411663
2.118397
1.819865
1.4471431
1.7057652
1.871215
1.5794667
1.4188824
2.1919162
1.5782437
1.3546218
1.7381622
2.0319903
1.7098926
2.2666407
1.4729537
1.5370888
0.85103625
1.5643572
1.4452312
1.2833465
1.8326126
1.3661735
1.3801795
1.1503668
1.0174868
1.8645823
1.2068293
1.6451964
1.3978474
1.1127571
0.912882
1.7292273
1.6461738
0.9125268
2.242722
1.3271906
1.0810115
1.5252432
1.0221267
1.4163162
1.2009574
1.4775126
0.9740374
1.6908917
1.5878825
1.5802736
2.0015235
1.7658803
1.6228863
1.8564886
1.7150011
1.4751673
1.968583
1.7062479
1.6974913
2.4546893
1.6103622
1.680031
1.680938
1.5617214
1.7313108
2.1045735
1.7587688
1.776907
1.7493467
1.5517498
1.6731042
1.9300847
1.9669691
1.6097354
1.599791
1.0666496
1.3038262
1.6360724
1.5867901
1.370061
1.6294242
1.6781129
1.110682
1.3674606
1.9566865
1.2328917
1.6207678
2.0057237
1.5778525
0.9667457
1.6663113
1.3725833
1.3300107
1.8808184
1.9932942
1.6459674
1.4457368
1.3014239
1.634196
1.60079
1.7267711
2.1254323
1.6371139
1.5030594
1.7128013
1.8851833
1.7511419
1.5735626
2.2369127
1.5617676
1.5437766
2.2812395
1.4065609
1.829277
2.4557865
1.7055225
1.5718576
1.753537
1.9799606
1.4878653
2.3471007
1.8870871
1.7643174
1.8658099
1.563055
2.0091605
1.8480952
2.1243768
1.901522
1.9469262
1.5341643
1.3578849
2.0183833
1.938943
1.6312573
2.150441
1.5825405
1.6224416
1.6568614
1.9074343
1.7114199
2.4612887
1.576004
1.5073125
2.0150642
1.5822318
1.8218038
1.8607504
1.9223084
1.9218675
1.8970947
1.7001128
1.5469452
2.2088044
1.6141542
2.0974672
1.6784533
1.2678906
1.2355272
1.2289008
1.1705989
1.230689
1.5155182
1.565152
0.8369733
1.4377041
1.5337418
1.2040344
1.6877946
1.40755
1.3669162
0.86279684
1.5956955
1.498033
1.2188722
1.8940313
1.3351532
1.5022833
1.1435251
1.0555711
1.5773596
1.2057843
1.4147632
1.132391
1.5012145
1.5985754
1.6298239
1.9147567
1.8569387
1.3824933
1.9498011
1.5440507
1.7721547
1.7486457
1.9412024
1.7212142
2.1477416
1.6685897
1.5576538
2.0940611
1.5197514
1.6888576
2.0231829
1.7430724
1.6068743
2.0652554
1.5817965
1.5786582
2.072107
1.8683654
1.7031839
1.8394725
1.0228786
1.2348927
1.7896019
1.4782882
1.2741452
1.8965697
1.5234092
1.130927
1.4661045
1.585951
1.3223789
1.5672694
1.8735286
1.5219977
1.0915414
1.7010459
1.4419827
1.5235927
1.4752889
1.9445368
1.8634766
0.85280704
1.807422
1.6307616
1.5315294
1.665224
2.2007987
1.3516018
1.4159385
1.8335171
1.8482419
1.8761071
2.0616364
1.7678825
1.6875192
1.9293889
1.771362
1.8633714
1.7501838
1.9033501
1.6494795
1.6768184
1.7830302
1.6363242
2.049701
1.4655448
2.0713217
2.1627407
1.5917381
1.698934
1.6750411
1.9489772
1.8843079
1.9004252
2.217512
1.2176311
1.7408171
1.9079179
1.5525684
1.8879751
1.9798198
1.7777641
1.6327676
1.88913
1.571131
1.625435
2.1389074
1.7990221
1.6962414
1.9186108
1.6138273
1.4919914
2.2962115
1.7488052
1.8692518
2.1242955
1.6450804
1.4919627
1.909072
1.9173911
1.9330394
1.879203
1.1960261
0.9315905
1.0944847
1.1807426
0.8739968
1.6694487
1.0658056
0.91987985
1.1517447
0.9081774
1.4842623
1.5538487
1.4831896
1.2221322
1.1004959
1.2546446
1.1075425
1.36554
1.0294197
1.4456536
1.4197136
0.88942397
1.1680005
1.0872561
1.1476421
1.0003957
1.1607698
1.2340504
1.546166
1.6358058
1.7171441
1.6128678
2.1600962
1.5851687
1.5264791
1.9288563
1.5908476
1.5608476
2.2611976
1.7172364
2.0052154
1.7736638
1.6942855
1.635278
1.7722452
1.8267226
1.5323598
2.170991
1.5533415
1.7477031
1.71519
1.7287308
1.8003932
2.1563432
1.6391975
0.8724359
0.79134387
0.5682384
0.34026045
0.121225655
0.027485091
0.001693456
0.0
0.0
0.0
0.0
0.0
0.0
0.0
