Second,Count,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,1303,-307.16064,49.172466,-26.526339,15.014335,-13.6913185,-4.693568,-22.671707,-11.289803,-22.09057,-11.214598,-18.304977,-21.406528,-25.098547
0.5,2476,-313.9958,65.78138,-31.433739,13.263983,-5.722116,-15.835373,-17.224922,-16.323608,-26.340395,-23.226711,-23.616945,-16.19056,-10.3199005
1.0,2347,-337.38043,79.167145,-27.43997,-1.8925468,2.4436052,-11.623514,-16.803558,-16.886185,-22.712421,-21.442299,-23.98789,-16.2076,-10.741967
1.5,2329,-334.98407,81.253845,-20.399794,-2.14171,-1.2092891,-9.465395,-21.381014,-17.84842,-16.500223,-12.950544,-15.177531,-17.754961,-27.73323
2.0,2314,-284.84085,82.37817,-32.852566,6.5650578,-21.527163,-12.476428,-26.02256,-14.997693,-18.27066,-22.537558,-9.583426,-17.150494,-30.038279
2.5,2495,-214.07756,79.76691,-64.96939,-10.646039,-16.456774,-25.158424,-38.548367,-15.746939,-35.203854,-18.347048,-16.55883,-10.091302,-6.5818033
3.0,2531,-220.38763,86.80806,-68.45338,-11.500948,-10.845186,-19.099663,-35.37344,-9.960369,-32.74949,-25.783314,-22.916151,-21.825197,-14.684082
3.5,2928,-214.5347,103.97838,-67.3852,1.5159535,-9.02112,-22.286318,-46.95131,-28.263247,-33.3888,-14.024001,-23.649843,-39.89253,-13.641424
4.0,3363,-219.0267,103.89444,-63.311954,-9.856358,-12.39736,-25.370342,-49.25955,-32.778137,-31.707561,-6.1686673,-7.0210323,-18.504202,-5.4396253
4.5,3527,-233.83766,73.67608,-31.978703,-0.77958566,-39.62051,-9.384187,-40.086338,-19.17195,-28.559298,-17.124762,-15.730181,-5.0986433,-5.257746
5.0,3957,-290.69064,83.535255,-18.630629,3.2906146,-27.885952,-7.7481513,-28.564545,-27.942736,-19.814413,-14.438418,-8.350078,-12.46874,-28.723436
5.5,4314,-322.30432,94.13994,-20.767147,-6.014068,-13.054673,-20.336412,-27.619972,-29.854528,-21.82299,-12.622189,-6.3849716,-9.710727,-24.142666
6.0,4950,-239.90938,70.008255,-43.664852,0.5230967,-18.79183,-12.333275,-32.153927,-25.6284,-31.244164,-21.872417,-13.835097,0.6378303,-12.104183
6.5,5623,-220.09439,93.17297,-55.9343,-7.366048,-10.90126,-17.069117,-44.405514,-21.845043,-39.914597,-35.123848,-17.080032,-16.863781,-16.349758
7.0,6651,-312.19547,100.01151,-24.50553,-8.765992,-12.113615,-18.425537,-24.675293,-25.614792,-28.315722,-23.415304,-16.485302,-9.267144,-10.653656
7.5,7643,-314.29773,80.51901,-18.13213,-8.419828,-6.7615156,-13.50532,-25.867352,-21.405542,-31.489264,-27.18304,-26.926527,-9.654609,-4.85641
8.0,8396,-256.15378,93.58975,-57.14632,-1.331175,-11.459669,-17.764622,-43.64569,-12.277472,-32.741665,-34.51156,-3.6005278,-22.194756,-14.2082815
8.5,9628,-260.818,101.88948,-39.452206,-16.472431,-32.201874,-14.537558,-30.228212,-17.089836,-25.91377,-30.30935,-8.202168,-10.211304,-22.460459
9.0,10384,-319.82736,93.19164,-21.507187,-15.823353,-16.417358,-14.912396,-19.635319,-24.35312,-26.231306,-17.899162,-10.39672,-5.938235,-13.822575
9.5,11206,-251.02153,79.7978,-42.72006,-6.7002287,-13.8620205,-12.730809,-31.839209,-23.303082,-40.933346,-27.78222,-13.918137,-5.9798784,-7.3331585
10.0,11783,-215.40826,96.60507,-49.130524,-13.510594,-26.640171,-20.432175,-35.30076,-14.607118,-33.58468,-32.243347,-23.253515,-12.98051,-13.425767
10.5,13061,-298.80814,110.811424,-33.219486,-17.134424,-19.735176,-23.965279,-22.0443,-18.018904,-25.88329,-26.574049,-16.568483,-10.163282,-3.848971
11.0,12332,-299.6674,81.33616,-18.547178,-8.893355,-16.031641,-12.817167,-27.61546,-22.970201,-29.747683,-24.51197,-27.979591,-17.631851,-7.4456973
11.5,10829,-292.00714,89.78741,-42.30626,-5.060751,-2.4306827,-19.347502,-33.64926,-15.069054,-29.6901,-24.848387,-16.740704,-12.707112,-6.6316853
12.0,9392,-215.32343,81.43451,-53.721764,-5.5271974,-21.410192,-16.618477,-41.88315,-25.616507,-33.065445,-26.835838,-16.460958,-11.460584,-18.036552
12.5,8397,-212.27013,91.90104,-56.804153,-0.9344818,-13.27834,-11.984122,-34.360905,-22.668335,-31.913666,-26.06516,-17.632782,-14.381332,-16.15852
13.0,7687,-180.51285,112.31167,-60.233494,-10.956924,-24.44157,-9.257311,-20.205273,-12.4311695,-20.891771,-22.571247,-24.644398,-12.252955,-14.30982
13.5,6943,-208.33351,110.257225,-30.636812,22.497667,4.7554073,8.236176,-21.16704,4.845298,-17.462166,-22.59687,-11.101485,-15.396463,-17.190199
14.0,6754,-276.96527,90.726234,-32.869415,22.431376,-2.049746,-0.2568512,-9.297828,-9.192123,-24.077644,-21.963549,-7.1075964,-4.403426,-2.4030566
14.5,6294,-261.12894,75.515465,-51.341343,2.9076874,0.8913798,-13.584145,-30.696531,-14.292158,-40.64661,-32.58176,-19.221447,-17.400993,-6.7502117
15.0,5272,-265.4903,133.69171,-32.663223,1.1024616,23.277624,-0.98598754,-30.62374,10.455468,-4.287124,-26.458998,4.243535,-2.0109499,-2.8388758
15.5,5106,-204.86757,133.22499,-34.31866,33.468735,34.247665,18.489466,-16.874207,16.498833,14.082948,0.62492955,21.048729,-1.4260489,-17.73272
16.0,4981,-294.33688,90.25473,-24.692406,-7.9638805,-12.576137,-19.722466,-28.916912,-17.931444,-25.458855,-18.618656,-6.2593007,-5.4052696,-13.848282
16.5,4557,-232.81218,100.21963,-44.255608,-16.806787,-10.357666,-20.918667,-41.54233,-12.5218935,-29.07021,-29.251013,-16.31252,-5.228224,-9.39037
17.0,3727,-224.26878,120.158325,-7.3554792,33.452652,25.86667,24.866463,-7.566838,10.536229,-6.0196404,-10.565605,10.199339,8.064008,-2.6386826
17.5,3123,-318.786,105.399574,-14.654822,-3.5464346,3.457694,1.5579885,-13.163583,-15.520321,-27.47375,-26.960901,-4.9351993,-9.71873,-12.199087
18.0,2646,-306.8924,87.00425,-20.752611,-16.672136,-8.490912,-3.7006147,-17.402462,-17.088291,-43.04975,-37.892754,-15.646359,-7.427223,-14.595801
18.5,2595,-277.86548,129.92078,-12.592739,19.68106,33.256298,7.16507,-26.283627,11.083331,-6.2718234,-31.352388,7.6133513,1.751066,-4.909409
19.0,3028,-208.66104,124.89488,-40.559967,30.190405,34.929676,17.234295,-26.718645,10.435045,0.5696516,-7.6600475,25.800821,-1.1739703,-13.357886
19.5,2963,-247.12813,74.61884,-44.046417,10.303745,-9.437469,-27.123175,-51.034157,-17.750603,-28.595163,-24.340431,-15.8849745,-14.948954,-8.362266
20.0,3699,-199.03981,119.0689,-30.032396,12.436761,3.5127249,-3.985315,-20.204176,8.9333725,-8.217261,-13.395715,1.0249077,8.108639,8.107306
20.5,4458,-218.74048,129.76924,-12.217925,26.965845,24.30557,26.617792,-5.1611996,8.48567,-4.7971663,-8.506732,8.515773,4.2755756,0.27309573
21.0,5442,-345.8516,89.26072,-7.317794,-11.457221,-5.383663,-0.5087809,-10.788775,-23.015469,-33.523464,-24.032106,-15.97703,-13.668467,-10.434266
21.5,5203,-289.9511,79.03082,-50.98604,-5.5494504,3.7534018,-14.85173,-31.984856,-21.479315,-45.485836,-34.286114,-14.956865,-16.038727,-5.955274
22.0,5209,-251.11504,130.83885,-24.342304,20.652153,40.7058,13.830735,-33.070503,6.828006,-1.735804,-16.2362,16.058895,0.94050926,-2.588693
22.5,5252,-251.55934,129.92288,-17.6287,24.553135,26.637165,19.592579,-15.770126,1.8818028,7.7606797,1.5135541,20.771658,1.2567935,-11.629212
23.0,5205,-263.533,87.47233,-36.558456,-13.311666,-18.299019,-26.274317,-37.433666,-19.31233,-31.430553,-18.333672,-7.001456,-5.357298,-10.98229
23.5,5036,-235.45485,105.658806,-32.415768,-9.280574,1.9089843,-8.905239,-36.205242,-6.802975,-25.693121,-27.353136,-10.646136,2.546634,-2.0399292
24.0,5198,-223.28102,134.78131,-10.351142,25.114977,19.774254,19.44441,-8.182735,5.8522706,-6.787647,-7.402935,10.263857,4.0020156,0.19170225
