Second,Count,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,439,-407.802,38.99883,-13.761706,4.7186513,2.3925273,-5.034796,0.48851004,0.8076535,4.2136784,4.40234,3.5272546,1.690208,-1.8859844
0.5,788,-275.15125,125.76315,-35.711742,-1.2045318,2.06005,-19.168514,-1.9565091,1.9061803,8.136725,9.823035,-2.6313217,-10.713921,-15.041234
1.0,813,-310.37646,98.39478,-21.382595,1.8646382,0.18626748,-8.047369,-10.682663,-8.514128,6.1855087,1.7091755,-18.10159,-14.456067,-19.179035
1.5,789,-377.67218,90.611855,7.3527555,-19.121147,-9.703741,-14.154418,-23.258863,-14.581999,-1.4818133,-0.56661063,-1.2382773,3.5920525,3.2673934
2.0,857,-411.15186,62.20181,13.461112,-6.51388,-14.319664,-19.608902,-19.238905,-11.587592,0.36185512,7.603533,9.765962,9.641941,7.8459215
2.5,878,-436.54956,44.83641,15.291577,-9.196193,-21.243122,-25.838726,-24.665144,-13.939192,3.7402415,17.063145,19.011013,14.608517,11.764564
3.0,997,-406.21997,69.52281,8.812364,-27.098186,-32.68055,-32.62233,-32.51679,-17.265163,11.48822,27.833904,19.815964,4.7310424,-1.9876375
3.5,1157,-330.96796,78.42322,-25.036497,3.852038,-2.1618145,-16.326433,-23.981586,-17.955986,6.380919,11.446873,1.50188,8.308924,-8.773065
4.0,1277,-388.9922,79.63475,5.648888,-16.977615,-11.522042,-22.878756,-36.015102,-25.51087,-5.2563887,5.651117,14.553127,23.007616,14.3560705
4.5,1256,-413.4166,59.593246,13.400226,-3.5343666,-12.618204,-23.713366,-28.372343,-21.417183,-4.920604,11.376766,23.375881,28.032831,21.215405
5.0,1167,-377.81238,76.876884,9.79053,9.144933,-7.0336576,-21.393253,-19.60029,-17.378408,-3.8514645,9.047595,16.915327,17.29876,9.378863
5.5,1144,-251.46541,145.30641,-15.8022785,22.137133,13.547386,-8.221682,3.361775,0.62432504,3.2249773,-0.6812556,-15.08851,-23.881569,-29.83598
6.0,1088,-224.7201,80.26868,-5.244275,30.982283,-10.759616,12.956189,-17.200726,0.8834304,-7.726656,-4.8696074,-12.214713,-18.784931,-26.5554
6.5,1100,-268.59964,80.839264,-15.220344,25.551525,0.3158197,1.389492,-40.25753,-1.7758201,-15.79591,-31.627731,-14.590281,-28.474424,-17.855848
7.0,1123,-278.1217,79.91602,-15.536822,15.285359,-5.7272205,-11.358154,-39.45605,-1.7656217,-11.762294,-23.703724,-10.432018,-19.772491,-13.280844
7.5,1202,-294.3879,80.54431,-10.198605,16.56725,-1.7668961,-3.9064853,-33.402306,0.39033872,-9.110853,-11.1426935,9.914617,-7.47672,-11.14982
8.0,1206,-238.40305,96.00849,-34.34593,9.488365,-7.85612,-10.132561,-29.153948,6.1676464,-7.7362137,6.7811093,27.827492,-15.232199,-29.253199
8.5,1201,-210.58789,54.996883,-32.117126,32.028175,-14.621126,-4.785124,-22.766077,6.9055247,-7.7640324,5.124461,8.029739,-12.114395,-18.969759
9.0,1280,-240.80449,75.98716,-36.638546,-0.95762724,-10.7440815,-17.082893,-50.71081,0.1386233,-34.56884,-15.459164,18.183258,-11.679111,4.396601
9.5,1272,-256.18896,104.19804,-18.025545,2.0709863,-7.693661,-8.705752,-30.788328,-6.125523,-31.961264,-13.319928,14.193815,-17.745373,-11.393933
10.0,1406,-276.65335,95.731834,-8.705404,3.5138395,-15.4664135,-18.440292,-27.505873,7.2700715,-26.958061,-21.230694,3.5237632,-6.292957,-7.0495057
