Second,Count,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,233,-478.71054,31.181555,19.266266,7.7204604,-2.9582438,-11.971968,-14.908701,-12.129959,-9.677564,-9.351514,-8.350518,-7.7716002,-10.483988
0.5,426,-467.4107,43.32198,25.386986,11.408147,-1.2341119,-13.451032,-16.697897,-12.1199665,-11.000595,-13.351675,-11.467251,-9.288875,-13.83173
1.0,495,-458.80273,50.87864,25.677414,9.40307,-3.4911761,-17.132793,-19.532845,-11.701886,-9.989768,-14.024559,-11.667973,-8.249443,-13.88085
1.5,445,-449.4158,59.303783,27.133314,10.287707,-1.0679493,-16.136395,-19.41921,-10.152458,-8.614693,-14.653388,-12.734219,-9.143364,-16.431751
2.0,475,-438.3089,67.456314,25.488579,9.376737,-0.5358228,-20.76223,-26.161877,-12.714969,-9.28177,-15.903873,-11.275947,-5.535447,-15.891369
2.5,522,-417.71463,82.64966,22.803974,7.9079547,1.536017,-22.857553,-26.704218,-9.078267,-11.173261,-22.742231,-12.532195,-2.2401755,-14.335156
3.0,583,-406.48816,88.84237,18.315216,7.0730224,3.4079285,-25.32932,-29.063639,-7.490672,-8.46671,-20.991867,-14.454769,-9.103837,-21.778727
3.5,609,-387.59653,99.2137,10.644307,5.6192455,7.466029,-25.98165,-27.772774,-3.1209922,-8.613524,-21.895018,-12.147993,-9.711082,-25.64859
4.0,688,-373.03256,107.6034,8.443349,9.6138735,8.610373,-33.69821,-30.510393,-1.2800102,-10.849296,-21.616076,-6.9006057,-7.942209,-26.41518
4.5,957,-350.2468,119.55645,-1.1658102,6.7628155,10.609023,-35.490604,-30.499807,-2.0827384,-14.891563,-23.395082,-7.956817,-9.997589,-26.30173
5.0,1070,-332.87286,124.600174,-8.852998,11.91766,13.073214,-37.975357,-26.841185,-1.6400852,-15.512369,-16.936106,-4.393765,-9.600396,-21.269264
5.5,972,-306.42337,133.22519,-15.373261,22.012447,14.625375,-41.96193,-23.890188,-0.694692,-19.353294,-22.774578,-10.286096,-12.404082,-19.004757
6.0,964,-278.61526,133.04596,-22.133558,29.842197,5.509571,-39.075447,-23.658213,-3.3291743,-17.328094,-20.107185,-3.898981,-10.814364,-14.52165
6.5,1017,-241.24852,129.72081,-22.874344,38.438797,-6.176578,-26.962793,-27.427305,-0.7275856,-14.779174,-23.008083,-3.854084,-11.646048,-12.729491
7.0,1042,-176.28557,127.55067,-10.015121,56.098015,-12.2341795,10.3485985,-25.514921,11.901628,-2.76846,-9.650442,9.202311,-2.6111631,-14.266404
7.5,934,-194.15556,121.73126,-10.652622,46.605827,-9.953967,8.417801,-23.703936,15.1890545,-11.428899,-4.8704667,2.1589026,-2.4941,-6.550672
8.0,916,-181.84569,126.64493,-3.8711267,48.65105,-20.073772,16.191711,-27.431633,20.172647,-7.515794,-16.891777,7.4327393,-10.295095,-6.234395
8.5,967,-180.38559,125.430504,-10.506174,50.609226,-19.289104,10.580643,-25.54222,15.952134,-5.0679746,-9.424046,4.6633253,-9.993443,-9.026188
9.0,764,-190.90216,128.68182,-2.9970202,59.15295,-4.310788,18.492273,-17.088446,15.614336,-6.575935,-6.3624787,10.6140175,0.67225087,-6.096876
9.5,867,-194.84904,116.79102,-8.661264,54.093277,-10.908843,13.427497,-29.234781,12.34797,-7.2635336,-8.153821,9.604218,-3.3957753,-0.0037700369
10.0,875,-198.91174,110.03451,-3.8826323,45.323914,-32.05469,2.0355115,-33.76037,27.386051,-1.5699667,-10.952012,4.674876,-9.147632,-1.7967896
10.5,913,-212.4563,102.7377,-17.336819,50.687614,-7.7504635,6.7110105,-29.846739,10.954239,-8.561146,-1.9935466,6.8818126,-4.601735,-4.6311736
11.0,988,-224.89224,114.8564,-21.260784,33.84325,10.698089,-2.9691105,-21.832296,17.71198,-24.574816,16.23102,-4.3785434,-8.576806,3.2953222
11.5,1110,-208.99998,140.20216,-3.1892357,33.080444,5.584214,-2.5362082,-22.972692,15.357538,-29.357637,7.5368752,-5.1505494,-4.3071713,-1.0409718
12.0,1194,-191.41374,126.3859,-10.26518,49.88037,-11.268321,6.187422,-26.283552,11.992396,-8.461727,-3.561141,8.628186,-5.7221894,-11.109971
12.5,1397,-187.46204,133.21443,-0.21697009,57.681347,-7.2492485,13.406774,-19.903118,14.536892,-8.2066555,-6.616406,6.247535,0.6422751,-3.5836728
13.0,1407,-189.87604,118.929276,-6.3733406,53.709934,-14.2642975,16.977587,-23.222237,22.764235,1.2337515,-5.2873993,10.863574,-5.804777,-4.024842
13.5,1593,-184.38863,122.99417,-0.5374498,42.57712,-27.504726,8.815656,-26.0649,30.838177,1.5126307,-7.9025054,3.586911,-5.490309,0.4153574
14.0,1739,-187.78624,119.86386,-5.53645,61.905228,-8.90753,16.686665,-23.397799,9.352105,-6.9339952,-14.087604,7.9423537,-2.5525942,-13.586117
