boundaries,labels
0.3250793650793651,5
24.19519274376417,3
49.27274376417233,4
73.97877551020409,1
96.36281179138322,4
108.48362811791384,1
114.61369614512472,4
120.69732426303855,2
151.02258503401362,4
176.88961451247167,2
196.99809523809523,4
211.44090702947847,1
220.5431292517007,4
226.62675736961452,1
253.93342403628117,4
281.61160997732424,2
281.6261224489796,5
