0,1,2,3,4,5,6,7,8,9,10,11,12
-411.91592,62.701836,17.17351,14.019161,5.524132,7.42209,8.947672,6.08012,4.623931,5.101433,4.329542,2.5798573,1.8371099
-318.70026,171.90636,60.8459,22.823475,28.862858,31.083433,22.033203,15.631397,14.213508,12.871725,9.534502,5.247445,1.9032452
-370.89468,133.45914,62.74951,22.953056,23.094109,30.461636,25.793682,16.223461,11.508954,10.525673,9.362129,7.3677106,5.6072574
-320.17395,130.16933,27.506405,18.643997,7.114531,20.424503,8.599083,-2.6237779,-0.12463867,-1.8829339,2.4862473,0.38027248,-4.449424
-281.7462,151.51158,-0.12882069,-5.4243183,-2.055731,5.7330594,-6.578421,-16.790508,-10.743692,-11.990249,-8.599854,-10.471565,-18.32258
-369.07703,121.842476,32.297596,-6.282506,2.6924412,10.048799,-1.7567255,-15.478079,-17.286077,-13.480789,-11.408583,-12.55713,-17.815302
-325.82886,147.73395,39.599384,15.440944,18.920143,22.491386,13.28638,4.7014933,1.6037499,1.6770666,0.6736196,-3.0766916,-4.448645
-321.10596,165.20029,51.23804,16.112274,25.631529,26.58542,14.350377,8.903712,10.960973,11.508794,9.269812,7.030618,4.454525
-369.57922,132.51077,58.14401,18.390049,19.429308,26.246008,20.755833,11.410205,8.56685,10.564618,11.79302,9.424897,4.753445
-322.3932,132.71616,32.408176,19.838392,4.15719,14.748447,6.595547,-3.9462135,-2.1366947,-4.233681,0.76304644,0.4022819,-2.3421004
-263.0117,165.04868,2.6563802,-0.358372,-2.0020964,1.0296338,-10.608472,-20.403767,-13.712705,-14.761361,-10.116588,-7.654402,-13.635746
-347.9432,132.58965,27.180622,-8.837513,-1.8570255,6.4440937,-2.9241319,-14.731753,-15.76128,-13.942589,-14.205624,-13.770326,-14.794326
-348.52026,131.23462,41.35352,15.829575,11.532871,16.598936,12.428158,2.090071,-3.5518982,-1.9269449,1.1492299,0.7353905,-3.4692533
-326.60968,163.02208,55.738407,17.96293,24.343616,29.731684,22.599594,16.062376,13.616827,13.00547,12.207057,9.161348,4.995287
-362.2795,139.00473,57.444675,15.351435,20.063086,29.31746,21.928455,10.3362665,6.9916906,8.868474,9.663561,7.6026754,4.9765453
-314.15295,141.93939,37.91226,24.51324,10.645376,22.167086,11.328757,-2.091083,-1.1927745,-2.4293573,2.69353,2.0776434,-1.3963788
-257.2939,171.13695,4.8591976,0.28836912,3.121482,6.846332,-8.482703,-15.843529,-7.63302,-9.920861,-6.626736,-6.100731,-11.393967
-348.70886,137.47916,27.167847,-15.027467,0.91503507,8.680919,-5.887835,-16.11299,-13.0061245,-10.143155,-11.519163,-13.136975,-16.425224
-328.31064,147.58406,39.895687,12.6916275,14.007877,19.216583,14.280023,6.220408,3.94099,5.024191,2.3469012,-0.13783883,-1.697831
-327.13516,161.60934,59.56242,26.915413,28.966536,30.279112,22.772324,15.269528,11.142438,9.687112,7.700445,5.508414,4.107113
-369.43607,134.00859,62.655224,24.16148,22.819763,27.100817,21.198656,11.980742,8.933093,10.562846,11.574673,9.55152,4.953915
-312.57593,147.63919,39.017693,21.395834,12.928518,24.145914,14.826761,5.4711623,10.04863,7.1906786,7.0863543,2.642501,-0.6566769
-271.47394,174.9762,37.155403,28.172789,15.829952,18.721336,13.9001465,9.567845,15.957822,11.725274,8.797913,4.841066,-0.08859129
