0,1,2,3,4,5,6,7,8,9,10,11,12
-466.04977,43.045,18.751698,4.2256117,3.6014812,5.3540254,2.1990578,-2.6344779,-4.9739676,-5.039962,-3.8639228,-1.4207722,1.1827818
-358.98077,159.49403,66.70261,10.843308,8.2645645,15.119864,3.8848972,-11.711768,-15.832991,-12.841305,-9.403574,-3.275298,5.141692
-362.7535,156.88339,68.13892,12.377807,8.053124,15.976245,7.442177,-7.8731923,-13.532018,-10.350646,-4.983041,2.044501,10.011499
-363.632,155.40413,66.26599,10.316075,5.8664293,13.696158,5.583702,-8.671308,-13.451361,-10.233932,-4.9606137,3.064602,12.800859
-360.2368,157.40712,64.80798,10.157755,8.025778,14.37026,3.673293,-10.502121,-14.335906,-11.813294,-7.8772063,-0.6430467,8.563553
-357.8138,161.04488,70.01368,17.273075,13.701605,16.180746,4.0579023,-9.095606,-13.0298,-11.485058,-8.162716,-3.231723,2.4124038
-361.00482,157.50386,67.70707,14.495925,10.080685,13.521969,3.2562175,-9.366855,-13.524607,-10.711249,-4.901042,1.1902205,5.768277
-365.21472,152.06134,62.83226,9.1566925,4.150186,8.273076,-0.6633988,-13.023991,-18.056887,-15.881028,-10.097616,-4.173014,0.3617398
-363.5051,150.4134,55.139507,1.1204156,-1.1677786,3.1515794,-6.819385,-17.848713,-20.557226,-18.050152,-12.682868,-6.074165,-2.3945456
-360.67432,154.14676,56.468216,-1.3840995,-4.710205,0.43546855,-10.464794,-21.600178,-20.89278,-16.295776,-13.70769,-10.627559,-9.057821
-365.12457,149.15973,53.518738,-3.7895863,-7.067781,-1.0383892,-11.518128,-23.7777,-24.032272,-18.565754,-14.2267275,-9.960043,-7.5643253
-364.65936,150.35928,55.584324,-1.815271,-6.1088667,-0.5358886,-10.082485,-20.990984,-20.624208,-15.231934,-11.41963,-8.333038,-7.46666
-360.8088,153.26363,54.70023,-2.5371895,-3.8159616,3.300025,-7.411268,-20.349836,-21.327513,-16.50943,-12.745795,-8.721345,-5.436471
-358.92566,157.59218,63.039913,9.207909,8.045824,13.052281,0.9038293,-13.078765,-16.568306,-14.388119,-11.134848,-6.1292233,-0.9024704
-359.5741,155.73723,60.173943,5.8562117,3.8770213,8.800285,-3.1838176,-16.884264,-18.40006,-13.597203,-8.900593,-4.341937,-1.4956229
-317.84164,139.14154,23.55498,20.828619,5.901326,7.08742,0.8427273,-9.258849,-19.513163,-16.488876,-5.068126,-1.9230936,3.4280896
-309.42313,151.78017,25.457994,16.973513,5.8281,1.6649972,-5.8857875,-11.074498,-18.345484,-11.207921,2.8709857,-2.412661,-0.7687972
-233.40352,145.05475,3.3905442,16.2693,4.815977,14.727515,-4.150689,0.48491213,-7.4472337,-2.4870863,0.30094594,0.9388998,-2.613085
-235.54494,151.40094,-4.472707,29.845762,13.249,10.550624,2.8135223,-7.622201,-17.717463,2.2607632,-3.8772385,5.1516757,5.9386926
-221.42856,115.61596,-7.3584075,49.361435,5.793394,19.82651,-8.881824,-9.123534,-18.150043,4.2355475,1.5000203,-2.618889,6.3810234
-292.7793,161.4626,18.654865,17.866829,19.775341,10.731104,0.052691992,-6.077574,0.68524754,5.438995,1.7470969,-0.58646995,3.4000933
-257.08728,163.26622,18.24374,16.335962,2.0398881,8.311819,5.832952,-4.260887,-2.419648,10.763093,-10.032892,-5.487306,-4.293708
-229.23483,147.85175,0.25324488,35.560963,2.1587524,7.3736606,6.203059,-5.0583425,-12.879651,12.091131,-0.57447374,-0.17091042,2.649558
-230.9962,143.93814,-8.513808,20.588753,-22.37721,-4.559159,5.725969,-2.9134007,-5.5187454,-4.3738666,-18.535326,7.057774,2.4137
-267.14844,151.57762,10.674432,12.546355,3.2602475,7.488823,-7.335741,-2.057485,-9.693872,-6.8608384,-7.508795,-7.4820313,-5.969849
-239.56976,157.25444,5.8802214,27.539883,4.027598,4.4366837,-1.0473088,-5.6498075,-13.32178,0.53710914,-4.752895,-14.00174,-9.423342
-204.23555,129.0046,-26.407246,51.61221,13.202157,-3.0914297,-5.8594465,0.24711826,-9.6255455,0.99651575,-6.3242764,2.3293183,6.5021973
-249.69136,127.5616,-19.709183,33.75474,-10.587642,-11.424189,-11.049343,-30.490385,-28.532005,-6.342048,-16.17223,-5.2947574,1.5285822
-235.51488,136.22427,-10.54377,31.37661,-12.887254,-4.413475,-5.2689176,-17.162056,-13.001727,0.10557481,-10.179872,4.9771805,3.8501763
-226.13858,148.13103,-0.23125653,40.406147,6.5491624,9.441855,12.437026,-4.748505,-2.4613776,17.697552,4.803656,1.4456439,-4.4329176
-237.81123,146.70174,-3.0352724,32.400375,11.448173,9.9274235,-1.268032,0.38950312,2.333529,4.276977,-3.0713632,0.059866372,-0.7067797
-239.21881,129.99025,-17.515036,11.769705,-31.28304,-5.4094315,-3.1078336,-15.443833,-12.673821,-12.670593,-30.633434,7.954901,-5.560546
-332.9803,152.36317,36.386158,4.7174873,1.2091535,1.2817937,-4.7096996,-10.243994,-14.023705,-14.830738,-10.594711,-3.5429442,-7.4491835
-238.5511,152.45172,0.691822,28.420933,5.858337,9.909494,1.5177925,-6.4646754,0.19516987,9.112751,-2.8545423,5.0171046,1.028004
-234.09093,138.93465,-0.17608254,28.129503,-10.597031,8.654936,0.32097453,-3.5691442,-2.603842,7.616467,-6.5367885,7.6327076,12.574228
-244.87817,114.16555,-7.9840016,38.343857,-3.5836806,9.003931,-10.22401,-5.0391116,-19.470007,-8.598919,-7.645675,-1.732577,2.6831899
-270.413,152.69408,10.406539,26.10584,11.618066,10.521282,2.3142655,0.30791906,-2.286049,0.39124006,2.4016068,2.808509,4.452506
-205.13118,111.52356,19.906372,48.28482,-15.695958,18.154,2.0213814,8.260794,-3.768798,10.230783,-5.011003,-1.631203,-6.6307697
-219.45787,134.55634,2.6193624,41.889694,0.92829984,13.874771,-5.69855,-3.9804811,-8.175712,7.252228,-4.8996654,-4.183051,-6.6106815
-234.87706,97.348,-13.4467945,61.203407,12.7124195,7.275424,-25.773344,-11.068234,-8.934195,-2.5690484,-24.110415,-8.595717,3.6662931
-296.1829,152.55016,17.256464,16.89803,16.945232,4.994112,-11.016703,-9.38072,-8.237038,-5.4403534,-5.8102727,-6.207958,-0.27761632
-273.588,166.44423,24.7939,13.03286,4.9040456,7.396669,-0.6111939,-1.318646,0.26446858,-2.6003878,-6.5874057,-12.592581,-9.68299
-267.06964,153.35571,14.193804,21.107796,7.2017803,3.1793654,0.34016654,-5.426606,-6.9906397,3.4621167,0.60443187,-2.6778905,-0.331201
-244.1116,122.95268,-25.076763,37.421448,-0.9326413,-10.408066,-25.108824,-33.30684,-22.412054,0.41924322,-12.330814,-14.004792,-4.7956605
-249.9435,139.68288,-3.7864344,32.75477,4.7718205,-3.6242676,-15.239133,-21.392515,-11.660119,4.7850723,-8.132533,-6.238174,1.9745107
-241.86627,162.64056,17.31263,16.545534,1.8125541,7.425586,6.384367,7.1195607,7.1425343,16.55942,3.048178,-0.29310524,0.105415
-200.8233,139.84586,-9.394786,48.2389,-2.1304095,-1.2596352,2.6962528,2.43906,-3.7265968,14.852199,0.11892383,-3.8361444,-12.13426
-236.76381,108.5459,-14.401721,60.08411,7.4986267,-6.304372,-16.25639,-13.896439,-15.038281,-1.8878642,-13.908886,-6.366744,-9.9009495
-270.60156,143.87569,11.857977,26.509533,15.365766,8.461518,-11.343596,-12.82677,-11.183065,-3.8481538,-5.5292983,0.27588746,-2.6991224
-219.17851,153.31444,21.010101,40.533302,19.732674,27.676073,4.4145184,8.194909,7.470973,16.054026,5.539032,6.9084353,7.3682256
-232.36015,145.8843,19.313585,50.103912,19.520487,22.026525,1.1640915,7.451245,-0.76592696,9.4606905,1.0805625,-2.5939426,1.8056891
-208.11955,102.137665,-17.963562,69.688995,6.3759494,13.199548,-10.038348,-8.854003,-18.879873,1.9470814,-9.530869,-20.290058,-3.451913
-176.66028,122.74783,-22.66422,52.769566,-9.524327,10.847164,0.5595987,2.0811903,-11.914091,-1.846684,-1.0383137,6.600868,1.3786474
