Second,Count,Tempo (BPM),Beat Times (s)
0.0,561,[114.84375],0.8243083900226758
0.5,1164,[114.84375],1.3699773242630386
1.0,1020,[114.84375],1.880816326530612
1.5,991,[114.84375],2.426485260770975
2.0,1027,[114.84375],2.948934240362812
2.5,1024,[114.84375],3.4713832199546486
3.0,922,[114.84375],3.993832199546485
3.5,1089,[114.84375],4.527891156462585
4.0,1120,[114.84375],5.050340136054421
4.5,1115,[114.84375],5.584399092970521
5.0,1052,[114.84375],6.106848072562358
5.5,969,[114.84375],6.640907029478458
6.0,1062,[114.84375],7.151746031746032
6.5,1197,[114.84375],7.685804988662132
7.0,1361,[114.84375],8.208253968253969
7.5,1535,[114.84375],8.730702947845804
8.0,1794,[114.84375],9.264761904761905
8.5,2075,[114.84375],9.787210884353742
9.0,2269,[114.84375],10.32126984126984
9.5,2537,[114.84375],10.843718820861678
10.0,2828,[114.84375],11.366167800453514
10.5,3076,[114.84375],11.900226757369614
11.0,3394,[114.84375],12.422675736961452
11.5,3779,[114.84375],12.945124716553288
12.0,3987,[114.84375],13.467573696145124
12.5,4324,[114.84375],14.001632653061224
13.0,4403,[114.84375],14.52408163265306
13.5,4610,[114.84375],15.05814058956916
14.0,4783,[114.84375],15.580589569160995
14.5,4954,[114.84375],16.103038548752835
15.0,5132,[114.84375],16.637097505668933
15.5,5009,[114.84375],17.159546485260773
16.0,5161,[114.84375],17.68199546485261
16.5,5356,[114.84375],18.216054421768707
17.0,5329,[114.84375],18.738503401360543
17.5,5173,[114.84375],19.272562358276645
18.0,5255,[114.84375],19.783401360544214
18.5,5186,[114.84375],20.31746031746032
19.0,5112,[114.84375],20.816689342403627
19.5,5057,[114.84375],21.36235827664399
20.0,5043,[114.84375],21.89641723356009
20.5,4974,[114.84375],22.41886621315193
21.0,4905,[114.84375],22.941315192743765
21.5,4874,[114.84375],23.475374149659864
22.0,4708,[114.84375],23.9978231292517
22.5,4677,[114.84375],24.5318820861678
23.0,4597,[114.84375],25.04272108843537
23.5,4545,[114.84375],25.576780045351477
24.0,4359,[114.84375],26.09922902494331
24.5,4398,[114.84375],26.63328798185941
25.0,4330,[114.84375],27.155736961451247
25.5,4198,[114.84375],27.68979591836735
26.0,4123,[114.84375],28.212244897959184
26.5,4122,[114.84375],28.73469387755102
27.0,4142,[114.84375],29.257142857142856
27.5,4204,[114.84375],29.79120181405896
28.0,4159,[114.84375],30.313650793650798
28.5,3931,[114.84375],30.84770975056689
29.0,3961,[114.84375],31.37015873015873
29.5,3968,[114.84375],31.90421768707483
30.0,3871,[114.84375],32.41505668934241
30.5,3859,[114.84375],32.949115646258505
31.0,3741,[114.84375],33.47156462585034
31.5,3896,[114.84375],34.00562358276644
32.0,3679,[114.84375],34.53968253968254
32.5,3801,[114.84375],35.05052154195011
33.0,3668,[114.84375],35.561360544217685
33.5,3900,[114.84375],36.10702947845805
34.0,3844,[114.84375],36.62947845804989
34.5,3891,[114.84375],37.16353741496599
35.0,3904,[114.84375],37.67437641723356
35.5,4262,[114.84375],38.22004535147392
36.0,5368,[114.84375],38.74249433106576
36.5,4867,[114.84375],39.2649433106576
37.0,3882,[114.84375],39.77578231292517
37.5,3728,[114.84375],40.321451247165534
38.0,3222,[114.84375],40.84390022675737
38.5,2917,[114.84375],41.366349206349206
39.0,2698,[114.84375],41.88879818594104
39.5,3242,[114.84375],42.42285714285714
40.0,3567,[114.84375],42.94530612244898
40.5,3506,[114.84375],43.47936507936508
41.0,3345,[114.84375],44.00181405895692
41.5,3238,[114.84375],44.535873015873015
42.0,3537,[114.84375],45.04671201814059
42.5,3588,[114.84375],45.58077097505669
43.0,3526,[114.84375],46.10321995464852
43.5,3379,[114.84375],46.63727891156463
44.0,3701,[114.84375],47.159727891156464
44.5,3617,[114.84375],47.6821768707483
45.0,3293,[114.84375],48.204625850340136
45.5,3875,[114.84375],48.73868480725624
46.0,3844,[114.84375],49.26113378684807
46.5,3411,[114.84375],49.795192743764176
47.0,3960,[114.84375],50.31764172335601
47.5,4406,[114.84375],50.85170068027211
48.0,4625,[114.84375],51.374149659863946
48.5,4690,[114.84375],51.89659863945578
49.0,5135,[114.84375],52.41904761904762
49.5,4945,[114.84375],52.95310657596372
50.0,4935,[114.84375],53.46394557823129
50.5,5014,[114.84375],53.9980045351474
51.0,5109,[114.84375],54.52045351473923
51.5,5000,[114.84375],55.05451247165533
52.0,4818,[114.84375],55.576961451247165
52.5,4247,[114.84375],56.11102040816326
53.0,3628,[114.84375],56.62185941043084
53.5,4166,[114.84375],57.1675283446712
54.0,3745,[114.84375],57.68997732426304
54.5,3269,[114.84375],58.21242630385488
55.0,2886,[114.84375],58.73487528344671
55.5,3004,[114.84375],59.26893424036281
56.0,3075,[114.84375],59.791383219954646
56.5,2876,[114.84375],60.31383219954648
57.0,2843,[114.84375],60.84789115646259
57.5,2907,[114.84375],61.37034013605442
58.0,3206,[114.84375],61.89278911564626
58.5,3352,[114.84375],62.42684807256236
59.0,3019,[114.84375],62.94929705215419
59.5,3009,[114.84375],63.48335600907029
60.0,3442,[114.84375],64.00580498866213
60.5,3131,[114.84375],64.52825396825396
61.0,3208,[114.84375],65.0507029478458
61.5,3098,[114.84375],65.5847619047619
62.0,3671,[114.84375],66.10721088435375
62.5,3195,[114.84375],66.62965986394558
63.0,3690,[114.84375],67.15210884353742
63.5,3604,[114.84375],67.68616780045352
64.0,3593,[114.84375],68.22022675736962
64.5,3656,[114.84375],68.74267573696144
65.0,3817,[114.84375],69.26512471655329
65.5,3537,[114.84375],69.79918367346939
66.0,3382,[114.84375],70.32163265306123
66.5,3351,[114.84375],70.84408163265306
67.0,3264,[114.84375],71.3665306122449
67.5,3166,[114.84375],71.900589569161
68.0,2986,[114.84375],72.42303854875283
68.5,2899,[114.84375],72.9338775510204
69.0,2838,[114.84375],73.46793650793651
69.5,2694,[114.84375],74.00199546485261
70.0,2752,[114.84375],74.52444444444444
70.5,2566,[114.84375],75.05850340136054
71.0,2515,[114.84375],75.58095238095238
71.5,2595,[114.84375],76.11501133786848
72.0,2485,[114.84375],76.63746031746032
72.5,2474,[114.84375],77.15990929705215
73.0,2334,[114.84375],77.70557823129252
73.5,2323,[114.84375],78.2164172335601
74.0,2336,[114.84375],78.72725623582767
74.5,2253,[114.84375],79.26131519274377
75.0,2166,[114.84375],79.7837641723356
75.5,2161,[114.84375],80.3178231292517
76.0,2197,[114.84375],80.84027210884354
76.5,2096,[114.84375],81.37433106575963
77.0,1997,[114.84375],81.88517006802721
77.5,2085,[114.84375],82.43083900226758
78.0,2031,[114.84375],82.94167800453515
78.5,2043,[114.84375],83.47573696145125
79.0,1998,[114.84375],83.99818594104309
79.5,2015,[114.84375],84.53224489795919
80.0,2017,[114.84375],85.04308390022676
80.5,1948,[114.84375],85.57714285714286
81.0,1925,[114.84375],86.09959183673469
81.5,1886,[114.84375],86.63365079365079
82.0,1902,[114.84375],87.15609977324263
82.5,1909,[114.84375],87.69015873015873
83.0,1972,[114.84375],88.21260770975057
83.5,1920,[114.84375],88.7350566893424
84.0,1921,[114.84375],89.25750566893424
84.5,2024,[114.84375],89.79156462585034
85.0,2179,[114.84375],90.31401360544216
85.5,2134,[114.84375],90.84807256235828
86.0,2200,[114.84375],91.37052154195013
86.5,2201,[114.84375],91.89297052154195
87.0,2355,[114.84375],92.41541950113378
87.5,2338,[114.84375],92.94947845804988
88.0,2414,[114.84375],93.48353741496598
88.5,2462,[114.84375],94.00598639455782
89.0,2490,[114.84375],94.52843537414968
89.5,2567,[114.84375],95.06249433106576
90.0,2598,[114.84375],95.57333333333334
90.5,2480,[114.84375],96.10739229024944
91.0,2622,[114.84375],96.618231292517
91.5,2615,[114.84375],97.16390022675736
92.0,2646,[114.84375],97.6863492063492
92.5,2619,[114.84375],98.20879818594103
93.0,2619,[114.84375],98.71963718820862
93.5,2691,[114.84375],99.26530612244898
94.0,2594,[114.84375],99.78775510204082
