Second,Count,Tempo (BPM),Beat Times (s)
0.0,248,[87.59269068],0.301859410430839
0.5,466,[87.59269068],0.9636281179138322
1.0,451,[87.59269068],1.6137868480725623
1.5,510,[87.59269068],2.2639455782312927
2.0,663,[87.59269068],2.914104308390023
2.5,837,[87.59269068],3.564263038548753
3.0,798,[87.59269068],4.214421768707483
3.5,772,[87.59269068],4.864580498866213
4.0,765,[87.59269068],5.491519274376417
4.5,722,[87.59269068],6.176507936507937
5.0,725,[87.59269068],6.791836734693877
5.5,768,[87.59269068],7.407165532879818
6.0,772,[87.59269068],8.103764172335602
6.5,805,[87.59269068],8.684263038548753
7.0,802,[87.59269068],9.253151927437642
7.5,815,[87.59269068],9.833650793650794
8.0,901,[87.59269068],10.518639455782314
8.5,902,[87.59269068],11.19201814058957
9.0,1015,[87.59269068],11.877006802721088
9.5,1217,[87.59269068],12.561995464852608
10.0,1261,[87.59269068],13.25859410430839
10.5,1403,[87.59269068],13.931972789115646
11.0,1480,[87.59269068],14.628571428571428
11.5,1833,[87.59269068],15.27873015873016
12.0,1922,[87.59269068],15.975328798185942
12.5,2142,[87.59269068],16.66031746031746
13.0,2336,[87.59269068],17.333696145124716
13.5,2561,[87.59269068],18.007074829931973
14.0,2876,[87.59269068],18.70367346938776
14.5,3110,[87.59269068],19.38866213151928
15.0,3368,[87.59269068],20.06204081632653
15.5,3482,[87.59269068],20.74702947845805
16.0,3881,[87.59269068],21.39718820861678
16.5,3902,[87.59269068],22.105396825396827
17.0,4013,[87.59269068],22.72072562358277
17.5,3924,[87.59269068],23.475374149659864
18.0,3847,[87.59269068],24.13714285714286
18.5,3903,[87.59269068],24.88018140589569
19.0,4053,[87.59269068],25.576780045351477
19.5,4158,[87.59269068],26.273378684807252
20.0,4107,[87.59269068],26.923537414965985
20.5,4174,[87.59269068],27.56208616780045
21.0,4110,[87.59269068],28.223854875283447
21.5,4159,[87.59269068],28.93206349206349
22.0,4172,[87.59269068],29.60544217687075
22.5,4195,[87.59269068],30.30204081632653
23.0,4115,[87.59269068],30.975419501133786
23.5,4046,[87.59269068],31.648798185941043
24.0,4095,[87.59269068],32.3221768707483
24.5,4094,[87.59269068],33.01877551020408
25.0,4067,[87.59269068],33.69215419501134
25.5,4080,[87.59269068],34.37714285714286
26.0,4069,[87.59269068],34.9924716553288
26.5,4092,[87.59269068],35.7471201814059
27.0,3954,[87.59269068],36.40888888888889
27.5,3763,[87.59269068],37.08226757369614
28.0,3653,[87.59269068],37.80208616780045
28.5,3798,[87.59269068],38.463854875283445
29.0,3740,[87.59269068],39.14884353741497
29.5,3768,[87.59269068],39.833832199546485
30.0,3710,[87.59269068],40.518820861678
30.5,3762,[87.59269068],41.203809523809525
31.0,3633,[87.59269068],41.87718820861678
31.5,3810,[87.59269068],42.5621768707483
32.0,3890,[87.59269068],43.24716553287982
