Second,Count,Tempo (BPM),Beat Times (s)
0.0,213,[117.45383523],0.2438095238095238
0.5,385,[117.45383523],0.7546485260770975
1.0,445,[117.45383523],1.2654875283446712
1.5,395,[117.45383523],1.7763265306122449
2.0,411,[117.45383523],2.2871655328798184
2.5,375,[117.45383523],2.7980045351473923
3.0,362,[117.45383523],3.308843537414966
3.5,390,[117.45383523],3.81968253968254
4.0,282,[117.45383523],4.330521541950113
4.5,329,[117.45383523],4.829750566893424
5.0,350,[117.45383523],5.328979591836735
5.5,353,[117.45383523],5.839818594104308
6.0,405,[117.45383523],6.350657596371882
6.5,414,[117.45383523],6.861496598639456
7.0,459,[117.45383523],7.372335600907029
7.5,465,[117.45383523],7.87156462585034
8.0,596,[117.45383523],8.394013605442177
8.5,572,[117.45383523],8.904852607709751
9.0,615,[117.45383523],9.404081632653062
9.5,647,[117.45383523],9.914920634920636
10.0,665,[117.45383523],10.425759637188207
10.5,722,[117.45383523],10.936598639455784
11.0,828,[117.45383523],11.435827664399094
11.5,825,[117.45383523],11.946666666666667
12.0,980,[117.45383523],12.469115646258505
12.5,1036,[117.45383523],12.979954648526077
13.0,1127,[117.45383523],13.479183673469388
13.5,1445,[117.45383523],13.9784126984127
14.0,1429,[117.45383523],14.489251700680272
14.5,1363,[117.45383523],15.000090702947846
15.0,1405,[117.45383523],15.51092970521542
15.5,1362,[117.45383523],15.998548752834466
16.0,1346,[117.45383523],16.532607709750568
16.5,1296,[117.45383523],17.020226757369613
17.0,1333,[117.45383523],17.507845804988662
17.5,1507,[117.45383523],18.04190476190476
18.0,1466,[117.45383523],18.55274376417233
18.5,1385,[117.45383523],19.051972789115645
19.0,1438,[117.45383523],19.574421768707484
19.5,1486,[117.45383523],20.06204081632653
20.0,1565,[117.45383523],20.53804988662132
20.5,1556,[117.45383523],21.060498866213152
21.0,1699,[117.45383523],21.582947845804988
21.5,1831,[117.45383523],22.11700680272109
22.0,1994,[117.45383523],22.6162358276644
22.5,2090,[117.45383523],23.12707482993197
23.0,2266,[117.45383523],23.64952380952381
23.5,2364,[117.45383523],24.14875283446712
24.0,2467,[117.45383523],24.636371882086166
24.5,2492,[117.45383523],25.15882086167801
25.0,2523,[117.45383523],25.65804988662132
25.5,2871,[117.45383523],26.180498866213156
26.0,2818,[117.45383523],26.679727891156464
26.5,3049,[117.45383523],27.19056689342404
27.0,3194,[117.45383523],27.713015873015877
27.5,3419,[117.45383523],28.212244897959184
28.0,3607,[117.45383523],28.711473922902496
28.5,3565,[117.45383523],29.19909297052154
29.0,3300,[117.45383523],29.69832199546485
29.5,3132,[117.45383523],30.243990929705216
30.0,2925,[117.45383523],30.731609977324265
30.5,2909,[117.45383523],31.2540589569161
31.0,2899,[117.45383523],31.75328798185941
31.5,2834,[117.45383523],32.26412698412698
32.0,3003,[117.45383523],32.78657596371882
32.5,3005,[117.45383523],33.274195011337866
33.0,3292,[117.45383523],33.7966439909297
33.5,3442,[117.45383523],34.319092970521545
34.0,3740,[117.45383523],34.81832199546485
34.5,3390,[117.45383523],35.3059410430839
35.0,3133,[117.45383523],35.79356009070295
35.5,3204,[117.45383523],36.31600907029478
36.0,3135,[117.45383523],36.86167800453515
36.5,3476,[117.45383523],37.36090702947846
37.0,3560,[117.45383523],37.8833560090703
37.5,3576,[117.45383523],38.38258503401361
38.0,3266,[117.45383523],38.88181405895691
38.5,3377,[117.45383523],39.381043083900224
39.0,3138,[117.45383523],39.91510204081633
39.5,3288,[117.45383523],40.4259410430839
40.0,3132,[117.45383523],40.91356009070295
40.5,2943,[117.45383523],41.424399092970525
41.0,3179,[117.45383523],41.9352380952381
41.5,2978,[117.45383523],42.44607709750567
42.0,2824,[117.45383523],42.94530612244898
42.5,3150,[117.45383523],43.45614512471656
43.0,3287,[117.45383523],43.96698412698413
43.5,3377,[117.45383523],44.4778231292517
44.0,3251,[117.45383523],44.98866213151928
44.5,3141,[117.45383523],45.48789115646259
45.0,3111,[117.45383523],45.99873015873016
45.5,3167,[117.45383523],46.509569160997735
46.0,3157,[117.45383523],47.02040816326531
46.5,3189,[117.45383523],47.51963718820862
47.0,3090,[117.45383523],48.03047619047619
47.5,3221,[117.45383523],48.54131519274377
48.0,3281,[117.45383523],49.05215419501134
48.5,3333,[117.45383523],49.562993197278914
49.0,3987,[117.45383523],50.07383219954649
49.5,4247,[117.45383523],50.58467120181406
50.0,4407,[117.45383523],51.08390022675737
50.5,4914,[117.45383523],51.59473922902495
51.0,4844,[117.45383523],52.10557823129252
51.5,4066,[117.45383523],52.61641723356009
52.0,3867,[117.45383523],53.1156462585034
52.5,4395,[117.45383523],53.62648526077098
53.0,4685,[117.45383523],54.13732426303855
53.5,4628,[117.45383523],54.64816326530613
54.0,4538,[117.45383523],55.1590022675737
54.5,4530,[117.45383523],55.66984126984127
55.0,4652,[117.45383523],56.19229024943311
55.5,4339,[117.45383523],56.67990929705216
56.0,4496,[117.45383523],57.19074829931973
56.5,4573,[117.45383523],57.7015873015873
57.0,4425,[117.45383523],58.20081632653061
57.5,4622,[117.45383523],58.71165532879819
58.0,4808,[117.45383523],59.22249433106576
58.5,5119,[117.45383523],59.73333333333333
59.0,5187,[117.45383523],60.232562358276645
59.5,5070,[117.45383523],60.74340136054422
60.0,4794,[117.45383523],61.25424036281179
60.5,4644,[117.45383523],61.765079365079366
61.0,4693,[117.45383523],62.27591836734694
61.5,5142,[117.45383523],62.77514739229025
62.0,5723,[117.45383523],63.285986394557824
62.5,6008,[117.45383523],63.7968253968254
63.0,6117,[117.45383523],64.30766439909297
63.5,5952,[117.45383523],64.81850340136054
64.0,6068,[117.45383523],65.31773242630385
64.5,5885,[117.45383523],65.82857142857142
65.0,5366,[117.45383523],66.339410430839
65.5,4961,[117.45383523],66.85024943310657
66.0,4760,[117.45383523],67.34947845804989
66.5,4445,[117.45383523],67.86031746031746
67.0,4432,[117.45383523],68.37115646258503
67.5,4790,[117.45383523],68.88199546485261
68.0,4757,[117.45383523],69.39283446712018
68.5,4918,[117.45383523],69.89206349206349
69.0,4341,[117.45383523],70.3912925170068
69.5,4574,[117.45383523],70.91374149659863
70.0,4585,[117.45383523],71.42458049886622
70.5,4725,[117.45383523],71.92380952380952
71.0,4761,[117.45383523],72.4346485260771
71.5,5177,[117.45383523],72.94548752834467
72.0,4924,[117.45383523],73.44471655328798
72.5,5147,[117.45383523],73.95555555555555
73.0,4963,[117.45383523],74.48961451247166
73.5,4213,[117.45383523],74.98884353741497
74.0,4265,[117.45383523],75.48807256235828
74.5,4127,[117.45383523],76.01052154195011
75.0,3822,[117.45383523],76.48653061224489
75.5,3713,[117.45383523],77.020589569161
76.0,3499,[117.45383523],77.53142857142858
76.5,3581,[117.45383523],78.00743764172336
77.0,3571,[117.45383523],78.4950566893424
77.5,3678,[117.45383523],79.0291156462585
78.0,3734,[117.45383523],79.5631746031746
78.5,3906,[117.45383523],80.07401360544218
79.0,3951,[117.45383523],80.59646258503402
79.5,4317,[117.45383523],81.09569160997732
80.0,4696,[117.45383523],81.59492063492064
80.5,4792,[117.45383523],82.10575963718821
81.0,4854,[117.45383523],82.61659863945579
81.5,4550,[117.45383523],83.11582766439909
82.0,3993,[117.45383523],83.62666666666667
82.5,3538,[117.45383523],84.13750566893424
83.0,2904,[117.45383523],84.64834467120181
83.5,3253,[117.45383523],85.14757369614513
84.0,4125,[117.45383523],85.6584126984127
84.5,4669,[117.45383523],86.13442176870748
85.0,4746,[117.45383523],86.68009070294785
85.5,4694,[117.45383523],87.19092970521542
86.0,4550,[117.45383523],87.701768707483
86.5,4749,[117.45383523],88.2009977324263
87.0,4714,[117.45383523],88.71183673469388
87.5,4664,[117.45383523],89.22267573696145
88.0,5012,[117.45383523],89.73351473922902
88.5,4778,[117.45383523],90.23274376417234
89.0,4967,[117.45383523],90.74358276643991
89.5,5232,[117.45383523],91.25442176870747
90.0,5227,[117.45383523],91.76526077097506
90.5,5048,[117.45383523],92.27609977324263
91.0,4643,[117.45383523],92.7869387755102
91.5,3777,[117.45383523],93.28616780045353
92.0,3746,[117.45383523],93.79700680272109
92.5,3847,[117.45383523],94.30784580498866
93.0,4120,[117.45383523],94.81868480725625
93.5,4841,[117.45383523],95.31791383219957
94.0,5466,[117.45383523],95.84036281179138
94.5,5017,[117.45383523],96.35120181405895
95.0,4487,[117.45383523],96.8736507936508
95.5,4571,[117.45383523],97.3728798185941
96.0,4484,[117.45383523],97.86049886621316
96.5,4143,[117.45383523],98.37133786848072
97.0,4466,[117.45383523],98.8821768707483
97.5,4735,[117.45383523],99.39301587301588
98.0,4687,[117.45383523],99.8922448979592
98.5,4695,[117.45383523],100.40308390022676
99.0,4451,[117.45383523],100.91392290249432
99.5,4147,[117.45383523],101.42476190476192
100.0,4036,[117.45383523],101.93560090702948
100.5,4034,[117.45383523],102.44643990929706
101.0,4161,[117.45383523],102.94566893424036
101.5,3946,[117.45383523],103.45650793650792
102.0,3977,[117.45383523],103.9673469387755
102.5,3594,[117.45383523],104.47818594104308
103.0,3364,[117.45383523],104.98902494331064
103.5,2891,[117.45383523],105.48825396825396
104.0,2710,[117.45383523],105.99909297052154
104.5,2854,[117.45383523],106.50993197278912
105.0,2848,[117.45383523],107.02077097505668
105.5,3145,[117.45383523],107.52
106.0,3568,[117.45383523],108.04244897959184
106.5,3567,[117.45383523],108.54167800453514
107.0,3344,[117.45383523],109.05251700680272
107.5,3206,[117.45383523],109.56335600907028
108.0,2895,[117.45383523],110.0625850340136
108.5,2916,[117.45383523],110.57342403628118
109.0,2800,[117.45383523],111.08426303854876
109.5,2962,[117.45383523],111.59510204081631
110.0,3027,[117.45383523],112.1059410430839
110.5,3010,[117.45383523],112.6051700680272
111.0,2889,[117.45383523],113.11600907029478
111.5,2530,[117.45383523],113.62684807256235
112.0,1953,[117.45383523],114.1492970521542
112.5,1702,[117.45383523],114.66013605442176
113.0,1546,[117.45383523],115.17097505668934
113.5,1496,[117.45383523],115.67020408163263
114.0,1819,[117.45383523],116.18104308390022
114.5,2273,[117.45383523],116.68027210884354
115.0,2357,[117.45383523],117.19111111111113
115.5,2386,[117.45383523],117.70195011337869
116.0,2271,[117.45383523],118.21278911564626
116.5,1879,[117.45383523],118.71201814058956
117.0,1597,[117.45383523],119.22285714285714
117.5,1332,[117.45383523],119.73369614512472
118.0,1398,[117.45383523],120.24453514739228
118.5,1296,[117.45383523],120.75537414965986
119.0,1330,[117.45383523],121.2778231292517
119.5,1365,[117.45383523],121.76544217687076
120.0,1524,[117.45383523],122.27628117913832
120.5,1452,[117.45383523],122.7871201814059
121.0,1236,[117.45383523],123.25151927437642
121.5,1306,[117.45383523],123.79718820861676
122.0,1453,[117.45383523],124.30802721088436
122.5,1486,[117.45383523],124.81886621315192
123.0,1675,[117.45383523],125.34131519274376
123.5,1728,[117.45383523],125.84054421768708
124.0,1576,[117.45383523],126.36299319727893
124.5,1686,[117.45383523],126.85061224489796
125.0,1610,[117.45383523],127.36145124716552
125.5,1495,[117.45383523],127.8722902494331
126.0,1588,[117.45383523],128.3831292517007
126.5,1209,[117.45383523],128.882358276644
127.0,1324,[117.45383523],129.40480725623584
127.5,1198,[117.45383523],129.8808163265306
128.0,1445,[117.45383523],130.41487528344672
128.5,1417,[117.45383523],130.9257142857143
129.0,1772,[117.45383523],131.44816326530614
129.5,1634,[117.45383523],131.94739229024944
130.0,1446,[117.45383523],132.458231292517
130.5,1316,[117.45383523],132.95746031746032
131.0,1422,[117.45383523],133.4682993197279
131.5,1608,[117.45383523],133.9675283446712
132.0,2197,[117.45383523],134.4667573696145
132.5,2088,[117.45383523],134.9775963718821
133.0,2028,[117.45383523],135.4652154195011
133.5,1860,[117.45383523],136.0108843537415
134.0,1795,[117.45383523],136.49850340136055
134.5,1460,[117.45383523],137.0209523809524
135.0,1590,[117.45383523],137.5434013605442
135.5,1740,[117.45383523],138.04263038548754
136.0,2061,[117.45383523],138.54185941043085
136.5,1944,[117.45383523],139.05269841269842
137.0,1945,[117.45383523],139.54031746031745
137.5,1727,[117.45383523],140.07437641723357
138.0,1571,[117.45383523],140.58521541950114
138.5,1259,[117.45383523],141.0960544217687
139.0,1372,[117.45383523],141.59528344671202
139.5,1842,[117.45383523],142.11773242630386
140.0,2097,[117.45383523],142.61696145124716
140.5,2111,[117.45383523],143.12780045351474
141.0,1977,[117.45383523],143.6154195011338
141.5,1711,[117.45383523],144.1378684807256
142.0,1640,[117.45383523],144.6487074829932
142.5,1528,[117.45383523],145.15954648526076
143.0,1415,[117.45383523],145.6819954648526
143.5,1480,[117.45383523],146.1812244897959
144.0,1701,[117.45383523],146.68045351473924
144.5,1975,[117.45383523],147.1912925170068
145.0,2115,[117.45383523],147.7021315192744
145.5,2029,[117.45383523],148.2013605442177
146.0,1958,[117.45383523],148.71219954648527
146.5,1614,[117.45383523],149.22303854875284
147.0,1368,[117.45383523],149.7338775510204
147.5,1464,[117.45383523],150.244716553288
148.0,1533,[117.45383523],150.7439455782313
148.5,1415,[117.45383523],151.23156462585035
149.0,1311,[117.45383523],151.76562358276644
149.5,1274,[117.45383523],152.276462585034
150.0,1402,[117.45383523],152.78730158730158
150.5,1230,[117.45383523],153.2865306122449
151.0,1462,[117.45383523],153.79736961451246
151.5,1904,[117.45383523],154.30820861678004
152.0,1925,[117.45383523],154.80743764172337
152.5,1766,[117.45383523],155.31827664399094
153.0,1985,[117.45383523],155.82911564625851
153.5,2372,[117.45383523],156.3399546485261
154.0,2307,[117.45383523],156.85079365079366
154.5,2470,[117.45383523],157.36163265306124
155.0,2856,[117.45383523],157.8724716553288
155.5,2426,[117.45383523],158.3717006802721
156.0,2345,[117.45383523],158.8825396825397
156.5,2662,[117.45383523],159.39337868480726
157.0,2866,[117.45383523],159.90421768707483
157.5,2563,[117.45383523],160.40344671201814
158.0,2739,[117.45383523],160.9142857142857
158.5,2540,[117.45383523],161.43673469387755
159.0,2832,[117.45383523],161.9591836734694
159.5,3059,[117.45383523],162.4584126984127
160.0,3293,[117.45383523],162.94603174603174
160.5,2775,[117.45383523],163.4568707482993
161.0,2767,[117.45383523],163.96770975056688
161.5,2893,[117.45383523],164.47854875283446
162.0,2506,[117.45383523],164.9777777777778
162.5,2305,[117.45383523],165.48861678004536
163.0,2517,[117.45383523],165.99945578231294
163.5,2527,[117.45383523],166.5102947845805
164.0,2252,[117.45383523],167.02113378684808
164.5,2002,[117.45383523],167.5203628117914
165.0,1896,[117.45383523],168.03120181405896
165.5,2126,[117.45383523],168.54204081632653
166.0,2286,[117.45383523],169.0528798185941
166.5,2246,[117.45383523],169.56371882086168
167.0,2237,[117.45383523],170.06294784580498
167.5,2397,[117.45383523],170.57378684807256
168.0,2320,[117.45383523],171.08462585034013
168.5,1923,[117.45383523],171.5954648526077
169.0,2020,[117.45383523],172.10630385487528
169.5,1851,[117.45383523],172.60553287981858
170.0,1797,[117.45383523],173.11637188208616
170.5,1785,[117.45383523],173.62721088435373
171.0,1854,[117.45383523],174.1380498866213
171.5,1691,[117.45383523],174.64888888888888
172.0,1353,0,0.0
172.5,1284,0,0.0
173.0,1166,0,0.0
173.5,1109,0,0.0
174.0,1481,0,0.0
174.5,1524,0,0.0
175.0,1407,0,0.0
175.5,1230,0,0.0
176.0,1049,0,0.0
176.5,974,0,0.0
177.0,862,0,0.0
177.5,719,0,0.0
178.0,836,0,0.0
178.5,879,0,0.0
179.0,899,0,0.0
179.5,742,0,0.0
180.0,936,0,0.0
180.5,1054,0,0.0
181.0,960,0,0.0
181.5,1188,0,0.0
182.0,678,0,0.0
