Second,Count,Tempo (BPM),Beat Times (s)
0.0,387,[120.18531977],0.3831292517006803
0.5,714,[120.18531977],0.905578231292517
1.0,690,[120.18531977],1.4048072562358276
1.5,736,[120.18531977],1.9040362811791385
2.0,738,[120.18531977],2.391655328798186
2.5,702,[120.18531977],2.8908843537414968
3.0,716,[120.18531977],3.3901133786848074
3.5,832,[120.18531977],3.889342403628118
4.0,842,[120.18531977],4.388571428571429
4.5,888,[120.18531977],4.887800453514739
5.0,1133,[120.18531977],5.38702947845805
5.5,1363,[120.18531977],5.88625850340136
6.0,1872,[120.18531977],6.385487528344672
6.5,2321,[120.18531977],6.896326530612245
7.0,2289,[120.18531977],7.395555555555555
7.5,1958,[120.18531977],7.894784580498866
8.0,1751,[120.18531977],8.382403628117913
8.5,1635,[120.18531977],8.893242630385487
9.0,1676,[120.18531977],9.392471655328798
9.5,1592,[120.18531977],9.880090702947848
10.0,1609,[120.18531977],10.39092970521542
10.5,1551,[120.18531977],10.89015873015873
11.0,1566,[120.18531977],11.400997732426305
11.5,1526,[120.18531977],11.888616780045352
12.0,1613,[120.18531977],12.387845804988665
12.5,1778,[120.18531977],12.887074829931972
13.0,1887,[120.18531977],13.386303854875283
13.5,2015,[120.18531977],13.885532879818594
14.0,2293,[120.18531977],14.384761904761906
14.5,2597,[120.18531977],14.883990929705217
15.0,2909,[120.18531977],15.383219954648526
15.5,3119,[120.18531977],15.882448979591835
16.0,3334,[120.18531977],16.381678004535146
16.5,3696,[120.18531977],16.880907029478458
17.0,3937,[120.18531977],17.39174603174603
17.5,4229,[120.18531977],17.87936507936508
18.0,4498,[120.18531977],18.390204081632653
18.5,4814,[120.18531977],18.889433106575964
19.0,4948,[120.18531977],19.4118820861678
19.5,5102,[120.18531977],19.887891156462587
20.0,5339,[120.18531977],20.38712018140589
20.5,5475,[120.18531977],20.886349206349205
21.0,5582,[120.18531977],21.38557823129252
21.5,5655,[120.18531977],21.884807256235828
22.0,5653,[120.18531977],22.38403628117914
22.5,5594,[120.18531977],22.88326530612245
23.0,5524,[120.18531977],23.38249433106576
23.5,5419,[120.18531977],23.881723356009072
24.0,5383,[120.18531977],24.346122448979592
24.5,5109,[120.18531977],24.88018140589569
25.0,5232,[120.18531977],25.391020408163264
25.5,5174,[120.18531977],25.878639455782317
26.0,5261,[120.18531977],26.389478458049886
26.5,5185,[120.18531977],26.8887074829932
27.0,5193,[120.18531977],27.38793650793651
27.5,5059,[120.18531977],27.88716553287982
28.0,5056,[120.18531977],28.374784580498865
28.5,4935,[120.18531977],28.88562358276644
29.0,4813,[120.18531977],29.38485260770975
29.5,4756,[120.18531977],29.88408163265306
30.0,4748,[120.18531977],30.38331065759637
30.5,4588,[120.18531977],30.882539682539683
31.0,4626,[120.18531977],31.393378684807256
31.5,4762,[120.18531977],31.880997732426305
32.0,4879,[120.18531977],32.391836734693875
32.5,4726,[120.18531977],32.879455782312924
33.0,4759,[120.18531977],33.36707482993197
33.5,4647,[120.18531977],33.88952380952381
34.0,4758,[120.18531977],34.38875283446712
34.5,4695,[120.18531977],34.88798185941043
35.0,4552,[120.18531977],35.38721088435374
