Second,Count,Tempo (BPM),Beat Times (s)
0.0,645,[120.18531977],0.3482993197278911
0.5,1460,[120.18531977],0.8475283446712019
1.0,1233,[120.18531977],1.3467573696145123
1.5,1191,[120.18531977],1.83437641723356
2.0,1057,[120.18531977],2.345215419501134
2.5,1152,[120.18531977],2.844444444444445
3.0,1156,[120.18531977],3.3436734693877552
3.5,1144,[120.18531977],3.842902494331066
4.0,1161,[120.18531977],4.342131519274377
4.5,1223,[120.18531977],4.841360544217687
5.0,1169,[120.18531977],5.340589569160998
5.5,1273,[120.18531977],5.839818594104308
6.0,1312,[120.18531977],6.339047619047619
6.5,1479,[120.18531977],6.849886621315193
7.0,1375,[120.18531977],7.349115646258503
7.5,1512,[120.18531977],7.836734693877551
8.0,1519,[120.18531977],8.347573696145124
8.5,1672,[120.18531977],8.846802721088435
9.0,1812,[120.18531977],9.346031746031748
9.5,1921,[120.18531977],9.845260770975056
10.0,2117,[120.18531977],10.344489795918369
10.5,2200,[120.18531977],10.843718820861678
11.0,2327,[120.18531977],11.366167800453514
11.5,2785,[120.18531977],11.865396825396823
12.0,2678,[120.18531977],12.34140589569161
12.5,2749,[120.18531977],12.852244897959183
13.0,2765,[120.18531977],13.351473922902494
13.5,2836,[120.18531977],13.83909297052154
14.0,2665,[120.18531977],14.37315192743764
14.5,2736,[120.18531977],14.837551020408164
15.0,2739,[120.18531977],15.348390022675735
15.5,2868,[120.18531977],15.847619047619048
16.0,2855,[120.18531977],16.34684807256236
16.5,3055,[120.18531977],16.84607709750567
17.0,3219,[120.18531977],17.345306122448978
17.5,3280,[120.18531977],17.84453514739229
18.0,3471,[120.18531977],18.3437641723356
18.5,3549,[120.18531977],18.84299319727891
19.0,3728,[120.18531977],19.342222222222222
19.5,3940,[120.18531977],19.841451247165534
20.0,3753,[120.18531977],20.36390022675737
20.5,3498,[120.18531977],20.851519274376415
21.0,3232,[120.18531977],21.339138321995463
21.5,4007,[120.18531977],21.84997732426304
22.0,4256,[120.18531977],22.33759637188209
22.5,4272,[120.18531977],22.8368253968254
23.0,4863,[120.18531977],23.359274376417236
