Second,Count,Tempo (BPM),Beat Times (s)
0.0,343,[156.60511364],0.313469387755102
0.5,671,[156.60511364],0.6733786848072563
1.0,591,[156.60511364],1.0332879818594105
1.5,618,[156.60511364],1.4280272108843537
2.0,619,[156.60511364],1.799546485260771
2.5,573,[156.60511364],2.159455782312925
3.0,576,[156.60511364],2.5541950113378684
3.5,635,[156.60511364],2.9605442176870747
4.0,618,[156.60511364],3.332063492063492
4.5,613,[156.60511364],3.703582766439909
5.0,693,[156.60511364],4.063492063492063
5.5,725,[156.60511364],4.446621315192743
6.0,789,[156.60511364],4.829750566893424
6.5,884,[156.60511364],5.2128798185941045
7.0,927,[156.60511364],5.596009070294785
7.5,977,[156.60511364],6.002358276643991
8.0,1059,[156.60511364],6.397097505668934
8.5,1052,[156.60511364],6.757006802721088
9.0,948,[156.60511364],7.10530612244898
9.5,1020,[156.60511364],7.500045351473923
10.0,1249,[156.60511364],7.883174603174603
10.5,1393,[156.60511364],8.231473922902495
11.0,1470,[156.60511364],8.614603174603175
11.5,1514,[156.60511364],8.974512471655329
12.0,1669,[156.60511364],9.369251700680271
12.5,2070,[156.60511364],9.752380952380951
13.0,2197,[156.60511364],10.135510204081632
13.5,2272,[156.60511364],10.518639455782314
14.0,2412,[156.60511364],10.901768707482994
14.5,2461,[156.60511364],11.284897959183674
15.0,2601,[156.60511364],11.668027210884354
15.5,2768,[156.60511364],12.062766439909296
16.0,2623,[156.60511364],12.45750566893424
16.5,2556,[156.60511364],12.817414965986394
17.0,2592,[156.60511364],13.177324263038548
17.5,3014,[156.60511364],13.572063492063492
18.0,3011,[156.60511364],13.94358276643991
18.5,2823,[156.60511364],14.315102040816326
19.0,3003,[156.60511364],14.698231292517006
19.5,3074,[156.60511364],15.069750566893424
20.0,2796,[156.60511364],15.42965986394558
20.5,2886,[156.60511364],15.777959183673469
21.0,2970,[156.60511364],16.219138321995466
21.5,2837,[156.60511364],16.602267573696146
22.0,3076,[156.60511364],16.985396825396826
22.5,3237,[156.60511364],17.368526077097506
23.0,3276,[156.60511364],17.740045351473924
23.5,3074,[156.60511364],18.123174603174604
24.0,2965,[156.60511364],18.494693877551025
24.5,2966,[156.60511364],18.877823129251706
25.0,2887,[156.60511364],19.260952380952386
25.5,2716,[156.60511364],19.690521541950112
26.0,2955,[156.60511364],20.085260770975054
26.5,3109,[156.60511364],20.45678004535148
27.0,2927,[156.60511364],20.78185941043084
27.5,2887,[156.60511364],21.15337868480725
28.0,2949,[156.60511364],21.536507936507935
28.5,3112,[156.60511364],21.908027210884352
29.0,3024,[156.60511364],22.291156462585032
29.5,3264,[156.60511364],22.674285714285716
30.0,3577,[156.60511364],23.034195011337868
30.5,3469,[156.60511364],23.38249433106576
31.0,3279,[156.60511364],23.777233560090703
31.5,3420,[156.60511364],24.14875283446712
32.0,3470,[156.60511364],24.57832199546485
32.5,3354,[156.60511364],24.94984126984127
33.0,3659,[156.60511364],25.33297052154195
33.5,3793,[156.60511364],25.71609977324263
34.0,4259,[156.60511364],26.09922902494331
34.5,4218,[156.60511364],26.470748299319727
35.0,4618,[156.60511364],26.842267573696144
35.5,4923,[156.60511364],27.225396825396825
36.0,4828,[156.60511364],27.608526077097505
36.5,4507,[156.60511364],27.991655328798185
37.0,5166,[156.60511364],28.363174603174603
37.5,5122,[156.60511364],28.688253968253967
38.0,5098,[156.60511364],29.094603174603176
38.5,5124,[156.60511364],29.50095238095238
39.0,5427,[156.60511364],29.88408163265306
39.5,5094,[156.60511364],30.232380952380957
40.0,4582,[156.60511364],30.65034013605442
40.5,5336,[156.60511364],31.0334693877551
41.0,5152,[156.60511364],31.40498866213152
41.5,4969,[156.60511364],31.7881179138322
42.0,5071,[156.60511364],32.17124716553288
42.5,5293,[156.60511364],32.5427664399093
43.0,4950,[156.60511364],32.92589569160998
43.5,4958,[156.60511364],33.30902494331066
44.0,5113,[156.60511364],33.69215419501134
44.5,5090,[156.60511364],34.06367346938776
45.0,4627,[156.60511364],34.44680272108844
45.5,4788,[156.60511364],34.82993197278912
46.0,5067,[156.60511364],35.20145124716553
46.5,4891,[156.60511364],35.54975056689342
47.0,4632,[156.60511364],35.90965986394558
47.5,4639,[156.60511364],36.30439909297052
48.0,4407,[156.60511364],36.72235827664399
48.5,4226,[156.60511364],37.10548752834467
49.0,4309,[156.60511364],37.477006802721085
49.5,4317,[156.60511364],37.79047619047619
50.0,4464,[156.60511364],38.15038548752835
50.5,4767,[156.60511364],38.52190476190477
51.0,4943,[156.60511364],38.98630385487528
51.5,4412,[156.60511364],39.381043083900224
52.0,4461,[156.60511364],39.7641723356009
52.5,4069,[156.60511364],40.147301587301584
53.0,3861,[156.60511364],40.518820861678
53.5,3518,[156.60511364],40.90195011337868
54.0,3457,[156.60511364],41.28507936507936
54.5,3359,[156.60511364],41.66820861678004
