Second,Count,Tempo (BPM),Beat Times (s)
0.0,295,[114.84375],0.8707482993197279
0.5,605,[114.84375],1.3931972789115643
1.0,590,[114.84375],1.915646258503401
1.5,589,[114.84375],2.449705215419501
2.0,611,[114.84375],2.9605442176870747
2.5,623,[114.84375],3.506213151927437
3.0,577,[114.84375],4.005442176870749
3.5,566,[114.84375],4.551111111111111
4.0,655,[114.84375],5.050340136054421
4.5,677,[114.84375],5.572789115646258
5.0,680,[114.84375],6.0836281179138325
5.5,727,[114.84375],6.617687074829932
6.0,799,[114.84375],7.1401360544217685
6.5,1024,[114.84375],7.6741950113378685
7.0,1086,[114.84375],8.185034013605442
7.5,1168,[114.84375],8.719092970521542
8.0,1295,[114.84375],9.218321995464851
8.5,1451,[114.84375],9.787210884353742
9.0,1328,[114.84375],10.263219954648529
9.5,1305,[114.84375],10.797278911564623
10.0,1254,[114.84375],11.3081179138322
10.5,1313,[114.84375],11.8421768707483
11.0,1174,[114.84375],12.364625850340136
11.5,1388,[114.84375],12.898684807256236
12.0,1516,[114.84375],13.397913832199546
12.5,1846,[114.84375],13.955192743764172
13.0,2049,[114.84375],14.44281179138322
13.5,2303,[114.84375],14.97687074829932
14.0,2390,[114.84375],15.487709750566893
14.5,2336,[114.84375],16.033378684807257
15.0,2422,[114.84375],16.532607709750568
15.5,2486,[114.84375],17.04344671201814
16.0,2513,[114.84375],17.565895691609978
16.5,2512,[114.84375],18.088344671201813
17.0,2753,[114.84375],18.622403628117915
17.5,2720,[114.84375],19.13324263038549
18.0,2869,[114.84375],19.655691609977325
18.5,2798,[114.84375],20.166530612244895
19.0,3051,[114.84375],20.700589569161
19.5,3250,[114.84375],21.22303854875284
20.0,3320,[114.84375],21.73387755102041
20.5,3221,[114.84375],22.256326530612245
21.0,3295,[114.84375],22.790385487528344
21.5,3050,[114.84375],23.30122448979592
22.0,3084,[114.84375],23.82367346938776
22.5,2777,[114.84375],24.346122448979592
23.0,2910,[114.84375],24.86857142857143
23.5,3014,[114.84375],25.391020408163264
24.0,3281,[114.84375],25.913469387755104
24.5,3112,[114.84375],26.42430839002268
25.0,3145,[114.84375],26.96997732426304
25.5,3147,[114.84375],27.48081632653061
26.0,3348,[114.84375],28.003265306122447
26.5,3385,[114.84375],28.514104308390024
27.0,4230,[114.84375],29.048163265306123
27.5,4404,[114.84375],29.57061224489796
28.0,4402,[114.84375],30.093061224489794
28.5,4345,[114.84375],30.603900226757368
29.0,4420,[114.84375],31.13795918367347
29.5,3833,[114.84375],31.62557823129252
30.0,3760,[114.84375],32.17124716553288
30.5,4053,[114.84375],32.682086167800456
31.0,4747,[114.84375],33.216145124716554
31.5,4794,[114.84375],33.75020408163265
32.0,4823,[114.84375],34.261043083900226
32.5,4538,[114.84375],34.78349206349206
33.0,4905,[114.84375],35.3059410430839
33.5,4902,[114.84375],35.828390022675734
34.0,4941,[114.84375],36.35083900226758
34.5,5095,[114.84375],36.87328798185941
35.0,5106,[114.84375],37.39573696145125
35.5,3806,[114.84375],37.918185941043085
36.0,2999,[114.84375],38.42902494331066
36.5,3390,[114.84375],38.951473922902494
37.0,3599,[114.84375],39.48553287981859
37.5,3873,[114.84375],39.996371882086166
38.0,4595,[114.84375],40.518820861678
38.5,4358,[114.84375],41.041269841269845
39.0,4237,[114.84375],41.57532879818594
39.5,3857,[114.84375],42.08616780045352
40.0,3636,[114.84375],42.60861678004535
40.5,3017,[114.84375],43.13106575963719
41.0,3104,[114.84375],43.653514739229024
41.5,2728,[114.84375],44.17596371882086
42.0,2737,[114.84375],44.698412698412696
42.5,2609,[114.84375],45.20925170068027
43.0,3119,[114.84375],45.743310657596375
43.5,3234,[114.84375],46.26575963718821
44.0,4149,[114.84375],46.77659863945578
44.5,4329,[114.84375],47.29904761904762
45.0,3986,[114.84375],47.83310657596372
45.5,3774,[114.84375],48.355555555555554
46.0,3323,[114.84375],48.86639455782313
46.5,3057,[114.84375],49.38884353741496
47.0,3378,[114.84375],49.9112925170068
47.5,3462,[114.84375],50.445351473922905
48.0,3084,[114.84375],50.96780045351474
48.5,3432,[114.84375],51.49024943310658
49.0,4031,[114.84375],52.00108843537415
49.5,3451,[114.84375],52.52353741496599
50.0,3228,[114.84375],53.05759637188208
50.5,4258,[114.84375],53.58004535147392
51.0,5127,[114.84375],54.09088435374149
51.5,4608,[114.84375],54.60172335600907
52.0,4836,[114.84375],55.13578231292517
52.5,4579,[114.84375],55.65823129251701
53.0,4140,[114.84375],56.180680272108845
53.5,3486,[114.84375],56.70312925170068
54.0,3691,[114.84375],57.213968253968254
54.5,3780,[114.84375],57.73641723356009
55.0,3859,[114.84375],58.18920634920635
55.5,3706,[114.84375],58.641995464852606
56.0,3989,[114.84375],59.05995464852608
56.5,4245,[114.84375],59.57079365079365
57.0,4028,[114.84375],60.08163265306123
57.5,3853,[114.84375],60.615691609977326
58.0,3364,[114.84375],61.1265306122449
58.5,3071,[114.84375],61.648979591836735
59.0,2690,[114.84375],62.17142857142857
59.5,2455,[114.84375],62.70548752834467
60.0,2660,[114.84375],63.227936507936505
60.5,2328,[114.84375],63.75038548752835
61.0,1945,[114.84375],64.26122448979592
61.5,2030,[114.84375],64.78367346938775
62.0,2514,[114.84375],65.35256235827664
62.5,2142,[114.84375],65.97950113378685
63.0,2255,[114.84375],66.59482993197278
63.5,2448,[114.84375],67.14049886621315
64.0,2765,[114.84375],67.65133786848072
64.5,2815,[114.84375],68.17378684807257
65.0,2661,[114.84375],68.70784580498866
65.5,2665,[114.84375],69.21868480725624
66.0,2538,[114.84375],69.74113378684807
66.5,2277,[114.84375],70.26358276643991
67.0,1945,[114.84375],70.78603174603174
67.5,1983,[114.84375],71.30848072562358
68.0,2028,[114.84375],71.83092970521542
68.5,1665,[114.84375],72.341768707483
69.0,2022,[114.84375],72.8758276643991
69.5,2388,[114.84375],73.38666666666667
70.0,2675,[114.84375],73.92072562358277
70.5,2667,[114.84375],74.43156462585034
71.0,3104,[114.84375],74.96562358276644
71.5,3445,[114.84375],75.48807256235828
72.0,3667,[114.84375],75.99891156462586
72.5,3465,[114.84375],76.52136054421769
73.0,3532,[114.84375],77.05541950113378
73.5,3191,[114.84375],77.57786848072563
74.0,2679,[114.84375],78.0887074829932
74.5,1995,[114.84375],78.61115646258503
75.0,1927,[114.84375],79.13360544217687
75.5,1800,[114.84375],79.6560544217687
76.0,1839,[114.84375],80.17850340136054
76.5,2011,[114.84375],80.68934240362812
77.0,2076,[114.84375],81.22340136054422
77.5,2287,[114.84375],81.74585034013606
78.0,2576,[114.84375],82.26829931972789
78.5,2620,[114.84375],82.77913832199546
79.0,2956,[114.84375],83.31319727891156
79.5,2892,[114.84375],83.8356462585034
80.0,2284,[114.84375],84.34648526077098
80.5,1853,[114.84375],84.86893424036282
81.0,1637,[114.84375],85.39138321995465
81.5,1415,[114.84375],85.91383219954649
82.0,1487,[114.84375],86.43628117913832
82.5,2022,[114.84375],86.95873015873016
83.0,2065,[114.84375],87.48117913832199
83.5,2460,[114.84375],88.00362811791383
84.0,2696,[114.84375],88.52607709750566
84.5,2763,[114.84375],89.0485260770975
85.0,2153,[114.84375],89.57097505668935
85.5,2164,[114.84375],90.09342403628118
86.0,2133,[114.84375],90.60426303854877
86.5,2218,[114.84375],91.13832199546484
87.0,2181,[114.84375],91.66077097505668
87.5,1836,[114.84375],92.18321995464852
88.0,1834,[114.84375],92.6940589569161
88.5,1957,[114.84375],93.20489795918368
89.0,1816,[114.84375],93.72734693877553
89.5,1907,[114.84375],94.2614058956916
90.0,2426,[114.84375],94.78385487528344
90.5,2275,[114.84375],95.30630385487528
91.0,2213,[114.84375],95.82875283446712
91.5,2210,[114.84375],96.35120181405895
92.0,1866,[114.84375],96.8736507936508
92.5,1658,[114.84375],97.38448979591836
93.0,1752,[114.84375],97.91854875283448
93.5,2014,[114.84375],98.4409977324263
94.0,2082,[114.84375],98.95183673469388
94.5,2155,[114.84375],99.47428571428571
95.0,2054,[114.84375],99.99673469387756
95.5,2012,[114.84375],100.5191836734694
96.0,2115,[114.84375],101.04163265306124
96.5,1917,[114.84375],101.56408163265306
97.0,1975,[114.84375],102.09814058956916
97.5,2048,[114.84375],102.60897959183671
98.0,1974,[114.84375],103.13142857142856
98.5,1672,[114.84375],103.6538775510204
99.0,1751,[114.84375],104.17632653061224
99.5,1894,[114.84375],104.69877551020409
100.0,1823,[114.84375],105.22122448979592
100.5,1956,[114.84375],105.74367346938776
101.0,2111,[114.84375],106.2661224489796
101.5,2138,[114.84375],106.78857142857144
102.0,2210,[114.84375],107.299410430839
102.5,2407,[114.84375],107.82185941043085
103.0,2416,[114.84375],108.35591836734694
103.5,2375,[114.84375],108.87836734693876
104.0,2331,[114.84375],109.38920634920636
104.5,2362,[114.84375],109.9116553287982
105.0,2416,[114.84375],110.44571428571427
105.5,2258,[114.84375],110.96816326530612
106.0,2537,[114.84375],111.47900226757368
106.5,2543,[114.84375],112.00145124716552
107.0,2715,[114.84375],112.52390022675738
107.5,2508,[114.84375],113.0463492063492
108.0,2640,[114.84375],113.56879818594103
108.5,2656,[114.84375],114.07963718820862
109.0,2377,[114.84375],114.61369614512472
109.5,2389,[114.84375],115.13614512471656
110.0,2452,[114.84375],115.6585941043084
110.5,2358,[114.84375],116.16943310657597
111.0,2324,[114.84375],116.70349206349206
111.5,2686,[114.84375],117.2259410430839
112.0,2321,[114.84375],117.73678004535148
112.5,2052,[114.84375],118.25922902494332
113.0,2219,[114.84375],118.7932879818594
113.5,2268,[114.84375],119.31573696145124
114.0,2239,[114.84375],119.82657596371882
114.5,2126,[114.84375],120.34902494331064
115.0,2286,[114.84375],120.8714739229025
115.5,2624,[114.84375],121.39392290249432
116.0,3027,[114.84375],121.91637188208615
116.5,3547,[114.84375],122.42721088435374
117.0,3963,[114.84375],122.96126984126984
117.5,3192,[114.84375],123.48371882086168
118.0,2473,[114.84375],124.00616780045353
118.5,1958,[114.84375],124.51700680272108
119.0,1782,[114.84375],125.05106575963718
119.5,1854,[114.84375],125.57351473922904
120.0,1882,[114.84375],126.09596371882084
120.5,2231,[114.84375],126.6184126984127
121.0,2323,[114.84375],127.12925170068029
121.5,2442,[114.84375],127.65170068027211
122.0,2272,[114.84375],128.1857596371882
122.5,2347,[114.84375],128.70820861678004
123.0,2177,[114.84375],129.2190476190476
123.5,1905,[114.84375],129.7298866213152
124.0,1531,[114.84375],130.2639455782313
124.5,1762,[114.84375],130.78639455782312
125.0,1534,[114.84375],131.30884353741496
125.5,1281,[114.84375],131.8312925170068
126.0,1309,[114.84375],132.34213151927435
126.5,1758,[114.84375],132.86458049886622
127.0,1814,[114.84375],133.31736961451247
127.5,1744,[114.84375],133.77015873015873
128.0,1912,[114.84375],134.1881179138322
128.5,2117,[114.84375],134.69895691609975
