0,1,2,3,4,5,6,7,8,9,10,11
0.42936236,0.52986777,0.63899153,0.77455235,0.8642006,0.59985495,0.44129533,0.5033161,0.46342996,0.43652955,0.4049491,0.38290185
0.2955794,0.2731437,0.3695759,0.5110159,0.6410891,0.7394134,0.79780763,0.91873574,0.9902071,0.9377523,0.71456563,0.4421819
0.39609808,0.4098148,0.5299526,0.6663978,0.7855068,0.8723194,0.8715146,0.8861462,0.94281644,0.92297417,0.7829134,0.51413614
0.43455133,0.4969595,0.6309199,0.67232853,0.72434264,0.91775435,0.71970224,0.59198207,0.6582904,0.71827704,0.6642867,0.4600812
0.25019825,0.28281483,0.49675733,0.37398285,0.24696165,0.44802648,0.31906712,0.19767803,0.28286484,0.63105714,0.8866588,0.5263329
0.2788198,0.3566248,0.5891924,0.50520235,0.348595,0.6331449,0.3570121,0.12887289,0.23387733,0.4944627,0.7563576,0.49976787
0.4953207,0.52953994,0.6224806,0.6111047,0.53090054,0.6383201,0.6150295,0.6557615,0.66412365,0.69338304,0.7093268,0.58835554
0.52300525,0.5717228,0.7183922,0.7492738,0.69727737,0.7226071,0.7502263,0.8512439,0.84235895,0.7861642,0.6959509,0.5678095
0.48945555,0.5511077,0.6674053,0.7613464,0.8332718,0.9635571,0.8760396,0.79554784,0.75102,0.7100519,0.6305873,0.48517555
0.40324676,0.47006586,0.584355,0.6007752,0.66316336,0.86512315,0.7138454,0.5819139,0.6290251,0.69330716,0.6820298,0.46242297
0.13983674,0.30787238,0.56945634,0.4311292,0.34580156,0.87528193,0.5855388,0.2610568,0.24381857,0.47992188,0.5429285,0.24335267
0.23477255,0.22567378,0.39482906,0.2775585,0.31258476,0.6383278,0.43384168,0.27259603,0.36915636,0.6807421,0.88335633,0.5245859
0.5193547,0.52698034,0.7032589,0.6505728,0.60241896,0.81644696,0.58406126,0.39342147,0.4427782,0.6065362,0.8216313,0.6957576
0.75496286,0.78449243,0.84952486,0.8955956,0.8787283,0.85734594,0.75382745,0.6953043,0.6695405,0.6817167,0.6630807,0.6802381
0.64593774,0.68980384,0.74184936,0.8246787,0.89801276,0.9006669,0.8079493,0.7289189,0.71149284,0.7465483,0.6215625,0.5353515
0.6502516,0.62370497,0.56130266,0.6073528,0.7079876,0.7456467,0.62273103,0.5589903,0.6404265,0.8012197,0.6438698,0.5240227
0.693254,0.40668085,0.1359883,0.10496184,0.24316378,0.298733,0.2572692,0.52203876,0.52994037,0.89242554,0.719968,0.49381745
0.6680271,0.42040825,0.10808291,0.08644378,0.22844638,0.3224134,0.24709502,0.33596972,0.46780032,0.7824073,0.5804972,0.41246277
0.8086618,0.67385095,0.54089624,0.52190256,0.5652158,0.5688048,0.52628994,0.52568644,0.5867302,0.73077935,0.6769989,0.6716519
0.7981097,0.7176432,0.65521854,0.65871423,0.6865062,0.713071,0.72175056,0.74649864,0.8511286,0.9240295,0.8658247,0.8168983
0.6448485,0.70540994,0.77924365,0.8516769,0.8939995,0.90859264,0.8045813,0.7296274,0.7076716,0.7312008,0.6120447,0.5453273
0.7289835,0.604951,0.5012206,0.5116486,0.5749969,0.60446435,0.56004965,0.541991,0.6617216,0.80465174,0.65847546,0.6039697
0.66398287,0.70019054,0.7576681,0.8323101,0.9060073,0.93469566,0.79340434,0.649784,0.5969414,0.6769185,0.63784105,0.6105267
0.38038763,0.389549,0.47909108,0.6567661,0.8707659,0.980169,0.8988917,0.77408606,0.64199907,0.5529186,0.43288168,0.35844314
0.2696488,0.29588088,0.36678627,0.48581135,0.67642856,0.80533975,0.8869237,0.9404618,0.7598428,0.5950037,0.42892566,0.31270078
0.2949205,0.26744673,0.35807776,0.49555516,0.62499917,0.7250615,0.7866992,0.9134056,0.98259246,0.9278129,0.70479107,0.44000813
0.3660293,0.3640724,0.47615469,0.614895,0.74004537,0.8299218,0.835311,0.86495245,0.9415559,0.9320628,0.79116493,0.5101771
0.45949793,0.5039336,0.5833096,0.6284962,0.6354408,0.772155,0.700866,0.68728215,0.6392778,0.64532244,0.5936331,0.47877383
0.7750411,0.567071,0.4053919,0.22611009,0.13819064,0.12825689,0.11724483,0.073092125,0.09556153,0.2005307,0.3088046,0.42732447
0.6041515,0.29762608,0.17035024,0.11389169,0.10248833,0.13040315,0.11725925,0.13661118,0.3028348,0.6041283,0.5809092,0.47957256
0.31454703,0.3288377,0.43081835,0.39524505,0.37547982,0.43017104,0.567551,0.80037993,0.7354823,0.6591484,0.46365175,0.3427759
0.34820804,0.3684455,0.43211675,0.44742996,0.565507,0.8301617,0.71942866,0.6938595,0.52411956,0.3972176,0.30664355,0.278953
0.31245348,0.27346972,0.28668693,0.3519077,0.528113,0.9776174,0.6366741,0.35617656,0.27228257,0.2754426,0.21321306,0.19787884
0.3509691,0.41329536,0.4598493,0.46708816,0.5458776,0.8037702,0.6779743,0.42632428,0.43628848,0.5294446,0.44907862,0.34260848
0.094410345,0.1576157,0.44380867,0.2719408,0.19614166,0.40436634,0.45747432,0.73890376,0.43209887,0.31081924,0.29500198,0.17303473
0.42520943,0.2764363,0.28261325,0.17216277,0.2115373,0.5134289,0.43010855,0.55294603,0.4341368,0.4862207,0.7158665,0.56952137
0.37661564,0.44061,0.47440717,0.3549881,0.2285648,0.22806872,0.23184115,0.28068665,0.48700902,0.68253404,0.62790906,0.48391125
0.91730994,0.74507844,0.60250455,0.5676598,0.50594497,0.4716678,0.4323518,0.48636866,0.41085082,0.39331537,0.4222331,0.5726347
0.6651341,0.7324113,0.86271054,0.8423665,0.7913844,0.78059477,0.70280886,0.6435305,0.6114482,0.6444592,0.5270258,0.49134192
0.7372361,0.68152076,0.61042804,0.62242746,0.6910205,0.7008906,0.60088515,0.5200363,0.5392535,0.62978804,0.531505,0.52575946
0.6856995,0.5905745,0.6416221,0.2473506,0.15479176,0.18323976,0.22888716,0.19400774,0.24500197,0.44819322,0.319541,0.4151891
0.28769818,0.17335963,0.08830329,0.08015103,0.26229647,0.11431283,0.07964797,0.12238825,0.4099013,0.7770806,0.6058035,0.36869
0.28691056,0.29780054,0.44488746,0.42055067,0.48195758,0.4303351,0.515981,0.77236325,0.61869746,0.51703656,0.3421621,0.29801017
0.26562348,0.2580657,0.4006323,0.21589829,0.16884057,0.24679416,0.34584782,0.793885,0.45892903,0.29775023,0.258373,0.2537188
0.16698766,0.09551728,0.06354054,0.102978006,0.32577196,0.15212442,0.082637236,0.14522244,0.42399663,0.79948264,0.60679346,0.30719727
0.14533673,0.17951761,0.35335606,0.33237836,0.49293226,0.3278452,0.36770007,0.6540052,0.5649232,0.4691679,0.2694885,0.17838751
0.24635755,0.29080048,0.56329787,0.34932557,0.28511563,0.37557945,0.4342895,0.82380146,0.4914498,0.307444,0.2464057,0.23964486
