0,1,2,3,4,5,6,7,8,9,10,11
0.4693591,0.5712974,0.69992065,0.8644268,0.9346061,0.5440685,0.2237752,0.21381406,0.2110517,0.23710337,0.27933022,0.36296538
0.9336542,0.98234636,0.9898348,0.9342722,0.8312503,0.7446061,0.6667848,0.65128905,0.65686566,0.6991521,0.7652473,0.82032216
0.8193755,0.9024172,0.99965394,0.95980054,0.7711919,0.64622873,0.55405897,0.54163384,0.57081795,0.6303063,0.70153815,0.74320483
0.7343871,0.8234916,0.98259187,0.9641273,0.7087871,0.55689025,0.45871946,0.46290377,0.56309396,0.6747217,0.7272858,0.7217404
0.7605042,0.72829646,0.80523354,0.8509289,0.8258238,0.7271604,0.54971844,0.5678577,0.6684998,0.76059175,0.7843477,0.77430856
0.86257195,0.53363466,0.4491171,0.4630988,0.48808336,0.48468208,0.4249157,0.41798994,0.51440275,0.8093658,0.9051412,0.8286106
0.89903134,0.7725952,0.62156194,0.59563124,0.7078413,0.75859445,0.66483855,0.5912478,0.57545227,0.84788716,0.818222,0.6729933
0.9666928,0.8610922,0.6035223,0.51436466,0.59221226,0.6093179,0.5327939,0.4942896,0.4701629,0.5998196,0.5744509,0.60793835
0.9391131,0.8335742,0.5554519,0.51788443,0.6814877,0.81182003,0.6931636,0.5857426,0.49088916,0.5939641,0.5600959,0.56014585
0.6859654,0.6100016,0.48095334,0.52278906,0.7241936,0.83794725,0.71459466,0.6397564,0.60509354,0.7768614,0.6902435,0.5042942
0.85976154,0.79142004,0.6430242,0.5709408,0.57554793,0.5407751,0.4657778,0.5565475,0.703288,0.9214813,0.886812,0.7701645
0.8812623,0.87290156,0.82932013,0.780062,0.70776635,0.6218336,0.52665526,0.5576944,0.61713237,0.7942965,0.83128315,0.7804504
0.84224063,0.8402593,0.8417551,0.8536005,0.86081225,0.7600343,0.55676836,0.5751175,0.64273286,0.7889738,0.83451194,0.8055168
0.8330245,0.7903128,0.719801,0.67627764,0.66660374,0.6094114,0.5144768,0.64021105,0.7628336,0.94251055,0.9375556,0.858372
0.77948874,0.7105986,0.6388986,0.6153757,0.62282944,0.58989483,0.5050528,0.6274907,0.7202278,0.9873614,0.96301687,0.80919105
0.56910646,0.49707305,0.44684726,0.45050746,0.43939918,0.42183584,0.38145256,0.54421693,0.7351295,0.99718314,0.95724255,0.74507993
0.6462715,0.620625,0.5760089,0.6078905,0.61892885,0.5882345,0.45535478,0.5805985,0.6927192,0.96446556,0.92953676,0.73242754
0.7250225,0.6071988,0.6992938,0.58923477,0.49770403,0.48662537,0.49001393,0.5223229,0.44907942,0.6142458,0.62091863,0.59479904
