Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,1303,0.7969989,0.3189895,0.23358598,0.31000757,0.48170856,0.7204331,0.47816437,0.29509005,0.3454008,0.26762113,0.21060686,0.32500258
0.5,2476,0.6606907,0.24532773,0.17548156,0.20413475,0.2885915,0.46318483,0.25041187,0.26288396,0.30695885,0.2777014,0.41338465,0.40920937
1.0,2347,0.5786629,0.15645605,0.07803142,0.089626215,0.13204274,0.29475313,0.19067873,0.2634006,0.3516059,0.39834365,0.6960335,0.41475376
1.5,2329,0.59513086,0.20944723,0.13946499,0.1505701,0.31078473,0.61139023,0.35311848,0.272859,0.36123642,0.42500424,0.58294654,0.3679835
2.0,2314,0.32911372,0.20675832,0.13061379,0.13218772,0.2152907,0.4832792,0.29193616,0.12679256,0.14991799,0.22936395,0.5329753,0.24081111
2.5,2495,0.49066046,0.20891021,0.2995953,0.33330315,0.090981,0.13368447,0.40042123,0.5164374,0.51750046,0.09864633,0.044174943,0.16274923
3.0,2531,0.27842274,0.17408338,0.13161878,0.19426174,0.21260825,0.2297524,0.21411991,0.18391508,0.48575667,0.5240156,0.43815222,0.15333623
3.5,2928,0.107821435,0.40616706,0.8756752,0.27879283,0.29792988,0.29575336,0.061138667,0.06298792,0.09522645,0.17202467,0.32269794,0.15928532
4.0,3363,0.19014013,0.2625573,0.46437076,0.17445193,0.23730023,0.4636836,0.38799512,0.33096275,0.22275865,0.31156832,0.55870056,0.23030862
4.5,3527,0.21661031,0.21398811,0.26240006,0.27169082,0.4253956,0.5035936,0.44149628,0.40749952,0.2900795,0.19677597,0.2520524,0.21393022
5.0,3957,0.29177967,0.17803194,0.21362203,0.28199235,0.3609929,0.59672976,0.5141123,0.334117,0.28791893,0.3108736,0.5503447,0.24479403
5.5,4314,0.3605353,0.32165644,0.23723552,0.33600247,0.4027163,0.38696545,0.35070562,0.33758423,0.21301174,0.20895113,0.51876736,0.26276547
6.0,4950,0.42125967,0.49662706,0.34642208,0.37837198,0.29747754,0.37699264,0.38114214,0.24461819,0.36104885,0.34976336,0.2784759,0.28472817
6.5,5623,0.44731823,0.17598298,0.14848742,0.20328012,0.40814182,0.71575856,0.26963714,0.18050177,0.22431183,0.23355462,0.3089565,0.35295498
