Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,213,0.42833793,0.3509018,0.44966525,0.5691991,0.5690798,0.23895681,0.10026198,0.19260533,0.39351815,0.23758769,0.40781212,0.6113912
0.5,385,0.3833055,0.13852422,0.18400559,0.26909503,0.3370191,0.14276633,0.082872465,0.15752405,0.32241046,0.2502487,0.5635968,1.0
1.0,445,0.3253269,0.614345,0.30981666,0.23795514,0.36616272,0.5307585,0.15475005,0.18385412,0.4468402,0.19440879,0.27334893,0.56114763
1.5,395,0.24923986,0.33052778,0.20810713,0.20965284,0.8917237,0.65180266,0.10526893,0.09216999,0.36751616,0.12670375,0.110221155,0.49302503
2.0,411,0.30584046,0.13701676,0.21775816,0.3578296,0.7209015,0.41030473,0.39365485,0.18446678,0.2602517,0.1424545,0.28508368,0.69898224
2.5,375,0.4620175,0.16408104,0.13505676,0.31673962,0.7238866,0.5480667,0.7194061,0.2350794,0.20427595,0.1973871,0.41000918,0.91808575
3.0,362,0.36195382,0.35532644,0.16525811,0.22816809,0.9410671,0.39466473,0.12081353,0.12662062,0.22056594,0.17609686,0.18704638,0.4999526
3.5,390,0.28266877,0.28083012,0.12251016,0.20336173,1.0,0.40408495,0.09546921,0.14593473,0.30174658,0.18552162,0.14743732,0.5069885
4.0,282,0.35696507,0.24345256,0.115611024,0.2312852,0.7211695,0.32928497,0.10453858,0.20741743,0.43382627,0.27489552,0.32175532,0.69406515
4.5,329,0.39621687,0.13923116,0.17593811,0.26559556,0.32042044,0.13826758,0.08390424,0.15412296,0.31658655,0.25903752,0.58108765,1.0
5.0,350,0.33635992,0.4939222,0.28866553,0.252327,0.3572548,0.3616797,0.13557796,0.18702245,0.39780545,0.1914294,0.33027235,0.6776183
5.5,353,0.20128854,0.43207723,0.18269731,0.24029838,0.7034828,0.34102115,0.05388934,0.08360625,0.26267213,0.066378705,0.12359579,0.39731717
6.0,405,0.1919997,0.08049847,0.115417056,0.25945807,0.92673254,0.31923863,0.14275159,0.079373315,0.14373015,0.058674254,0.15637921,0.59826154
6.5,414,0.33729458,0.098060176,0.101160474,0.28985912,0.92878956,0.483974,0.42512995,0.14755936,0.1497236,0.10782249,0.26876718,0.8136168
7.0,459,0.3606274,0.3569742,0.1656695,0.261527,0.8715312,0.35941312,0.13188411,0.12716365,0.20558195,0.18225902,0.21993788,0.49221504
7.5,465,0.4769764,0.6977054,0.32314828,0.37057877,0.48843664,0.2884956,0.40559143,0.33026034,0.3527989,0.3808498,0.3441136,0.55081755
8.0,596,0.4206158,0.22198114,0.3319459,0.7814464,0.24700005,0.27155444,0.48962972,0.38090315,0.5724029,0.39294603,0.3373891,0.54045606
8.5,572,0.48013344,0.15003571,0.20747404,0.47871,0.36540347,0.15469345,0.15396932,0.23609541,0.5314298,0.39554042,0.6299812,0.980971
9.0,615,0.48038626,0.33103025,0.24649061,0.34484604,0.513623,0.3321569,0.1660268,0.287505,0.498281,0.25721657,0.45610464,0.8401228
9.5,647,0.2975663,0.55380553,0.23055772,0.23908825,0.6000872,0.3464278,0.06458127,0.104468934,0.22698715,0.08147447,0.21359062,0.39941618
10.0,665,0.14214304,0.07116154,0.10361545,0.35080996,0.92830944,0.21912462,0.07936583,0.09774766,0.18342015,0.045011874,0.20712325,0.68516964
10.5,722,0.43844634,0.16766547,0.15730149,0.33127895,0.6129338,0.4095856,0.74800605,0.2531562,0.14767098,0.17262916,0.43605676,0.9763612
11.0,828,0.24308804,0.23451763,0.37859166,0.68386763,0.15942627,0.118925884,0.35827997,0.39274105,0.58707243,0.19170833,0.16266379,0.24341938
11.5,825,0.31421962,0.9682948,0.3766216,0.15482731,0.2248407,0.246971,0.6017928,0.35965407,0.30377862,0.24959324,0.22356014,0.16797248
12.0,980,0.20697422,0.42556497,0.22992569,0.20135665,0.6764793,0.27516073,0.071919285,0.09539877,0.25727326,0.14622077,0.1109574,0.36365253
