Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,343,0.24885644,0.40405294,0.5986773,0.6979107,0.59169626,0.34748897,0.14464541,0.21763803,0.28592128,0.35597074,0.2859344,0.2675393
0.5,671,0.1134985,0.57088065,0.9927166,0.9122648,0.18401174,0.03194542,0.025137119,0.05302412,0.16881709,0.30511713,0.2273134,0.11958953
1.0,591,0.41493398,0.4917779,0.6302652,0.6425857,0.5078954,0.49824658,0.4725399,0.51879835,0.61222625,0.5141748,0.4127904,0.3735701
1.5,618,0.04449471,0.046119615,0.029339427,0.082757354,0.3516469,0.3132765,0.3374313,0.44081923,0.51541877,0.7261554,0.48561868,0.18429428
2.0,619,0.2689871,0.26802227,0.23972987,0.313285,0.50350285,0.36322728,0.35336497,0.30882272,0.47332755,0.79223,0.5298509,0.44562522
2.5,573,0.54661334,0.5351813,0.34186748,0.34440625,0.45820016,0.7435258,0.7001658,0.3909882,0.23354658,0.20362301,0.20914097,0.2793434
3.0,576,0.37740406,0.4619829,0.50493246,0.5301538,0.6340589,0.4735699,0.27007553,0.18165937,0.24881458,0.19911154,0.16544434,0.29676116
3.5,635,0.21380644,0.21374722,0.34465125,0.30752814,0.37020537,0.53451306,0.7181933,0.79416496,0.5730824,0.3889398,0.26677346,0.25590262
4.0,618,0.31041223,0.45882463,0.72703004,0.62674904,0.34539953,0.29405633,0.30506033,0.3086109,0.38359234,0.6931871,0.50541705,0.27095708
4.5,613,0.17709996,0.12217512,0.20669678,0.28958046,0.4272047,0.43160385,0.28351477,0.2649019,0.59981656,1.0,0.7475753,0.46690398
5.0,693,0.1748746,0.1360736,0.20249644,0.28432366,0.42515463,0.46575558,0.31597835,0.29869348,0.62115973,0.96431404,0.72048914,0.42602578
5.5,725,0.58834696,0.21074177,0.09573536,0.1294158,0.24596363,0.2767491,0.18312716,0.16256867,0.30667582,0.54785824,0.7444362,0.8229786
6.0,789,0.4369993,0.2528152,0.2988546,0.40331686,0.58711433,0.6417183,0.4497816,0.360428,0.29559973,0.31859705,0.44344768,0.53674436
6.5,884,0.11704322,0.3435024,0.57842594,0.533541,0.11992306,0.034470506,0.053535063,0.13806137,0.4933446,0.9369707,0.6883021,0.31297815
7.0,927,0.3646195,0.5566873,0.6203362,0.60008967,0.39111292,0.29119968,0.28172937,0.31786993,0.51675785,0.87931556,0.6656509,0.3494535
7.5,977,0.112455204,0.16386537,0.15403701,0.21682398,0.51728654,0.50510055,0.4773455,0.67097557,0.50870126,0.62047964,0.43711492,0.20770282
8.0,1059,0.26561338,0.1926002,0.1850908,0.26200655,0.36101753,0.38002688,0.51080126,0.37013593,0.4795745,0.6385231,0.5076145,0.40232322
8.5,1052,0.2225046,0.59705424,0.30665097,0.16425484,0.26665,0.40794775,0.74273634,0.39588293,0.17925572,0.14654288,0.1231241,0.09057017
9.0,948,0.44206083,0.61256844,0.6743438,0.5760938,0.44226345,0.31616756,0.2945174,0.30679953,0.36807895,0.3897318,0.37178898,0.45156398
9.5,1020,0.21810387,0.4996596,0.7503604,0.6394848,0.33493593,0.3037651,0.41216388,0.63028276,0.6211292,0.5568689,0.30866587,0.18524517
10.0,1249,0.3337616,0.46458986,0.6655739,0.6607037,0.53310287,0.5453125,0.6588692,0.9167477,0.77435917,0.6563833,0.47291312,0.34654313
10.5,1393,0.18423174,0.12157354,0.2117998,0.34033093,0.5709777,0.58593553,0.3559507,0.31563464,0.6899488,1.0,0.7771654,0.5460724
11.0,1470,0.20407555,0.23170838,0.4120581,0.60132986,0.90764564,0.97653884,0.57710415,0.3645668,0.54522413,0.72582823,0.58990884,0.43115172
11.5,1514,0.6195123,0.29670164,0.2130152,0.25809073,0.37474695,0.4088035,0.27135244,0.23018011,0.4009788,0.6156796,0.74670976,0.75300276
12.0,1669,0.72542226,0.29682007,0.16198464,0.20187879,0.3199023,0.36737168,0.24733683,0.19601516,0.21078458,0.33412784,0.62240213,0.7762646
12.5,2070,0.057484787,0.06307549,0.09742272,0.08567425,0.03405126,0.033048756,0.0860382,0.19763039,0.5042305,0.95865256,0.6565981,0.24750538
13.0,2197,0.3063689,0.40581912,0.5339448,0.5085717,0.32848236,0.30567122,0.2964238,0.36817026,0.61741644,0.9274811,0.6349868,0.38541433
13.5,2272,0.12178955,0.14081007,0.14405635,0.18222225,0.29551518,0.3527575,0.4557557,0.4890528,0.4670838,0.5355654,0.35593754,0.19945925
14.0,2412,0.3244079,0.21149741,0.25060597,0.39828265,0.44936734,0.4527604,0.44431368,0.4649778,0.4035502,0.58928096,0.6355459,0.51622164
14.5,2461,0.04728258,0.19405083,0.10434671,0.072356515,0.20869721,0.37203524,0.7772715,0.6159745,0.41736758,0.3136702,0.14329918,0.03555502
15.0,2601,0.45016477,0.33911687,0.3973967,0.4424058,0.46357417,0.544547,0.43632233,0.2877743,0.24654406,0.36212316,0.3102862,0.4886052
15.5,2768,0.2775634,0.49260858,0.4494629,0.44251922,0.566699,0.6323037,0.70067394,0.60778713,0.412623,0.30047518,0.23711236,0.26752433
