Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,295,0.526014,0.6254014,0.7332567,0.83163875,0.7496013,0.4510129,0.16555333,0.16143195,0.19897741,0.3538543,0.36956948,0.3687945
0.5,605,0.5951029,0.66313255,0.7360437,0.7610999,0.6169779,0.5592161,0.55053633,0.4723383,0.5229092,0.7008484,0.5634228,0.5516847
1.0,590,0.6869628,0.6757683,0.5978726,0.6309923,0.6428683,0.60190487,0.6522471,0.6209618,0.5906169,0.5867685,0.5089022,0.5577481
1.5,589,0.8015137,0.8394078,0.82364726,0.7981478,0.6995129,0.6871285,0.6426937,0.5590049,0.6007475,0.66473305,0.5635929,0.63809144
2.0,611,0.5153196,0.57110107,0.5877512,0.6108609,0.58745325,0.5856445,0.64963466,0.6474011,0.6324283,0.6311679,0.54387593,0.4704769
2.5,623,0.24727277,0.4245425,0.5469596,0.5895532,0.4705557,0.5033344,0.60821384,0.74877113,0.69506794,0.5639754,0.32663575,0.22251925
3.0,577,0.5215249,0.63200915,0.71764547,0.7031966,0.605574,0.62963545,0.65433633,0.61065555,0.60224146,0.6271455,0.5138658,0.4658637
3.5,566,0.19597213,0.3110311,0.4554103,0.51289856,0.50947326,0.48420897,0.6232258,0.81443983,0.6341809,0.55784166,0.30138865,0.18727629
4.0,655,0.5917001,0.5996996,0.56467813,0.5322854,0.51360905,0.5264944,0.6199928,0.6737548,0.6236013,0.6724457,0.54372066,0.5164208
4.5,677,0.61002624,0.6330316,0.7593173,0.70835084,0.5088056,0.4668706,0.45379445,0.39769328,0.46704394,0.72921354,0.63507485,0.523655
5.0,680,0.5722348,0.60771054,0.6071467,0.54302937,0.58908147,0.6465901,0.63497245,0.58257747,0.6006221,0.63647485,0.52703655,0.492749
5.5,727,0.8658269,0.9298752,0.88797,0.9089651,0.77701694,0.65089667,0.5916107,0.5165713,0.60831165,0.6667965,0.5934594,0.7069807
6.0,799,0.52984023,0.62974936,0.6761415,0.6348011,0.57016176,0.61693716,0.65191615,0.5652976,0.5355021,0.6011726,0.49548247,0.47771797
6.5,1024,0.3077539,0.4727311,0.5862469,0.6179448,0.4714753,0.46732858,0.6153581,0.81663626,0.7433571,0.54892164,0.34045875,0.2721611
7.0,1086,0.3905102,0.5072733,0.5632392,0.5344516,0.54289347,0.6532347,0.6285795,0.56627977,0.6068083,0.66783583,0.46402824,0.35678655
7.5,1168,0.32652062,0.44908762,0.58970845,0.6416346,0.4689282,0.43944493,0.5815881,0.7463123,0.6837545,0.62559265,0.37552723,0.27704957
8.0,1295,0.4198961,0.47262144,0.5223663,0.52094245,0.6329723,0.6486927,0.7226267,0.7118474,0.5094463,0.584406,0.49752423,0.43686083
8.5,1451,0.62479043,0.59832656,0.576684,0.53355,0.44677687,0.64493984,0.52812815,0.45638183,0.5261002,0.6696428,0.59557384,0.47901133
9.0,1328,0.6010026,0.6125302,0.46723378,0.4228612,0.3737887,0.51841974,0.49661535,0.5085675,0.49948463,0.4428732,0.38384607,0.369544
9.5,1305,0.6742656,0.47387686,0.31777543,0.23407513,0.26280126,0.7046712,0.51760143,0.38740528,0.37236515,0.45384705,0.43914023,0.45990375
10.0,1254,0.6880586,0.65435785,0.50921434,0.44576144,0.31607902,0.497503,0.4861019,0.50597596,0.52320844,0.49354026,0.38504437,0.41557986
10.5,1313,0.46116093,0.52364093,0.56405705,0.5331951,0.46867955,0.687556,0.64080834,0.5910305,0.5752068,0.49256697,0.4469318,0.40102515
11.0,1174,0.39613876,0.44697815,0.5369966,0.49413854,0.38332978,0.53287655,0.61793965,0.65104663,0.6087624,0.58911055,0.4528855,0.494631
11.5,1388,0.3692418,0.46149755,0.55282164,0.6100573,0.37768772,0.48152333,0.5746467,0.5410898,0.5316556,0.59185135,0.47574872,0.4473025
12.0,1516,0.556865,0.4526773,0.4713337,0.49631017,0.43796867,0.5740266,0.83359927,0.80962676,0.5222874,0.52391404,0.3663224,0.5032696
12.5,1846,0.5844982,0.5844972,0.51122963,0.48694995,0.48465502,0.6638522,0.5749572,0.4967416,0.493216,0.5280375,0.45479232,0.43772858
13.0,2049,0.59325963,0.47820383,0.35431194,0.30135474,0.27192035,0.5617787,0.47070712,0.45082772,0.45736295,0.608857,0.5353185,0.4167404
