Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,502,0.7346019,0.81219643,0.87756515,0.9366522,0.93310386,0.817787,0.6603809,0.64629316,0.59888846,0.60718983,0.5799007,0.5883417
0.5,936,0.7357376,0.74288213,0.742679,0.7704592,0.80271566,0.95616096,0.7900093,0.6825494,0.6429335,0.7005905,0.6133962,0.573259
1.0,845,0.4734677,0.3497578,0.30203193,0.36897403,0.4601999,0.79263884,0.6184712,0.5728832,0.47821772,0.46497646,0.41530338,0.38302493
1.5,760,0.618006,0.5397818,0.61496085,0.7835672,0.5995019,0.59517175,0.5060122,0.50966775,0.445204,0.56876826,0.5385036,0.4835339
2.0,850,0.4480104,0.52124256,0.7851103,0.79316354,0.57205063,0.61838746,0.68427396,0.68059987,0.576086,0.5327841,0.4322932,0.3519644
2.5,787,0.8058635,0.77990526,0.7612435,0.80943894,0.8474232,0.97087497,0.83856255,0.7856024,0.70210975,0.74108356,0.655813,0.60929406
3.0,816,0.6889965,0.5064752,0.38821313,0.46503094,0.455151,0.69594043,0.5765037,0.5612011,0.52674407,0.6106102,0.49554253,0.46186966
3.5,882,0.6571989,0.59192806,0.615627,0.60713446,0.56673336,0.74227136,0.6275204,0.6378127,0.5488612,0.60508305,0.47862864,0.47743472
4.0,918,0.26210615,0.54660225,0.82526594,0.5363583,0.3374293,0.45622864,0.5715267,0.38309568,0.40680134,0.48664057,0.25629658,0.18100819
4.5,953,0.8236173,0.821699,0.8346216,0.8862712,0.87616223,0.90644306,0.833457,0.85960865,0.77634645,0.76964045,0.70037764,0.65333027
5.0,1023,0.6867071,0.53388935,0.44120097,0.51706964,0.5088451,0.7125134,0.58841014,0.6006374,0.5480328,0.6471398,0.5226284,0.47048262
5.5,953,0.6658152,0.5645818,0.5014832,0.54627573,0.5656366,0.8413108,0.70039636,0.62953955,0.5506596,0.6274963,0.4778736,0.47347286
6.0,971,0.2656069,0.3349929,0.6781622,0.8057096,0.44183975,0.3373821,0.44949478,0.45201275,0.35167456,0.38564265,0.38687932,0.23585
6.5,1071,0.77522206,0.7716591,0.80703086,0.84412307,0.86921567,0.888611,0.818807,0.8249495,0.7477001,0.7506182,0.6708189,0.6191455
7.0,1170,0.7297468,0.6132977,0.5320705,0.59881544,0.59949327,0.7830609,0.63697994,0.6114635,0.55448097,0.6565842,0.5758781,0.5217518
7.5,1183,0.65921426,0.53010386,0.39617828,0.4489517,0.48782778,0.7804641,0.67351556,0.65096134,0.5526221,0.5946799,0.42362347,0.4096191
8.0,1185,0.9393977,0.6781794,0.34193426,0.32701328,0.30059105,0.33341715,0.30366695,0.5534041,0.40691322,0.33394983,0.27165282,0.33699325
8.5,1121,0.78447664,0.6056891,0.33637005,0.36882842,0.35322103,0.25770932,0.18699168,0.24001484,0.25031057,0.1936968,0.15578201,0.24692427
9.0,1124,0.26256153,0.3033036,0.894076,0.58655953,0.2075767,0.22566096,0.25683838,0.4751661,0.27664718,0.15005031,0.15132853,0.2065445
9.5,1099,0.17307353,0.22021976,0.76793575,0.4218826,0.10592054,0.08826236,0.2544089,0.65268016,0.4409127,0.20397799,0.1264418,0.16332836
10.0,1077,0.37879056,0.2837537,0.40009087,0.5770495,0.5802239,0.38785934,0.37129822,0.48464766,0.35656673,0.33658734,0.43342173,0.33740637
10.5,1029,0.2688973,0.22025834,0.5301773,0.8057436,0.71645206,0.28060108,0.16019802,0.22411193,0.17978786,0.2981954,0.5226407,0.34554222
11.0,1088,0.52481425,0.27115116,0.2674178,0.4445452,0.49814078,0.60224456,0.34275964,0.2729025,0.25392836,0.3602604,0.37911487,0.42040426
11.5,1084,0.2906638,0.29349843,0.3018466,0.7085173,0.44640976,0.14860697,0.19101661,0.3837265,0.25343907,0.26160666,0.6686181,0.44683757
