Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,503,0.44543785,0.38169798,0.37025198,0.41935197,0.5407608,0.7278369,0.24266611,0.14028044,0.18770187,0.119678065,0.10167968,0.18025073
0.5,1067,0.3863037,0.5440333,0.24272783,0.52026355,0.37879163,0.6703368,0.36767533,0.28537068,0.61865807,0.22498704,0.09022195,0.12825422
1.0,1144,0.23117696,0.44623137,0.18030256,0.2780778,0.15106714,0.40477753,0.7912345,0.39678264,0.5776346,0.19117568,0.07445822,0.06930461
1.5,1087,0.24685182,0.4976117,0.20013237,0.19290558,0.14237857,0.3734149,0.68758714,0.37209374,0.58228165,0.21217395,0.10076666,0.090612575
2.0,1087,0.38149372,0.28367984,0.128096,0.23217282,0.37047297,0.8597916,0.37989482,0.25485042,0.52440566,0.20267376,0.0697679,0.11772798
2.5,1035,0.36165723,0.5356629,0.36733815,0.63580036,0.35250875,0.26202887,0.11591212,0.23856154,0.6281965,0.24709319,0.11154758,0.116442256
3.0,1029,0.4042948,0.5846395,0.47862688,0.5405128,0.2711146,0.14948706,0.10624607,0.25758296,0.59234905,0.24819732,0.13663033,0.17806186
3.5,931,0.6532857,0.68823755,0.54381675,0.6555832,0.40708297,0.3120241,0.29233736,0.3828493,0.6184223,0.45887676,0.48216537,0.50964034
4.0,1027,0.73098594,0.8691887,0.37242,0.20882043,0.20183367,0.24390085,0.15250376,0.2127898,0.27569678,0.16929953,0.17719789,0.32769373
4.5,1019,0.5749497,0.7744169,0.45667765,0.398578,0.31810036,0.38152042,0.50484437,0.49817175,0.52985424,0.3200827,0.31075153,0.38433975
5.0,1027,0.67064273,0.9598042,0.5928368,0.41989836,0.31508857,0.37558013,0.44530198,0.35353813,0.48573756,0.33828002,0.30797458,0.4320126
5.5,1022,0.6081717,0.90615314,0.40970594,0.23617087,0.16051401,0.20333782,0.20735183,0.3086678,0.43246895,0.1657422,0.16638155,0.27837193
6.0,1108,0.5982554,0.8375404,0.4171863,0.20398884,0.16745889,0.1966955,0.12200587,0.27720428,0.5405346,0.24323462,0.13814944,0.23842525
6.5,1245,0.5391535,0.7257143,0.7788834,0.85247236,0.46561652,0.26167703,0.2051605,0.249513,0.3621211,0.283197,0.28175652,0.38170052
7.0,1355,0.69421023,0.9516885,0.59370553,0.5089825,0.39473772,0.34197277,0.25596425,0.3482194,0.5243214,0.3185524,0.32561484,0.42929238
7.5,1390,0.5677653,0.95442873,0.31791955,0.14551595,0.2196223,0.24472629,0.11290394,0.2555176,0.34529462,0.1430954,0.105059676,0.15358798
8.0,1514,0.61099696,0.94290185,0.514879,0.29177254,0.21328416,0.2473282,0.16985384,0.18416324,0.37408486,0.26257342,0.17858078,0.29105666
8.5,1741,0.62431836,0.75199884,0.5030877,0.43606937,0.3537086,0.43282145,0.5441462,0.4447906,0.5780399,0.39309523,0.35335672,0.474416
9.0,1999,0.56326026,0.7615665,0.5427559,0.40384573,0.3355429,0.4171045,0.5084196,0.5147911,0.55426294,0.33874816,0.35830817,0.45422417
9.5,2115,0.43564013,0.5035595,0.31735876,0.28760186,0.22035486,0.29553297,0.18037313,0.37548816,0.80441177,0.26067743,0.15376286,0.23542957
10.0,2286,0.45413226,0.61462337,0.40551043,0.39081782,0.43024018,0.6154869,0.20751022,0.23332581,0.46034938,0.32731467,0.2158609,0.3010188
10.5,2460,0.32175866,0.5327939,0.69922686,0.78198224,0.29340455,0.13967529,0.10761947,0.15928984,0.2747852,0.28363457,0.25097954,0.2064759
11.0,2610,0.58805805,0.8731446,0.62681985,0.61294025,0.41794002,0.33572352,0.26578555,0.30718943,0.46004075,0.34571844,0.3611194,0.4052995
11.5,3003,0.7660573,0.90183663,0.59799236,0.48833096,0.46478626,0.6065645,0.3331804,0.33026937,0.52683103,0.35995895,0.33828932,0.47982016
12.0,3544,0.35981622,0.48098975,0.34962547,0.34963396,0.25676644,0.28100663,0.2548397,0.3143713,0.5133313,0.5256881,0.54098505,0.31755683
12.5,3889,0.58652,0.8558101,0.40129754,0.21105035,0.18674766,0.24803352,0.18960573,0.16553073,0.26186624,0.28354388,0.39947435,0.32123438
13.0,3976,0.43394363,0.6541003,0.51254964,0.5976442,0.34145457,0.28305393,0.27862164,0.22443867,0.2652063,0.23083115,0.35437444,0.29879528
13.5,4459,0.6215398,0.8496185,0.559277,0.43216994,0.41275424,0.43132845,0.2190073,0.24028614,0.48769844,0.2736242,0.2199852,0.339267
14.0,4497,0.50960946,0.734776,0.6903196,0.72618145,0.40538934,0.21808012,0.164383,0.23719075,0.41820762,0.29225433,0.2669899,0.3106318
14.5,4435,0.65119594,0.9361143,0.6164671,0.4679402,0.28056547,0.21296352,0.15304616,0.22445446,0.39386806,0.24063325,0.23479867,0.3537716
15.0,4330,0.44334796,0.55689025,0.39727765,0.43531033,0.2166317,0.20198356,0.18154384,0.4083978,0.81419015,0.375813,0.19593006,0.26316217
15.5,4694,0.36892426,0.51231515,0.3154845,0.3442766,0.3254095,0.31681067,0.29230657,0.3972349,0.7599304,0.49325922,0.21924481,0.2297321
16.0,5310,0.24906485,0.38625437,0.25323412,0.23534045,0.24958462,0.30261913,0.2610371,0.1987608,0.3209974,0.54487824,0.7647491,0.33751765
16.5,5805,0.4458946,0.67654514,0.43713108,0.37294978,0.33101836,0.35457972,0.41810605,0.4666041,0.7039681,0.39712068,0.26749334,0.28670436
17.0,5889,0.330614,0.2995266,0.3111422,0.3544859,0.23376687,0.295819,0.25604996,0.6325191,0.9768877,0.36107534,0.27658197,0.28974065
17.5,5968,0.5476341,0.47120422,0.42263958,0.46362677,0.5376559,0.70535934,0.35226697,0.39808127,0.63947463,0.63189185,0.48645404,0.50061136
18.0,5601,0.31136835,0.33537975,0.6520326,0.9323485,0.50721836,0.33862275,0.31504658,0.37298176,0.4821269,0.5102975,0.47604272,0.3279727
