Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,653,0.33824962,0.31499693,0.37321016,0.43122745,0.5518996,0.6797488,0.69987345,0.86431545,0.8476064,0.7310214,0.5185657,0.3912212
0.5,1333,0.35454214,0.30447912,0.35106194,0.4319357,0.55064625,0.67319375,0.71790695,0.9103622,0.95035005,0.8715783,0.6545013,0.47108257
1.0,1480,0.34640247,0.3401072,0.30989587,0.36506936,0.46360287,0.62989295,0.71875024,0.82816356,0.8522103,0.70138747,0.6073947,0.4200304
1.5,1336,0.32297876,0.44057244,0.38120705,0.5491578,0.78607255,0.7448766,0.7163524,0.65824914,0.6534151,0.6056553,0.6588743,0.392098
2.0,1380,0.3371356,0.51234096,0.3083097,0.26070094,0.34177923,0.32873833,0.34357595,0.4043474,0.5660443,0.33893797,0.38146675,0.353283
2.5,1529,0.1477756,0.10242637,0.070354946,0.055217925,0.094144724,0.14669672,0.1555086,0.30073795,0.7772427,0.34384656,0.13335031,0.18963696
3.0,1396,0.5827808,0.42500186,0.28473747,0.22078273,0.16803719,0.13844275,0.23009324,0.3700867,0.65252954,0.61731505,0.45014933,0.63050467
3.5,1508,0.5269761,0.4792869,0.40778607,0.3200083,0.2400638,0.25939035,0.34217942,0.25329182,0.44204614,0.6204292,0.39983243,0.51933545
4.0,1482,0.31122097,0.3935178,0.50261366,0.42874882,0.3970931,0.38269344,0.45993087,0.3999136,0.5561916,0.32879484,0.28575328,0.46123114
4.5,1543,0.1831409,0.052985556,0.08339287,0.03921072,0.058237996,0.030508615,0.02631402,0.028333692,0.06429245,0.017303836,0.1603228,1.0
5.0,1795,0.17390765,0.08287788,0.097921185,0.079948366,0.105194435,0.11632009,0.2800703,0.44845736,0.29915708,0.20048274,0.21558988,0.7064394
5.5,1647,0.3196285,0.18579532,0.1492392,0.08561904,0.11473513,0.13167705,0.09380649,0.081631996,0.10703325,0.09166213,0.18753684,0.8527999
6.0,1989,0.40677994,0.46030134,0.4339724,0.419382,0.45878413,0.51580834,0.48857436,0.43779746,0.40983927,0.37687054,0.42055196,0.7937507
