Second,Count,Onset Strength
0.0,642,0.38551185
0.5,1324,0.5958481
1.0,1406,0.36388457
1.5,1301,0.28271532
2.0,1278,0.75053245
2.5,1246,0.73968893
3.0,1192,0.57289493
3.5,1406,0.60004467
4.0,1392,0.41613987
4.5,1305,0.2872212
5.0,1342,0.7457813
5.5,1427,0.62287825
6.0,1476,0.6269497
6.5,1483,0.51627445
7.0,1648,0.40521568
7.5,1669,0.28911412
8.0,2046,0.63867754
8.5,3695,0.6928541
9.0,4026,0.60016483
9.5,4226,0.44968775
10.0,3857,0.42631128
10.5,3318,0.8103425
11.0,3098,1.3060412
11.5,2948,1.2343433
12.0,2361,0.9866444
12.5,1777,0.7241415
13.0,1561,0.8585922
13.5,1831,0.7105708
14.0,1674,0.40936473
14.5,2082,0.29693568
15.0,2280,1.3461465
15.5,2322,1.0820589
16.0,1494,1.295299
16.5,1603,0.71112657
17.0,1697,0.523463
17.5,1726,1.1062069
18.0,2338,1.4545424
18.5,2903,0.8338123
19.0,3141,0.95516783
19.5,3630,1.0143204
20.0,3524,0.74916714
20.5,3195,1.1443164
21.0,2921,0.9923412
21.5,3863,0.7428723
22.0,4796,0.9906116
22.5,4678,0.6683506
23.0,3913,0.77142984
23.5,3849,1.8160982
24.0,3759,1.2119058
24.5,3728,0.84769255
25.0,4928,1.0426923
25.5,4760,0.8540931
26.0,4370,0.68439806
26.5,4167,0.60029864
27.0,4819,1.4052202
27.5,4453,0.92236656
28.0,4970,1.3005023
28.5,4704,0.79314166
29.0,4760,0.8278053
29.5,4856,1.2070051
30.0,5004,1.1729321
30.5,5010,0.89442533
31.0,5485,1.0821165
31.5,6118,1.1944267
32.0,5926,0.86209637
32.5,5269,1.2366685
33.0,5354,1.0658028
33.5,5239,0.8630135
34.0,4959,1.0446262
34.5,4827,0.7235729
35.0,5451,0.8222084
35.5,4924,1.379711
36.0,3857,1.1147188
36.5,3240,0.90546566
37.0,3175,1.0746689
37.5,3185,0.6006005
38.0,3120,0.44051933
38.5,3067,0.20594864
39.0,3030,1.3373605
39.5,3081,1.2884622
40.0,2996,1.237138
40.5,2843,1.2254686
41.0,2846,1.455471
41.5,2803,1.1943938
42.0,2719,1.4138093
42.5,2613,1.4890467
43.0,2613,1.3122607
43.5,2571,1.2685295
44.0,2470,1.408958
44.5,2433,1.3130808
45.0,2444,1.4323406
45.5,2562,1.4545493
46.0,2448,1.4782165
46.5,2406,1.3599384
47.0,2442,1.5022085
47.5,2396,1.5004694
48.0,2471,1.3308285
48.5,2451,1.5310085
49.0,2428,1.5283628
49.5,2354,1.339528
50.0,2345,1.4017006
50.5,2339,1.7615713
51.0,2315,1.0128138
51.5,2436,1.4917849
52.0,2394,1.5897202
52.5,2252,1.429155
53.0,2203,1.2639169
53.5,2093,1.4071032
54.0,2168,1.2341393
54.5,2134,1.4938453
55.0,2074,1.6914734
55.5,2145,1.4506595
56.0,2082,1.3128549
56.5,2044,1.804624
57.0,2040,1.2600418
57.5,2152,1.442544
58.0,2354,1.4795989
58.5,2421,1.1580961
59.0,2513,1.4430578
59.5,2840,1.5370029
60.0,4143,1.1380383
60.5,4002,1.2777767
61.0,3519,1.361423
61.5,3120,1.5445789
62.0,2833,1.3319455
62.5,2829,1.0865785
63.0,2947,1.6208776
63.5,2711,1.045732
64.0,2648,1.433091
64.5,2651,1.0710975
65.0,2691,1.0204033
65.5,2718,1.4364952
66.0,2671,1.2853202
66.5,2679,1.3174223
67.0,2670,1.3184422
67.5,2655,1.1298422
68.0,2427,1.0424207
68.5,2188,1.3507574
69.0,2185,1.2559161
69.5,1996,1.2067554
70.0,1975,1.4330148
70.5,2019,1.128406
71.0,2005,1.2533815
71.5,1891,1.1509166
72.0,2057,1.2929324
72.5,1938,1.2694
73.0,1825,1.4231628
73.5,1882,1.03117
74.0,1885,1.1052096
74.5,1726,1.1907837
75.0,1413,0.90180373
75.5,1958,0.76898307
76.0,2302,0.8678856
76.5,1542,0.7125949
77.0,1045,0.53777575
77.5,1193,0.31412494
78.0,1364,1.1601635
78.5,2305,1.1970023
79.0,4332,1.1648438
79.5,4656,0.87442404
80.0,4957,0.46835384
80.5,5034,1.0599232
81.0,4091,1.4848098
81.5,4233,0.89023393
82.0,3893,1.0156475
82.5,3439,0.99130887
83.0,3362,0.6997911
