Second,Count,Onset Strength
0.0,1303,1.591187
0.5,2476,1.6699102
1.0,2347,1.2330855
1.5,2329,1.666763
2.0,2314,2.0534625
2.5,2495,1.4941273
3.0,2531,1.6791675
3.5,2928,1.6555568
4.0,3363,1.5295398
4.5,3527,1.4590535
5.0,3957,1.8515415
5.5,4314,1.4411663
6.0,4950,2.118397
6.5,5623,1.819865
7.0,6651,1.4471431
7.5,7643,1.7057652
8.0,8396,1.871215
8.5,9628,1.5794667
9.0,10384,1.4188824
9.5,11206,2.1919162
10.0,11783,1.5782437
10.5,13061,1.3546218
11.0,12332,1.7381622
11.5,10829,2.0319903
12.0,9392,1.7098926
12.5,8397,2.2666407
13.0,7687,1.4729537
13.5,6943,1.5370888
14.0,6754,0.85103625
14.5,6294,1.5643572
15.0,5272,1.4452312
15.5,5106,1.2833465
16.0,4981,1.8326126
16.5,4557,1.3661735
17.0,3727,1.3801795
17.5,3123,1.1503668
18.0,2646,1.0174868
18.5,2595,1.8645823
19.0,3028,1.2068293
19.5,2963,1.6451964
20.0,3699,1.3978474
20.5,4458,1.1127571
21.0,5442,0.912882
21.5,5203,1.7292273
22.0,5209,1.6461738
22.5,5252,0.9125268
23.0,5205,2.242722
23.5,5036,1.3271906
24.0,5198,1.0810115
24.5,4749,1.5252432
25.0,4549,1.0221267
25.5,3994,1.4163162
26.0,3434,1.2009574
26.5,3557,1.4775126
27.0,4012,0.9740374
27.5,4481,1.6908917
28.0,4909,1.5878825
28.5,5321,1.5802736
29.0,4795,2.0015235
29.5,4661,1.7658803
30.0,4681,1.6228863
30.5,4947,1.8564886
31.0,4642,1.7150011
31.5,4755,1.4751673
32.0,4474,1.968583
32.5,4640,1.7062479
33.0,4536,1.6974913
33.5,4544,2.4546893
34.0,4498,1.6103622
34.5,4224,1.680031
35.0,4715,1.680938
35.5,4808,1.5617214
36.0,4817,1.7313108
36.5,4595,2.1045735
37.0,4716,1.7587688
37.5,4564,1.776907
38.0,4604,1.7493467
38.5,4633,1.5517498
39.0,4538,1.6731042
39.5,4584,1.9300847
40.0,4446,1.9669691
40.5,4435,1.6097354
41.0,4202,1.599791
41.5,4226,1.0666496
42.0,4094,1.3038262
42.5,4081,1.6360724
43.0,3928,1.5867901
43.5,3708,1.370061
44.0,3659,1.6294242
44.5,3633,1.6781129
45.0,3560,1.110682
45.5,3366,1.3674606
46.0,3355,1.9566865
46.5,3254,1.2328917
47.0,3249,1.6207678
47.5,3205,2.0057237
48.0,3258,1.5778525
48.5,3342,0.9667457
49.0,3211,1.6663113
49.5,3258,1.3725833
50.0,3137,1.3300107
