Second,Count,Onset Strength
0.0,233,0.38667572
0.5,426,0.44328237
1.0,495,0.52292204
1.5,445,0.5804003
2.0,475,0.6530749
2.5,522,0.6384386
3.0,583,0.6832895
3.5,609,0.72003
4.0,688,0.7723316
4.5,957,0.72280437
5.0,1070,0.76399213
5.5,972,0.82190174
6.0,964,0.864862
6.5,1017,1.073603
7.0,1042,1.0645885
7.5,934,1.109357
8.0,916,1.1318349
8.5,967,0.9984245
9.0,764,1.1151675
9.5,867,1.2946956
10.0,875,0.9859332
10.5,913,1.1488007
11.0,988,1.376686
11.5,1110,1.0802795
12.0,1194,1.0178856
12.5,1397,1.2824776
13.0,1407,1.0736822
13.5,1593,1.0319706
14.0,1739,1.184757
14.5,1966,1.1025867
15.0,2105,0.9793434
15.5,2224,1.2110025
16.0,2338,1.0475198
16.5,2536,1.1271294
17.0,2508,1.3706207
17.5,2750,1.1641629
18.0,2686,1.1179471
18.5,2827,1.1829921
19.0,2807,1.0252147
19.5,2815,0.9576794
20.0,2948,1.2162949
20.5,2999,1.3238984
21.0,2818,1.0214463
21.5,2841,1.2274276
22.0,2772,1.2149122
22.5,2737,1.0399883
23.0,2699,1.0301398
23.5,2637,1.1193532
24.0,2467,0.84909457
24.5,2535,1.3131355
25.0,2503,1.2902799
25.5,2487,0.8130244
26.0,2532,0.908826
26.5,2613,0.7668182
27.0,2734,1.196474
27.5,2780,1.3163046
28.0,2774,1.2822329
28.5,2836,1.315588
29.0,2834,1.2632809
29.5,2778,1.1847839
30.0,2949,0.8662945
30.5,3050,1.1379422
31.0,2951,0.89013857
31.5,3033,1.2905861
32.0,3015,1.2422233
32.5,3039,0.81505924
33.0,3042,0.8449215
33.5,3033,0.8254202
34.0,3057,1.2777442
34.5,2948,1.0524119
35.0,3017,1.0004222
35.5,2825,1.1633182
36.0,2951,1.3894551
36.5,2755,1.1318555
37.0,2763,1.1916486
37.5,2729,1.058911
38.0,2687,0.8969818
38.5,2579,1.3589181
39.0,2499,1.1775508
39.5,2558,0.9618021
40.0,2272,1.0302044
40.5,2310,1.1567316
41.0,2392,1.1597583
41.5,2304,1.1611077
42.0,2312,0.93775815
42.5,2280,1.1847615
43.0,2214,0.8835682
43.5,2250,0.77860546
44.0,2295,0.8537171
44.5,2254,1.4826511
45.0,2266,1.5400155
45.5,2163,1.1402478
46.0,2268,1.0182397
46.5,2215,1.0555141
47.0,2187,1.0601997
47.5,2095,1.0101975
48.0,2049,1.127762
48.5,2097,1.2578768
49.0,2021,1.1967438
49.5,2110,0.8973805
50.0,2184,0.85925806
50.5,2184,0.91621506
51.0,2157,0.86427903
51.5,2220,1.4973562
52.0,2084,1.202339
52.5,2102,1.1715213
53.0,1983,0.8431694
53.5,2092,1.0257016
54.0,2105,1.0405501
54.5,2088,1.3533462
55.0,2050,1.590937
55.5,2112,1.1413448
56.0,2139,1.1701698
56.5,2093,0.97386426
57.0,2084,0.9459476
57.5,2177,0.8339333
58.0,2186,0.90738785
58.5,2288,1.1716003
59.0,2321,1.422777
59.5,2370,1.1072196
60.0,2540,0.9435714
60.5,2689,1.1316342
61.0,2692,1.2071942
61.5,3001,1.2661935
62.0,3122,1.0318837
62.5,3370,1.0921386
63.0,3932,1.0821105
63.5,4620,1.0201945
64.0,4862,0.894902
64.5,4775,0.8430116
65.0,4731,0.9462575
65.5,4642,0.864238
66.0,4904,1.255894
66.5,4606,0.9705246
67.0,4141,1.3028991
67.5,3859,1.0188525
68.0,3883,1.1456345
68.5,3583,1.5800222
69.0,3468,1.7629893
69.5,3203,1.484515
70.0,2727,1.7271968
70.5,2626,1.5481291
71.0,2467,1.8000057
71.5,2304,1.6497654
72.0,2264,1.4387448
72.5,2476,1.8095816
73.0,2667,1.7266228
73.5,2945,1.5434995
74.0,3183,1.8606968
74.5,3534,1.5751331
75.0,4027,1.5109786
75.5,4352,1.7971795
76.0,4890,1.7750121
76.5,5187,1.2940395
77.0,5633,1.654605
77.5,5995,2.1735978
78.0,6336,1.298022
78.5,6335,1.603471
79.0,6691,1.924311
79.5,6852,1.5351783
80.0,6829,1.3263406
80.5,7042,1.6678791
81.0,6875,1.4083085
81.5,6904,1.5517069
82.0,6770,1.7037052
82.5,6804,1.3439449
83.0,6731,1.4110837
83.5,6682,1.5634087
84.0,6567,1.4655849
84.5,6450,1.7320153
85.0,6043,1.6676579
85.5,5805,1.6249127
86.0,5331,1.6230617
86.5,5274,1.6420754
87.0,4908,1.4932992
87.5,4791,1.6303588
88.0,4777,1.9810834
88.5,4633,1.3826803
89.0,4406,1.6838949
89.5,4405,1.7275321
90.0,4443,1.5553552
90.5,4326,1.657635
91.0,4255,1.7264354
91.5,4201,1.7478085
92.0,4018,1.3162705
92.5,4041,1.5977199
93.0,3864,2.0204794
93.5,3914,1.4754015
94.0,3919,1.3521688
94.5,3986,1.4265296
95.0,3822,1.3487132
95.5,3667,1.3450447
96.0,3447,1.6176834
96.5,3534,1.5460281
97.0,3320,1.4466165
97.5,3237,1.5971498
98.0,3215,1.8858718
98.5,3163,1.3324658
99.0,2891,1.5893639
99.5,2928,1.4488555
