Second,Count,Onset Strength
0.0,503,1.484154
0.5,1067,1.1062725
1.0,1144,1.1038481
1.5,1087,1.255632
2.0,1087,1.1973467
2.5,1035,1.128187
3.0,1029,1.3118165
3.5,931,1.5179393
4.0,1027,1.028317
4.5,1019,1.3122529
5.0,1027,1.3341796
5.5,1022,1.2069697
6.0,1108,1.1197388
6.5,1245,1.1489642
7.0,1355,1.3561519
7.5,1390,1.0518475
8.0,1514,1.1575509
8.5,1741,1.2788585
9.0,1999,1.1760741
9.5,2115,1.0814764
10.0,2286,1.0907975
10.5,2460,1.3239735
11.0,2610,1.1637127
11.5,3003,1.1819475
12.0,3544,1.0568897
12.5,3889,1.089492
13.0,3976,1.3649986
13.5,4459,1.1274055
14.0,4497,1.1201802
14.5,4435,1.2008116
15.0,4330,1.1116238
15.5,4694,1.1333092
16.0,5310,1.1258003
16.5,5805,1.1992266
17.0,5889,1.078496
17.5,5968,1.1997467
18.0,5601,1.2275728
18.5,5473,1.153324
19.0,5428,1.0547397
19.5,5828,1.2433447
20.0,5881,1.0568554
20.5,5997,1.3117781
21.0,6030,1.4259087
21.5,5888,1.0758878
22.0,6005,1.2850275
22.5,5551,1.0987759
23.0,5359,1.2487072
23.5,5560,1.2837453
24.0,6028,1.1825724
24.5,5980,1.2974962
25.0,6212,1.1919236
25.5,6053,1.1181276
26.0,5585,1.2391464
26.5,4972,1.2765869
27.0,5355,1.2596781
27.5,5274,1.0901474
28.0,5374,1.1563401
28.5,5501,1.2402568
29.0,4734,1.3040936
29.5,4305,1.191336
30.0,4716,1.3077605
30.5,5372,1.2522848
31.0,5324,1.2804363
31.5,5179,1.3589517
32.0,4766,1.1110514
32.5,4702,1.216269
33.0,4408,1.1775104
33.5,4434,1.2413714
34.0,4427,1.2329204
34.5,4068,1.3383535
35.0,3480,1.0020628
35.5,3352,1.170143
36.0,3749,1.2704774
36.5,3912,1.1417987
37.0,4116,1.2742062
37.5,4040,1.2730552
38.0,4030,1.375402
38.5,3915,1.3205879
39.0,3848,1.202341
39.5,3670,1.2870646
40.0,3839,1.2580504
40.5,3678,1.110572
41.0,3515,1.0828385
41.5,3460,1.461471
42.0,3468,1.0700585
42.5,3386,1.193766
43.0,3422,0.9862199
43.5,3368,1.237775
44.0,3283,1.0727139
44.5,3159,1.0915164
45.0,3136,0.95637786
45.5,3329,1.3698939
46.0,3370,1.068715
46.5,3308,1.3126972
47.0,3394,0.9598443
47.5,3332,1.0598081
48.0,3865,1.2120788
48.5,3863,1.2506582
49.0,3903,1.142457
49.5,3699,1.1349729
50.0,3741,1.1948761
50.5,3726,1.0724047
51.0,4144,1.1533123
51.5,4145,1.0921241
52.0,4367,1.1437744
52.5,4042,1.1581112
53.0,4019,1.1188822
53.5,4096,1.289509
54.0,4231,1.133305
54.5,4181,1.0290802
55.0,4032,1.1348267
55.5,4136,1.198902
56.0,4076,1.1570519
56.5,4147,1.1114635
57.0,3895,1.070894
57.5,3520,1.1660233
58.0,3389,1.1183441
58.5,2931,1.1639715
59.0,3144,1.1418661
59.5,3043,1.1296111
60.0,3172,1.093918
60.5,3257,1.1162337
61.0,3815,1.172985
61.5,3751,1.133094
62.0,3534,1.0081043
62.5,3618,1.1130925
63.0,3561,1.1427542
63.5,3465,1.0600129
64.0,3312,0.93942547
64.5,3410,1.1470325
65.0,3383,1.429575
65.5,3279,1.2334138
66.0,3269,1.1372249
66.5,3209,1.2127193
67.0,3274,1.228658
67.5,3058,1.1166828
68.0,2878,1.2192093
68.5,2594,1.2564428
69.0,2465,1.2593178
69.5,2693,1.2979736
70.0,2869,1.3443034
70.5,2828,1.3238809
71.0,2583,1.3496844
71.5,2662,1.1579796
72.0,2796,1.2041732
72.5,2653,1.3396617
73.0,2598,1.310123
73.5,2408,1.1516975
74.0,2444,1.2563595
74.5,2229,1.1760821
75.0,1819,1.2063369
75.5,1664,1.190017
76.0,1940,1.077661
76.5,2358,1.2835622
77.0,2384,1.2786905
77.5,2366,1.2565278
78.0,2303,1.238297
78.5,2347,1.2616456
79.0,2273,1.0383074
79.5,2389,1.2887458
80.0,2293,1.2667239
80.5,2242,1.3698648
81.0,2163,1.2840089
81.5,2118,1.1791422
82.0,2097,1.149161
82.5,2217,0.9514155
83.0,2156,1.5165448
83.5,2211,1.0262547
84.0,2214,1.111725
84.5,2183,1.2408718
85.0,2194,0.99558336
85.5,2186,1.0900674
86.0,2180,1.1127242
86.5,2346,1.1969339
87.0,2341,1.174409
87.5,2197,1.0534236
88.0,2211,1.1873899
88.5,2313,0.98846215
89.0,2267,1.1650107
89.5,2235,1.134018
90.0,2312,1.2676082
90.5,2214,1.0192082
91.0,2119,1.06123
91.5,2378,1.2898523
92.0,2262,1.1165575
92.5,2452,1.1348324
93.0,2526,1.131316
93.5,2527,1.0679951
94.0,2518,1.1327575
94.5,2439,1.1445286
95.0,2123,1.1407971
95.5,2309,1.1276468
96.0,2225,1.187681
96.5,2151,1.0884012
97.0,2005,1.15158
97.5,2285,1.2304847
98.0,2357,1.0491065
98.5,2870,1.0745503
99.0,3095,1.1743156
99.5,3057,1.2384427
100.0,2929,1.0893741
100.5,2410,1.1242385
101.0,2552,1.1161231
101.5,2208,1.110044
102.0,2421,1.0828229
102.5,2300,1.0947698
103.0,2270,1.0822686
103.5,2157,1.1895708
104.0,2049,1.0375744
104.5,1981,1.1354878
105.0,1942,1.0883831
105.5,2070,0.8940084
106.0,2258,1.0703224
106.5,2265,1.1893053
107.0,2303,1.3226616
107.5,2339,1.3246058
108.0,2185,1.2431284
108.5,2080,1.0533991
109.0,2124,1.067255
109.5,1951,1.0607905
110.0,2015,0.984391
110.5,1957,1.0141817
111.0,1900,1.11484
111.5,1853,0.9499957
112.0,1902,1.0566138
112.5,1711,1.0045775
113.0,1756,1.0690011
113.5,1788,1.0303541
114.0,1713,1.029861
114.5,1630,1.0428246
115.0,1574,1.0992098
115.5,1542,1.1032728
116.0,1594,1.1667613
116.5,1568,1.0489129
117.0,1526,1.0425045
117.5,1524,0.95352167
118.0,1570,1.0470297
118.5,1518,1.0374612
119.0,1503,1.0193597
119.5,1449,1.1417062
120.0,1506,1.1231053
120.5,1531,0.9896113
121.0,1477,1.0409405
121.5,1492,1.0828162
122.0,1464,0.98730046
122.5,1452,1.0504544
123.0,1361,1.0299726
123.5,1422,1.1262562
124.0,1347,1.1054435
124.5,1312,1.0630416
