Second,Count,Onset Strength
0.0,653,1.2749949
0.5,1333,1.3234241
1.0,1480,1.0768199
1.5,1336,1.1952521
2.0,1380,1.293613
2.5,1529,1.256034
3.0,1396,1.0502477
3.5,1508,1.121971
4.0,1482,1.3220288
4.5,1543,0.9326067
5.0,1795,1.4893185
5.5,1647,1.2848021
6.0,1989,1.2037617
6.5,2179,1.2412212
7.0,2386,1.7452374
7.5,2395,0.9870778
8.0,2722,1.4458234
8.5,2903,1.433623
9.0,2861,1.217095
9.5,2990,2.0621977
10.0,3109,1.1067481
10.5,3293,1.719199
11.0,3336,1.5951749
11.5,3282,1.6393589
12.0,3330,1.5801286
12.5,3455,1.4420267
13.0,3293,1.6405377
13.5,3391,1.6029507
14.0,3343,1.4470898
14.5,3491,1.4953322
15.0,3608,1.1546123
15.5,3838,1.8450193
16.0,4191,1.526143
16.5,4287,1.8511534
17.0,4353,1.2672015
17.5,4651,1.8299513
18.0,4631,1.4084703
18.5,4810,1.3736454
19.0,5076,1.7713267
19.5,5271,1.2133204
20.0,5382,1.4733309
20.5,5308,1.6094252
21.0,5264,1.7608073
21.5,5652,1.5470483
22.0,5614,1.4574015
22.5,5509,1.2747593
23.0,5773,1.4678745
23.5,5748,1.5188739
24.0,5586,1.4051625
24.5,5528,1.2420065
25.0,5307,1.5148098
25.5,5241,1.7341962
26.0,5205,1.8965309
26.5,4952,1.4984887
27.0,4802,1.4150325
27.5,4647,1.275361
28.0,4611,1.570545
28.5,4318,1.5363446
29.0,4560,1.5721334
29.5,4520,1.1953322
30.0,4820,1.2785846
30.5,5013,1.3391428
31.0,4747,1.8383778
31.5,4487,1.4405617
32.0,4548,1.6373531
32.5,4245,1.3767302
33.0,4267,1.522195
33.5,4278,1.634634
34.0,4333,1.4592086
34.5,4672,1.410381
35.0,4606,1.3366073
35.5,4586,1.3590385
36.0,4793,2.011705
36.5,4806,1.5349063
37.0,4883,1.5114328
37.5,4877,1.2523575
38.0,4943,1.3679261
38.5,4802,1.6378672
39.0,4377,1.2657114
39.5,3961,1.4622881
40.0,3610,1.2508607
40.5,3506,1.255641
41.0,3474,1.1526437
41.5,3487,1.5326328
42.0,3483,1.2609239
42.5,3174,1.1274004
43.0,2716,1.2534317
43.5,2837,1.3502448
44.0,2880,1.1743549
44.5,2833,1.6287926
45.0,3188,1.3025959
45.5,3296,1.3342701
46.0,3613,1.157851
46.5,3702,1.3079933
47.0,3903,1.007941
47.5,3947,1.2104626
48.0,3878,1.154194
48.5,4383,1.313054
49.0,4482,1.3178802
49.5,4561,1.3097588
50.0,4323,1.5750363
50.5,5503,1.0187941
51.0,6232,1.7141029
51.5,6433,1.967458
52.0,6561,1.3372798
52.5,6351,1.6426148
53.0,5976,1.4208294
53.5,5387,1.4809732
54.0,5795,1.5428857
54.5,5799,1.5190383
55.0,5542,1.4935685
55.5,5149,1.6653116
56.0,4952,1.6168206
56.5,4597,1.3050979
57.0,4406,1.599981
57.5,4578,1.4983281
58.0,5079,1.5382366
58.5,5313,1.4755007
59.0,5432,1.4298952
59.5,5320,1.6025728
60.0,5010,1.3779156
60.5,5076,1.3107643
61.0,4752,1.5168562
61.5,4570,1.4199792
62.0,4344,1.2980564
62.5,4280,1.3478475
63.0,4113,1.4528499
63.5,4048,1.433729
64.0,3780,1.210836
64.5,3727,1.3830132
65.0,3654,1.2946547
65.5,3870,1.5214523
66.0,3975,1.3464142
66.5,3745,1.4306014
67.0,3891,1.5485419
67.5,3947,1.1718159
68.0,3929,1.5185682
68.5,3883,1.1902645
69.0,3858,1.4253716
69.5,3830,1.4658735
70.0,3644,1.211353
70.5,3445,1.4978765
71.0,3343,1.1653892
71.5,3465,1.3720317
72.0,3464,1.2724494
72.5,3505,1.4884968
73.0,3545,1.5445704
73.5,3489,1.0893646
74.0,2899,1.1910968
74.5,2853,1.1478592
75.0,2653,1.2770997
75.5,2539,1.304669
76.0,2590,1.2454867
76.5,2774,1.1806527
77.0,2618,1.1634933
77.5,2642,1.3059951
78.0,2640,1.0812773
78.5,2681,1.4316186
79.0,2556,1.1992099
79.5,2367,1.3366247
80.0,2161,1.3442718
80.5,2102,1.1585584
81.0,2115,1.1607188
81.5,2194,1.1072903
82.0,2461,1.410766
82.5,2318,1.4547428
83.0,2337,1.0118035
83.5,2102,1.0284148
84.0,2153,1.254765
84.5,2166,1.274726
85.0,2065,1.0068741
85.5,2047,1.3244848
86.0,2096,1.1690503
86.5,1927,1.1515979
87.0,1862,1.6120183
87.5,1694,1.0500667
88.0,1688,1.3835576
88.5,1760,1.3766484
89.0,1665,1.1743302
89.5,1601,1.3132136
90.0,1760,1.1050682
90.5,1759,1.3802933
91.0,1745,1.2992359
91.5,1762,1.3138449
92.0,1796,1.5576514
92.5,1639,1.2731141
93.0,1755,1.6958145
93.5,1626,1.5069203
94.0,1473,1.4424373
94.5,1654,1.3895628
95.0,1525,1.3300285
95.5,1631,1.6065738
96.0,1638,1.3096739
96.5,1612,1.3322388
97.0,1708,1.519043
97.5,1785,1.2749443
98.0,2093,1.4569885
98.5,2213,1.5267454
99.0,2038,1.5088042
99.5,1907,1.0399427
100.0,1863,1.2995591
100.5,1841,1.1877906
101.0,1770,1.1961383
101.5,1601,1.3638577
102.0,1605,1.1920393
102.5,1650,1.2300239
103.0,1757,1.2997601
103.5,2004,1.0790563
104.0,1872,1.4831942
104.5,1750,1.2768315
105.0,1852,1.5228534
105.5,1937,1.4195578
106.0,1970,1.2271234
106.5,2114,1.4040165
107.0,2492,1.215072
107.5,2478,1.178456
108.0,2891,1.0590638
108.5,2869,1.1089904
109.0,2614,1.3056431
109.5,2555,1.2274399
110.0,3374,1.171716
110.5,4273,1.5854121
111.0,3674,1.3865823
111.5,2692,1.3779216
112.0,2397,1.7166134
112.5,2155,1.9258862
113.0,2187,1.3772702
113.5,2322,1.5542864
114.0,2879,1.354973
114.5,2536,1.6383895
115.0,2311,1.5195752
115.5,2186,1.651987
116.0,2120,1.6477119
116.5,2181,1.3297617
117.0,2611,1.6095825
117.5,2841,1.4743893
118.0,2864,1.5910197
118.5,2343,1.6705852
119.0,2209,1.2876152
119.5,2362,1.7389823
120.0,2223,1.4782106
120.5,2185,1.5019588
121.0,2061,1.4973465
121.5,2067,1.3347424
122.0,2161,1.8053243
122.5,2075,1.556454
123.0,1809,1.5280432
123.5,1784,1.389099
124.0,1911,1.325893
124.5,1910,1.6099026
125.0,1914,1.6362076
125.5,1802,1.466537
126.0,1887,1.1429781
126.5,1691,1.30438
127.0,1528,1.3415012
127.5,1633,1.4598666
128.0,1663,1.5961753
128.5,1725,1.3641623
129.0,1703,1.6109607
129.5,1771,1.4330674
130.0,1685,1.5824556
130.5,1726,1.4511031
131.0,1743,1.5070335
131.5,1694,1.2744427
132.0,1693,1.419315
132.5,1669,1.482736
133.0,1661,1.2070953
133.5,1626,1.263957
134.0,1597,1.4494475
134.5,1595,1.4644238
135.0,1509,1.2963873
135.5,1508,1.4478307
136.0,1370,1.1607751
136.5,1350,1.2531308
137.0,1370,1.4811931
137.5,1327,1.6513207
138.0,1270,1.3620347
138.5,1219,1.1771673
139.0,1178,1.3993136
139.5,1200,1.271653
140.0,1254,1.1362407
140.5,1175,1.7786378
141.0,1225,1.3331864
141.5,1081,1.3770458
142.0,1131,1.2302909
142.5,1074,1.4195694
143.0,1080,1.4367857
143.5,1046,1.4534224
144.0,1051,1.2960391
144.5,1033,1.3235008
145.0,985,1.4394222
145.5,934,1.6575074
146.0,947,1.2495646
146.5,903,1.227336
147.0,917,1.3280593
147.5,883,1.136882
148.0,916,1.3995519
148.5,894,1.4695988
149.0,816,0.88468164
149.5,834,1.214098
150.0,851,1.7628798
150.5,866,1.5314739
151.0,950,1.7856228
151.5,873,1.1107332
152.0,867,1.2781707
152.5,831,1.7360125
153.0,821,1.7206544
153.5,802,1.3880959
154.0,840,1.7023323
154.5,832,1.2750282
155.0,898,1.5546333
155.5,873,1.7691549
156.0,885,1.5278107
156.5,923,1.6325245
157.0,866,1.1715506
157.5,899,1.604595
158.0,992,1.6566758
158.5,1270,1.4904382
159.0,1358,1.7344309
159.5,1428,1.2559716
160.0,1343,1.5294937
160.5,1306,1.3455006
161.0,1311,1.2475991
161.5,1523,1.2091224
162.0,1567,1.1196125
162.5,1589,1.2708625
163.0,1641,1.2958355
163.5,1714,1.1223996
164.0,1590,1.2124573
164.5,1536,1.2431136
165.0,1975,1.36842
165.5,1839,1.5667129
166.0,1693,1.3634831
166.5,1615,1.2171365
167.0,1698,1.3265792
167.5,1639,1.1659766
168.0,1721,1.4080286
168.5,1628,1.2433635
