Second,Count,Onset Strength
0.0,502,1.3498868
0.5,936,0.920735
1.0,845,0.8869002
1.5,760,0.84741235
2.0,850,1.3238837
2.5,787,0.91417944
3.0,816,0.8922729
3.5,882,0.8765555
4.0,918,1.2658563
4.5,953,0.8958758
5.0,1023,0.90562236
5.5,953,0.89869493
6.0,971,0.7127128
6.5,1071,1.4830554
7.0,1170,0.88208
7.5,1183,0.91499346
8.0,1185,0.67757314
8.5,1121,1.1587051
9.0,1124,0.87588555
9.5,1099,0.98318267
10.0,1077,1.0262502
10.5,1029,1.0060729
11.0,1088,0.86929727
11.5,1084,0.7300803
12.0,1075,0.7054509
12.5,1070,0.9265135
13.0,1091,1.2167072
13.5,1183,0.8997377
14.0,1215,1.1549635
14.5,1259,0.91540563
15.0,1376,0.85010034
15.5,1393,0.8262602
16.0,1508,0.7887172
16.5,1503,0.8345573
17.0,1662,1.0925567
17.5,1590,1.0585648
18.0,1721,1.1056247
18.5,1804,1.0835804
19.0,1827,1.2145495
19.5,1837,0.97944534
20.0,1952,0.8151514
20.5,1895,0.9389687
21.0,1976,1.1765839
21.5,1981,1.0017852
22.0,2002,0.93152195
22.5,2033,0.99150026
23.0,2017,1.0428056
23.5,2129,0.8920842
24.0,2154,0.7150532
24.5,2124,0.8165708
25.0,2142,0.90729195
25.5,2186,1.2733197
26.0,2206,1.1288162
26.5,2236,1.364337
27.0,2215,1.1738888
27.5,2237,1.2264436
28.0,2320,1.2215816
28.5,2349,1.3680753
29.0,2382,1.0256135
29.5,2375,1.2237325
30.0,2444,1.2330006
30.5,2480,1.203215
31.0,2590,1.4849284
31.5,2678,1.1610479
32.0,3117,1.312822
32.5,3351,1.3286798
33.0,3710,1.1316366
33.5,4291,1.043014
34.0,4661,1.1282642
34.5,5207,1.2102339
35.0,5894,1.4575138
35.5,6305,1.3200048
36.0,6969,1.292195
36.5,7598,1.4014169
37.0,8185,1.4159529
37.5,8412,1.0326877
38.0,8937,1.3748697
38.5,9372,1.3337852
39.0,10080,1.2899616
39.5,10326,1.3142625
40.0,11392,1.3524636
40.5,13109,1.2441
41.0,13065,1.294138
41.5,12286,0.96766883
42.0,11346,0.8017492
42.5,11917,0.85059303
43.0,11861,1.2923038
43.5,10745,1.1624838
44.0,9806,1.1441925
44.5,8678,1.3829347
45.0,7853,1.0374191
45.5,7035,1.234895
46.0,6762,0.9990501
46.5,6365,1.0483493
47.0,6576,1.6139042
47.5,6251,1.3324703
48.0,5825,1.3378474
48.5,5368,1.1802311
49.0,5451,1.286639
49.5,5981,1.1377084
50.0,6212,1.133587
50.5,6485,1.0853057
51.0,6623,1.3436182
51.5,6875,1.604865
52.0,7101,1.2720408
52.5,7433,1.2584238
53.0,7404,1.3157542
53.5,7675,1.2337434
54.0,7766,1.39171
54.5,7838,1.1590574
55.0,7596,1.3369416
55.5,7661,1.7841344
56.0,7626,1.4412262
56.5,7568,1.3431679
57.0,7345,1.2276298
57.5,7507,1.2507956
58.0,7238,1.3092048
58.5,6890,1.0890559
59.0,6452,1.2065063
59.5,6435,1.2277268
60.0,6287,1.3640034
60.5,6027,1.21187
61.0,5795,1.1069651
61.5,5559,1.2413098
62.0,5590,1.0662502
62.5,5475,1.2224841
63.0,5350,0.7559827
63.5,5173,1.1597062
64.0,4924,1.5364416
64.5,4763,1.2912604
65.0,4730,1.2742169
65.5,4459,1.1613986
66.0,4417,1.2716361
66.5,4230,1.0968251
67.0,4238,1.0695279
67.5,4066,1.1424226
68.0,3991,1.50187
68.5,3818,1.4892452
69.0,3909,1.2301718
69.5,3736,1.3035561
70.0,3691,1.2931646
70.5,3613,1.262621
71.0,3391,1.3916615
71.5,3466,1.0168432
72.0,3289,1.3789623
72.5,3134,1.7725822
73.0,2995,1.4021976
73.5,2978,1.1864369
74.0,2816,1.4375477
74.5,2720,1.2343972
75.0,2611,1.3010408
75.5,2507,1.1355537
76.0,2417,1.2249988
76.5,2403,1.2123432
77.0,2377,1.2816476
77.5,2361,1.2004188
78.0,2316,0.7220723
78.5,2271,1.001635
79.0,2144,0.8505772
79.5,2123,0.8665635
80.0,2014,1.0436403
80.5,1972,0.9540111
81.0,1973,0.8463396
81.5,1877,1.060101
82.0,1875,0.8431222
82.5,1920,0.78968376
83.0,1848,1.1951993
83.5,1737,0.88469225
84.0,1707,0.86442035
84.5,1648,1.1600415
85.0,1613,1.2140214
85.5,1608,0.90854704
86.0,1555,0.7519268
86.5,1518,0.79124594
87.0,1572,1.0531305
87.5,1453,1.1129253
88.0,1451,0.9898671
88.5,1392,0.92550766
89.0,1451,1.0563941
89.5,1341,0.93314904
90.0,1431,0.8856773
90.5,1387,0.7972637
91.0,1347,0.9116705
91.5,1431,0.97472185
92.0,1340,1.0443702
92.5,1235,0.96870875
93.0,1306,0.8761003
93.5,1273,1.1583946
94.0,1310,0.8046174
