Second,Count,Onset Strength
0.0,645,1.1147434
0.5,1460,0.7697479
1.0,1233,0.86639136
1.5,1191,1.4161175
2.0,1057,0.7425425
2.5,1152,0.94024056
3.0,1156,1.4619
3.5,1144,0.8661321
4.0,1161,0.9033793
4.5,1223,1.4346918
5.0,1169,0.86883676
5.5,1273,1.036388
6.0,1312,1.2739195
6.5,1479,0.85453594
7.0,1375,0.8852412
7.5,1512,1.4288827
8.0,1519,0.74914366
8.5,1672,0.9659239
9.0,1812,1.4291481
9.5,1921,0.901605
10.0,2117,0.9730461
10.5,2200,1.3603976
11.0,2327,0.8115244
11.5,2785,0.8358948
12.0,2678,1.2322805
12.5,2749,0.7843673
13.0,2765,0.90251344
13.5,2836,1.4933326
14.0,2665,0.92128116
14.5,2736,1.048669
15.0,2739,1.3487564
15.5,2868,1.1726956
16.0,2855,1.058061
16.5,3055,1.8210908
17.0,3219,0.99207467
17.5,3280,1.079146
18.0,3471,1.2914621
18.5,3549,0.870375
19.0,3728,0.9531519
19.5,3940,1.7963866
20.0,3753,1.1288291
20.5,3498,1.035039
21.0,3232,1.302219
21.5,4007,0.9669796
22.0,4256,1.0293409
22.5,4272,1.3744364
23.0,4863,0.86576676
23.5,4933,1.2755541
24.0,5061,1.3036127
24.5,4769,0.99263114
25.0,4743,1.0069304
25.5,4757,1.3946449
26.0,4634,0.7812266
26.5,4704,1.3400003
27.0,4371,1.4587224
27.5,4594,0.99550027
28.0,4939,0.9528211
28.5,5185,1.6083542
29.0,5307,0.8609129
29.5,5477,1.3031427
30.0,5567,1.2877936
30.5,5841,0.9324528
31.0,5669,0.92786485
31.5,5718,1.5743483
32.0,5509,1.129549
32.5,5125,1.17046
33.0,4239,1.5393964
33.5,4183,0.92532074
34.0,3676,1.0625106
34.5,3552,1.4487689
35.0,3883,0.91207165
35.5,3824,1.2677072
36.0,3767,1.2803844
36.5,3983,0.83136845
37.0,3844,0.8044445
37.5,4035,1.4015955
38.0,3972,0.8254796
38.5,3762,0.838559
39.0,3591,1.3301588
39.5,3453,1.1016726
40.0,3666,0.9184879
40.5,3472,1.3931319
41.0,3470,0.78916603
41.5,3790,1.0046015
42.0,3733,1.4356518
42.5,3841,0.92039526
43.0,3942,0.8301141
43.5,4259,1.4897552
44.0,4192,0.8327951
44.5,4340,0.89640814
45.0,4171,1.4918314
45.5,4294,1.2275628
46.0,4069,1.0501714
46.5,4202,1.6143916
47.0,4265,1.247959
47.5,4245,1.0694668
48.0,3811,1.2314359
48.5,3700,0.9008077
49.0,3724,1.0786569
49.5,3853,1.3545048
50.0,3687,0.71983886
50.5,3698,0.93345875
51.0,3798,1.38127
51.5,3739,0.8611419
52.0,3594,0.9671598
52.5,3570,1.3486441
53.0,3307,1.3690407
