Second,Count,Onset Strength
0.0,343,0.49963254
0.5,671,0.28541133
1.0,591,1.6648593
1.5,618,1.2060357
2.0,619,1.1877203
2.5,573,1.3674309
3.0,576,1.3827937
3.5,635,1.4039682
4.0,618,1.0246545
4.5,613,0.43419248
5.0,693,0.31120467
5.5,725,0.7434543
6.0,789,0.56510425
6.5,884,0.35715392
7.0,927,1.592517
7.5,977,1.5476975
8.0,1059,1.1843112
8.5,1052,1.4160495
9.0,948,1.3422899
9.5,1020,0.6989636
10.0,1249,0.8852297
10.5,1393,0.49942443
11.0,1470,0.255368
11.5,1514,0.7527448
12.0,1669,0.6073113
12.5,2070,0.3237982
13.0,2197,1.0295926
13.5,2272,1.5576637
14.0,2412,1.3864903
14.5,2461,1.0829858
15.0,2601,1.50634
15.5,2768,1.3137614
16.0,2623,1.146073
16.5,2556,0.58836585
17.0,2592,0.38594744
17.5,3014,0.73620975
18.0,3011,0.3546037
18.5,2823,0.5793324
19.0,3003,0.7358628
19.5,3074,1.5293751
20.0,2796,1.4845669
20.5,2886,1.4063809
21.0,2970,0.92832
21.5,2837,1.1922835
22.0,3076,1.2272855
22.5,3237,0.69285536
23.0,3276,0.7573582
23.5,3074,1.709082
24.0,2965,1.4782311
24.5,2966,0.9999984
25.0,2887,1.1128299
25.5,2716,1.2412663
26.0,2955,0.8400618
26.5,3109,1.6121637
27.0,2927,1.2756218
27.5,2887,0.8961539
28.0,2949,1.2431114
28.5,3112,1.403034
29.0,3024,0.86417294
29.5,3264,1.3419763
30.0,3577,1.3104588
30.5,3469,1.0764432
31.0,3279,1.3136804
31.5,3420,0.91687506
32.0,3470,0.7160645
32.5,3354,1.4418148
33.0,3659,0.8199341
33.5,3793,0.9778601
34.0,4259,0.72913426
34.5,4218,1.1748496
35.0,4618,0.9922153
35.5,4923,1.5300112
36.0,4828,1.4572289
36.5,4507,0.9738859
37.0,5166,0.6650154
37.5,5122,1.6471286
38.0,5098,0.94394135
38.5,5124,1.5055095
39.0,5427,1.6540229
39.5,5094,1.0966434
40.0,4582,0.6477034
40.5,5336,1.6410497
41.0,5152,1.0592743
41.5,4969,1.1338232
42.0,5071,1.435117
42.5,5293,1.1759946
43.0,4950,0.68085843
43.5,4958,0.94118243
44.0,5113,0.98122823
44.5,5090,0.75688493
45.0,4627,1.1720006
45.5,4788,1.2521274
46.0,5067,1.3763385
46.5,4891,1.4020982
47.0,4632,1.4213547
47.5,4639,1.3464458
48.0,4407,1.0598655
48.5,4226,1.3408173
49.0,4309,1.1959392
49.5,4317,1.2477717
50.0,4464,1.2156737
50.5,4767,1.2399275
51.0,4943,1.1776026
51.5,4412,1.1229402
52.0,4461,0.9022407
52.5,4069,1.1534297
53.0,3861,1.2424232
53.5,3518,0.9902003
54.0,3457,1.1224836
54.5,3359,0.97873926
55.0,3369,1.4632083
55.5,3694,1.2372329
56.0,3610,1.2688091
56.5,3269,1.5881878
57.0,3112,1.1074994
57.5,2998,1.0333413
58.0,3083,0.9600114
58.5,2955,0.9667344
59.0,3101,0.81115705
59.5,3464,0.95841974
60.0,3611,1.182568
60.5,3666,0.9584905
61.0,3476,1.23157
61.5,3066,1.3475294
62.0,2759,1.0368316
62.5,2713,1.2544074
63.0,2564,1.3646704
63.5,2498,0.7689144
64.0,2453,1.1542027
64.5,2660,1.256302
65.0,2757,1.1410204
65.5,2699,0.9704475
66.0,2734,1.2373096
66.5,2536,0.85237324
67.0,2592,1.5644153
67.5,2657,1.5254334
68.0,2679,1.0570246
68.5,2716,1.2697392
69.0,2645,1.1076403
69.5,2607,0.7988166
70.0,2680,0.81113666
70.5,2476,0.89953053
71.0,2273,1.0068185
71.5,2361,1.1257613
72.0,2381,1.4564648
72.5,2325,1.2967405
73.0,2247,1.2489972
73.5,2059,0.8664838
74.0,2153,1.3466394
74.5,2183,0.70004004
75.0,2111,0.75542885
75.5,2320,1.4144096
76.0,2430,0.95348287
76.5,2393,0.59931326
77.0,2349,1.8070996
77.5,2613,1.0917363
78.0,2532,1.3497965
78.5,2335,1.2506438
79.0,2182,1.2741535
79.5,2499,0.9560545
80.0,2254,1.0428118
80.5,2207,1.0439999
81.0,2372,0.74522406
81.5,2491,1.1248673
82.0,2502,1.1368682
82.5,2645,0.6293651
83.0,2716,1.5766208
83.5,2510,1.1856122
84.0,2682,1.4174848
84.5,2626,1.022906
85.0,2552,1.6150345
85.5,2866,0.7858227
86.0,2985,1.2150288
86.5,2984,1.5694722
87.0,3006,1.1418408
87.5,3239,1.0097336
88.0,2902,0.84936756
88.5,2880,0.9750399
89.0,3004,1.3738871
89.5,3227,1.3238888
90.0,3024,1.3945175
90.5,3698,1.4840232
91.0,3812,1.2796551
91.5,3586,1.1221845
92.0,3839,0.9724578
92.5,3982,0.8830545
93.0,3881,1.010482
93.5,3556,1.1696788
94.0,3849,1.6367757
94.5,3954,1.2544239
95.0,3734,1.0667403
95.5,3761,1.2603456
96.0,4137,0.8631632
96.5,3290,1.288718
97.0,3128,1.1022438
97.5,3225,1.3656591
98.0,2869,1.1731042
98.5,2339,0.8328585
99.0,2305,1.0923839
99.5,2300,1.0698811
100.0,2197,0.7405277
100.5,2362,1.228094
101.0,2358,0.95047784
101.5,2390,1.2102479
102.0,1966,0.6588943
102.5,2340,1.3579232
103.0,2241,0.62367153
103.5,2502,0.9966929
104.0,2675,1.2778751
104.5,2638,1.1825892
105.0,2506,1.2554044
105.5,2386,1.2673192
