Second,Count,Onset Strength
0.0,295,0.6976823
0.5,605,1.1918606
1.0,590,0.21462427
1.5,589,0.9741331
2.0,611,1.1314609
2.5,623,1.3342196
3.0,577,0.7525936
3.5,566,1.485111
4.0,655,1.026001
4.5,677,0.883057
5.0,680,1.2138826
5.5,727,0.0
6.0,799,1.4854896
6.5,1024,1.0962896
7.0,1086,1.4513897
7.5,1168,1.1601942
8.0,1295,1.1818436
8.5,1451,1.3617105
9.0,1328,1.5890787
9.5,1305,1.2771982
10.0,1254,1.363596
10.5,1313,1.7002327
11.0,1174,1.4615756
11.5,1388,1.2730895
12.0,1516,1.3157628
12.5,1846,1.5444677
13.0,2049,1.7420243
13.5,2303,1.2385426
14.0,2390,1.704358
14.5,2336,1.249208
15.0,2422,1.4337122
15.5,2486,1.1950092
16.0,2513,1.1121587
16.5,2512,0.9645199
17.0,2753,1.5178002
17.5,2720,1.2607183
18.0,2869,1.5391134
18.5,2798,1.7380966
19.0,3051,1.2723466
19.5,3250,1.7736722
20.0,3320,1.6398497
20.5,3221,1.7340618
21.0,3295,1.3394004
21.5,3050,1.6746991
22.0,3084,1.5365081
22.5,2777,1.7391299
23.0,2910,1.6663609
23.5,3014,1.7550237
24.0,3281,1.6542213
24.5,3112,2.1821344
25.0,3145,1.2101191
25.5,3147,1.4045208
26.0,3348,1.4362546
26.5,3385,0.99762017
27.0,4230,1.5764256
27.5,4404,1.5157899
28.0,4402,1.373889
28.5,4345,1.4490765
29.0,4420,1.869913
29.5,3833,1.488646
30.0,3760,1.6020967
30.5,4053,1.3715057
31.0,4747,1.8427342
31.5,4794,1.7987795
32.0,4823,1.5335647
32.5,4538,1.7338257
33.0,4905,1.5349178
33.5,4902,1.3451082
34.0,4941,1.5973158
34.5,5095,1.4923071
35.0,5106,1.3696742
35.5,3806,1.4010056
36.0,2999,1.4351481
36.5,3390,1.522077
37.0,3599,1.3921537
37.5,3873,1.4980942
38.0,4595,1.2961669
38.5,4358,1.0830021
39.0,4237,1.6714875
39.5,3857,1.1542183
40.0,3636,1.6422863
40.5,3017,1.4208952
41.0,3104,1.5425694
41.5,2728,1.4859976
42.0,2737,1.2070824
42.5,2609,1.6261469
43.0,3119,1.4163154
43.5,3234,1.2393559
44.0,4149,1.3634981
44.5,4329,1.407937
45.0,3986,1.4917846
45.5,3774,1.5815514
46.0,3323,1.4251873
46.5,3057,1.6957133
47.0,3378,1.4656583
47.5,3462,1.2832385
48.0,3084,1.4247319
48.5,3432,1.5978805
49.0,4031,1.5087972
49.5,3451,1.5441179
50.0,3228,1.2040844
50.5,4258,1.3874553
51.0,5127,1.4671298
51.5,4608,1.4575243
52.0,4836,1.4168681
52.5,4579,1.4170191
53.0,4140,1.5953416
53.5,3486,1.5838293
54.0,3691,1.372379
54.5,3780,1.470399
55.0,3859,1.7345189
55.5,3706,1.4490665
56.0,3989,1.5052705
56.5,4245,1.4935765
57.0,4028,1.7434239
57.5,3853,1.8572181
58.0,3364,1.3960992
58.5,3071,1.4164107
59.0,2690,1.3874342
59.5,2455,1.4554727
60.0,2660,1.413978
60.5,2328,1.4450357
61.0,1945,1.3703924
61.5,2030,1.0951046
62.0,2514,1.4458567
62.5,2142,1.3779348
63.0,2255,1.2405766
63.5,2448,1.2800381
64.0,2765,1.1981838
64.5,2815,1.2353126
65.0,2661,1.2544342
65.5,2665,1.7852566
66.0,2538,1.5577797
66.5,2277,1.3145752
67.0,1945,1.2667783
67.5,1983,1.1622715
68.0,2028,1.2908603
68.5,1665,1.2924821
69.0,2022,1.25813
69.5,2388,1.2652851
70.0,2675,1.2143241
70.5,2667,1.1431199
71.0,3104,1.2094448
71.5,3445,1.1475978
72.0,3667,1.1442822
72.5,3465,1.3359723
73.0,3532,1.1560551
73.5,3191,1.2754842
74.0,2679,1.3223615
74.5,1995,1.4201638
75.0,1927,1.4197628
75.5,1800,0.9879087
76.0,1839,1.1725532
76.5,2011,1.1754358
77.0,2076,1.4491237
77.5,2287,1.2870561
78.0,2576,1.2418966
78.5,2620,1.1333272
79.0,2956,1.0788
79.5,2892,1.2058333
80.0,2284,1.0207334
80.5,1853,1.2974613
81.0,1637,1.3966084
81.5,1415,1.2349151
82.0,1487,1.2695719
82.5,2022,1.3575326
83.0,2065,1.3391477
83.5,2460,1.3864226
84.0,2696,1.9857146
84.5,2763,1.3661153
85.0,2153,1.520038
85.5,2164,1.4316411
86.0,2133,1.6580088
86.5,2218,1.8235722
87.0,2181,1.7697241
87.5,1836,1.2274814
88.0,1834,1.5371987
88.5,1957,1.9283096
89.0,1816,1.800681
89.5,1907,1.283447
90.0,2426,1.1202928
90.5,2275,1.5062171
91.0,2213,1.4833012
91.5,2210,1.6304921
92.0,1866,1.3641846
92.5,1658,0.77410674
93.0,1752,1.0618521
93.5,2014,1.6771363
94.0,2082,1.3653747
94.5,2155,2.153048
95.0,2054,1.7088428
95.5,2012,1.8412169
96.0,2115,1.0846078
96.5,1917,1.6691428
97.0,1975,1.4523218
97.5,2048,1.7670918
98.0,1974,1.3254421
98.5,1672,1.8313146
99.0,1751,1.8636696
99.5,1894,2.0041564
100.0,1823,1.9034932
100.5,1956,1.1019027
101.0,2111,1.3667569
101.5,2138,1.5426854
102.0,2210,1.3338915
102.5,2407,1.6173248
103.0,2416,1.6191636
103.5,2375,1.7549205
104.0,2331,1.6740516
104.5,2362,1.5141606
105.0,2416,1.4426932
105.5,2258,1.5290719
106.0,2537,1.5415606
106.5,2543,1.4992319
107.0,2715,1.7635266
107.5,2508,1.2995532
108.0,2640,1.5426297
108.5,2656,1.459949
109.0,2377,1.2774764
109.5,2389,1.4538549
110.0,2452,1.5356692
110.5,2358,1.3125429
111.0,2324,1.3776647
111.5,2686,1.5459718
112.0,2321,1.4656547
112.5,2052,1.6383032
113.0,2219,1.1738847
113.5,2268,1.5962262
114.0,2239,1.3669692
114.5,2126,1.2376908
115.0,2286,1.6283358
115.5,2624,1.6259265
116.0,3027,1.6473751
116.5,3547,1.3949109
117.0,3963,1.3479245
117.5,3192,1.5521265
118.0,2473,1.4412479
118.5,1958,1.3775166
119.0,1782,1.2463135
119.5,1854,1.3338844
120.0,1882,1.4137783
120.5,2231,1.5536989
121.0,2323,1.5128478
121.5,2442,1.1868148
122.0,2272,1.5829192
122.5,2347,1.6336172
123.0,2177,1.1236691
123.5,1905,1.3599775
124.0,1531,1.7492472
124.5,1762,1.4911528
125.0,1534,1.5714438
125.5,1281,1.2768615
126.0,1309,1.4699606
126.5,1758,1.4071314
127.0,1814,1.6486374
127.5,1744,1.398311
128.0,1912,1.3796121
128.5,2117,1.5709413
129.0,2228,1.6835437
129.5,2363,1.4889014
130.0,2244,1.4697174
130.5,2121,1.6571517
131.0,1783,1.1728313
131.5,1637,1.650614
132.0,1639,1.5156318
132.5,1658,1.7328655
133.0,1616,1.8174279
133.5,1807,1.1647195
134.0,2107,1.5391383
134.5,1853,1.3894368
135.0,1354,1.4510072
135.5,1566,1.3114703
136.0,2046,1.4666293
136.5,1969,1.1564896
137.0,1681,1.259173
137.5,1783,1.2854596
138.0,1573,1.3482634
138.5,1532,1.2364154
139.0,1610,1.1912129
139.5,1780,1.255819
140.0,1877,1.3332958
140.5,2242,1.2303257
141.0,2517,1.8357705
141.5,2462,1.547852
142.0,2599,1.2750837
142.5,2399,1.0280752
143.0,2627,1.1993773
143.5,2535,1.2049868
144.0,2548,1.4427922
144.5,2001,1.218174
145.0,1886,1.1450248
145.5,1610,1.099319
146.0,1604,1.2898133
146.5,1650,1.0447075
147.0,1468,1.07319
147.5,1746,1.2789968
148.0,1813,1.3402832
148.5,1661,1.292994
149.0,1608,1.2767972
149.5,1740,1.3824612
150.0,1916,1.4672455
150.5,1752,1.2294841
151.0,1811,1.1771758
151.5,1864,1.1904303
152.0,1995,1.3732822
152.5,1774,1.2999034
153.0,1533,1.2837754
153.5,1353,1.1768357
154.0,1312,0.9866377
154.5,1415,1.2261516
155.0,1392,0.99159914
155.5,1530,1.1423148
156.0,1521,1.3984225
156.5,1466,1.2566779
157.0,1524,1.2744975
157.5,1331,1.3781585
158.0,1450,1.337743
158.5,1618,1.3475181
159.0,1644,1.5647553
159.5,1678,1.7060434
160.0,1702,1.610713
160.5,1663,1.4294528
161.0,1593,1.3473195
161.5,1458,1.9971672
162.0,1478,1.6836959
162.5,1405,1.6830612
163.0,1258,1.3197061
163.5,1442,1.9573452
164.0,1563,1.692342
164.5,1619,1.4629048
165.0,1396,1.3446827
165.5,1482,1.4502152
166.0,1139,1.2633518
166.5,1063,1.5297767
167.0,1032,1.2808125
167.5,1070,1.0745444
168.0,983,1.3015589
168.5,1002,1.0280752
169.0,954,1.5869642
169.5,892,1.2433928
170.0,1061,1.5500419
170.5,1094,1.2478185
171.0,1149,1.550417
171.5,1095,1.3198389
172.0,1067,1.4876715
172.5,1063,1.0162101
173.0,1006,1.2568372
173.5,1062,1.4244072
174.0,1012,1.6415097
174.5,1100,1.3595665
175.0,1186,1.442966
175.5,1259,1.4365855
176.0,1277,1.7660785
176.5,1406,1.4103444
177.0,1496,1.6516935
177.5,1387,1.1489662
178.0,1456,2.059896
178.5,1385,1.3487061
179.0,1272,1.3820192
179.5,1344,1.623307
180.0,1552,1.3738135
180.5,1531,1.6220075
181.0,1637,1.8267725
181.5,1608,1.6765333
182.0,1663,1.7929204
182.5,1534,1.5382321
183.0,1716,1.2466522
183.5,1510,1.7871156
184.0,1475,1.3538283
184.5,1465,1.6897743
185.0,1247,1.4226689
185.5,1185,1.7635115
186.0,1333,1.5358537
186.5,1539,1.6659505
187.0,1624,1.5014397
187.5,1544,1.7574764
188.0,1578,1.4339968
188.5,1677,1.5966015
189.0,1902,1.0928581
189.5,1875,1.8244672
190.0,1860,1.2593868
190.5,1823,1.9014385
191.0,1664,1.6114615
191.5,1581,1.1672807
192.0,1469,1.5571593
192.5,1342,1.483452
193.0,1393,1.3556367
193.5,1435,1.5758603
194.0,1713,1.6342396
194.5,1886,1.5680436
195.0,1832,1.4590888
195.5,1851,1.6599368
196.0,1840,1.5828838
196.5,1805,1.3477535
197.0,1732,1.3304027
197.5,1619,1.6855102
198.0,1401,1.5241593
198.5,1349,1.7113236
199.0,1437,1.6816283
199.5,1511,1.5105939
200.0,1629,1.4444304
200.5,1760,1.2559913
201.0,1588,1.143044
201.5,1877,1.165763
202.0,2013,1.7388971
202.5,1952,1.8464522
203.0,1838,1.4222652
203.5,1753,1.5389256
204.0,1610,1.6503986
204.5,1705,1.5150554
205.0,1490,1.2343184
205.5,1463,1.2470413
206.0,1302,1.1202219
206.5,1277,1.1239464
207.0,1170,1.347274
207.5,1338,1.7819922
208.0,1464,1.794173
208.5,1452,1.5102026
209.0,1565,1.292135
209.5,1623,1.2206955
210.0,1419,1.1863254
210.5,1245,1.3990134
211.0,1108,1.2630808
211.5,880,1.3009517
212.0,745,0.9686979
212.5,792,1.2100691
213.0,742,1.2560306
213.5,830,1.0125425
214.0,921,1.116901
214.5,1023,1.219169
215.0,1071,1.3614296
215.5,1161,1.2984478
216.0,1163,1.3354362
216.5,842,1.3403674
217.0,905,1.3359543
217.5,882,1.0647575
218.0,910,1.1405655
218.5,837,1.3050916
219.0,988,1.2700609
219.5,1002,1.2812394
220.0,937,1.2408128
220.5,905,1.1998358
221.0,943,1.1679436
221.5,849,1.1810253
222.0,982,1.1483543
222.5,933,1.1288545
223.0,1126,1.5353328
223.5,1073,0.97035867
