Second,Count,Onset Strength
0.0,293,0.50560105
0.5,491,0.96726006
1.0,494,0.9160594
1.5,524,1.3175595
2.0,580,1.0654742
2.5,621,0.80663496
3.0,580,0.632969
3.5,561,1.1719221
4.0,521,1.0393101
4.5,613,0.9336594
5.0,618,1.0413399
5.5,672,0.7928826
6.0,725,0.7667522
6.5,808,1.226175
7.0,829,1.2856163
7.5,920,1.2046683
8.0,1081,1.0605973
8.5,1132,0.83491135
9.0,1264,1.1147751
9.5,1387,0.89459205
10.0,1566,1.2360953
10.5,1689,1.2425466
11.0,1806,0.86103827
11.5,1875,0.87098616
12.0,2018,0.94357955
12.5,2255,1.2641549
13.0,2326,1.1966146
13.5,2367,1.1409342
14.0,2423,1.2282871
14.5,2641,0.9336386
15.0,2644,1.1909782
15.5,2841,0.90838826
16.0,2858,1.2244751
16.5,2885,1.1002145
17.0,2948,0.9975455
17.5,3084,0.9086438
18.0,3068,1.1695721
18.5,2979,1.2503433
19.0,3100,1.1605256
19.5,2969,0.89440376
20.0,2920,0.8019266
20.5,3020,1.0062563
21.0,2999,1.0003598
21.5,2887,0.9300348
22.0,2890,1.0224701
22.5,3029,1.1405138
23.0,2817,1.0783929
23.5,2927,1.266205
24.0,2943,1.2256784
24.5,2857,1.2867837
25.0,2754,1.152429
25.5,2870,1.0792844
26.0,2762,1.3901216
26.5,2758,0.9905203
27.0,2726,0.90812725
27.5,2608,1.3017603
28.0,2636,1.3703184
28.5,2629,1.1767696
29.0,2472,1.0692939
29.5,2448,1.157454
30.0,2401,0.99919313
30.5,2476,1.3940494
31.0,2330,1.0089394
31.5,2343,1.510543
32.0,2340,0.9129499
32.5,2277,0.84407675
33.0,2279,0.9982418
33.5,2212,1.194032
34.0,2300,1.0878375
34.5,2232,1.1471635
35.0,2104,0.9769427
35.5,2137,0.96951276
36.0,2203,1.0943033
36.5,2219,0.9838495
37.0,2269,0.8942644
37.5,2192,1.2432141
38.0,2145,0.92535055
38.5,2092,0.93431926
39.0,2152,1.3627487
39.5,2232,1.2239612
40.0,2151,1.0015924
40.5,2196,0.89238733
41.0,2081,1.0575553
41.5,2134,0.9494676
42.0,2053,0.89484936
42.5,2038,1.0452833
43.0,2175,1.2722379
43.5,2163,0.95530087
44.0,2080,0.7873962
44.5,1990,0.69242316
45.0,1995,0.9894447
45.5,2121,1.054189
46.0,1973,0.9555958
46.5,1889,0.67016715
47.0,1915,0.57763106
47.5,1935,1.1677852
48.0,1900,0.94707066
48.5,1735,0.9167791
49.0,1620,1.0569276
49.5,1727,0.68259025
50.0,1771,0.73355734
50.5,1811,1.1111469
51.0,1609,0.9801109
51.5,1652,1.0769006
52.0,1788,0.6053026
52.5,1821,0.5270609
53.0,1919,1.095995
53.5,1918,0.8003485
54.0,2204,0.86114997
54.5,2776,0.9010865
55.0,2344,0.70247287
