Second,Count,Onset Strength
0.0,191,0.45452183
0.5,337,0.48314878
1.0,337,0.63939947
1.5,335,0.6331112
2.0,406,0.693799
2.5,420,0.70976365
3.0,410,0.7031891
3.5,413,0.7337408
4.0,438,0.80018944
4.5,485,0.9235131
5.0,511,0.82637584
5.5,529,0.8174606
6.0,705,0.844619
6.5,851,0.7535882
7.0,909,0.7930776
7.5,872,0.73110557
8.0,916,0.66993606
8.5,855,1.0747538
9.0,807,0.9508075
9.5,739,1.1004544
10.0,761,1.2699883
10.5,769,1.2564546
11.0,799,1.1301886
11.5,1001,1.0151608
12.0,972,1.3665195
12.5,1043,1.1464211
13.0,1184,1.4178687
13.5,1270,1.0617899
14.0,1477,1.4442261
14.5,1739,1.4424028
15.0,2035,1.2388058
15.5,2298,1.0987947
16.0,2703,1.1818174
16.5,2970,1.4651803
17.0,3441,0.8653061
17.5,3918,1.1464378
18.0,4091,1.0623043
18.5,4415,1.1182975
19.0,4701,1.4145329
19.5,4891,1.1287503
20.0,5108,1.3302773
20.5,5120,1.1103431
21.0,4830,1.2372153
21.5,4745,0.9322468
22.0,4521,1.3112184
22.5,4699,0.9827476
23.0,4669,0.85725725
23.5,4864,0.87268233
24.0,5037,1.2382396
24.5,4815,1.0793453
25.0,5074,0.74355894
25.5,4995,1.1140318
26.0,4561,1.0908885
26.5,4752,0.9934239
27.0,4874,0.938031
27.5,4537,1.0478605
28.0,4651,0.814642
28.5,4481,1.1990681
29.0,4150,1.1619627
29.5,4011,1.2876474
30.0,4043,1.1606071
30.5,3843,1.2787533
31.0,3980,1.2317243
31.5,4236,1.15328
32.0,4276,1.1771071
32.5,3806,0.891166
33.0,3296,1.1928151
33.5,3810,1.0379854
34.0,4004,1.004404
34.5,4046,1.184089
35.0,4235,1.3299665
35.5,4398,0.938203
36.0,4479,1.0656198
36.5,4111,1.024254
37.0,4252,0.9369472
37.5,4435,1.2760996
38.0,4539,0.99896765
38.5,4535,1.1215321
39.0,4418,1.2095555
39.5,4420,1.27034
40.0,4319,1.1179982
40.5,4259,0.9792826
41.0,3645,1.048823
41.5,3646,1.1084801
42.0,3395,0.95561713
42.5,3293,0.93879354
43.0,3640,1.0290382
43.5,3710,1.0113785
44.0,3768,1.2454792
44.5,3563,1.1453799
45.0,3944,1.3459479
45.5,3160,1.1152761
46.0,2926,1.3263152
46.5,2897,1.4892341
47.0,3603,1.4823842
47.5,3300,1.3807918
48.0,3088,1.3415318
48.5,3075,1.5906674
49.0,2225,1.2333876
49.5,2793,1.6103576
50.0,3238,1.1364692
50.5,3776,1.3211854
51.0,3381,1.4937354
51.5,3707,1.5667667
52.0,3849,1.3132659
52.5,3814,1.3001025
53.0,3848,1.4616646
53.5,5226,1.2255176
54.0,4569,1.7368822
54.5,5263,1.4223936
55.0,6390,1.4557719
55.5,6133,1.282517
56.0,4729,1.3774015
56.5,4270,1.3347561
57.0,4274,1.5206794
57.5,4882,1.4465125
58.0,5299,1.2036171
58.5,5428,1.5594301
59.0,5117,1.4954922
59.5,6128,1.5535154
60.0,6288,1.1055688
60.5,5881,1.4594173
61.0,5947,1.2857133
61.5,6199,1.6230032
62.0,5993,1.3502765
