Second,Count,Onset Strength
0.0,342,1.8806751
0.5,699,2.0034826
1.0,852,1.4599892
1.5,1039,1.4368194
2.0,1111,1.3950305
2.5,1058,1.4497986
3.0,1107,1.5088973
3.5,1108,1.1599072
4.0,1192,0.7182961
4.5,1185,1.2724606
5.0,1273,1.1915101
5.5,1295,1.2887912
6.0,1375,0.90688527
6.5,1294,1.2027309
7.0,1374,1.0416064
7.5,1530,1.2077676
8.0,1677,0.7832164
8.5,1901,1.2332661
9.0,2099,1.1503704
9.5,2363,1.1292374
10.0,2791,1.2368791
10.5,3054,0.72833973
11.0,3065,1.2560039
11.5,3226,1.5649083
12.0,3382,1.4769554
12.5,3695,1.0857431
13.0,3790,1.2087525
13.5,3978,1.176848
14.0,3619,1.5198939
14.5,3555,0.9999546
15.0,3587,1.6621037
15.5,3459,1.4104893
16.0,3550,1.499926
16.5,3558,1.1785989
17.0,4004,1.6292695
17.5,4840,1.4748994
18.0,5007,1.3778567
18.5,4865,1.679947
19.0,4654,1.0378048
19.5,4626,1.4405043
20.0,4454,1.5410508
20.5,4094,1.6502125
21.0,3883,1.4122394
21.5,4706,1.5838935
22.0,6007,1.6298515
22.5,6386,1.3916409
23.0,7054,1.3786594
23.5,7774,1.5841607
24.0,8128,1.4618331
24.5,7851,1.3447434
25.0,7364,1.7209327
25.5,7609,1.5028993
26.0,7937,1.3748382
26.5,8099,1.4901874
27.0,8293,1.6416097
27.5,8462,1.3936515
28.0,8391,1.4363629
28.5,8469,1.4157875
29.0,8326,1.3558359
29.5,8535,1.3086455
30.0,8273,1.556661
30.5,8103,1.5212282
31.0,7916,1.3612901
31.5,7737,1.4661797
32.0,7341,1.1733497
32.5,6711,1.3811314
33.0,6429,1.4708256
33.5,6811,1.7433507
34.0,6512,1.2177972
34.5,6354,1.814426
35.0,6279,1.3186806
35.5,6439,1.4328309
36.0,6526,1.3427227
36.5,6278,1.5891353
37.0,6375,1.5352081
37.5,6098,1.5399798
38.0,5988,1.7279595
38.5,5800,1.1165116
39.0,5581,1.3994801
39.5,5572,1.3965317
40.0,5498,1.7160568
40.5,5510,1.2995306
41.0,5215,1.496396
41.5,5326,1.3129451
42.0,5153,1.3337147
42.5,4879,1.2525127
43.0,4772,1.4168866
43.5,4844,1.463604
44.0,4718,1.5797926
44.5,4898,1.5711311
45.0,4824,1.089192
45.5,4845,1.520611
46.0,5050,1.4624468
46.5,4994,1.8664634
47.0,4775,1.3630775
47.5,4690,1.7773488
48.0,4636,1.2978613
48.5,4310,1.3803719
49.0,4143,1.4305036
49.5,4195,1.4408797
50.0,4144,1.5198224
50.5,4201,1.4083307
51.0,4178,1.6818923
51.5,3979,1.1295365
52.0,3886,1.4531099
52.5,3703,1.3367333
53.0,3903,1.3721509
53.5,3757,1.2029595
54.0,3775,1.1025727
54.5,3571,1.2138247
