Second,Count,Onset Strength
0.0,213,0.770849
0.5,385,0.33976308
1.0,445,0.7817127
1.5,395,0.72602826
2.0,411,1.033537
2.5,375,0.46998808
3.0,362,0.6351786
3.5,390,0.41093442
4.0,282,0.59953725
4.5,329,0.3820055
5.0,350,0.7773858
5.5,353,0.6815409
6.0,405,0.79780215
6.5,414,0.4892002
7.0,459,0.6767315
7.5,465,0.6433813
8.0,596,0.7506038
8.5,572,0.43571654
9.0,615,0.74186873
9.5,647,0.6194493
10.0,665,0.88528574
10.5,722,0.44890314
11.0,828,1.0383075
11.5,825,0.5669762
12.0,980,0.8121187
12.5,1036,0.48522142
13.0,1127,0.47681656
13.5,1445,0.43623197
14.0,1429,0.4723892
14.5,1363,0.67797685
15.0,1405,0.64809704
15.5,1362,0.72368073
16.0,1346,1.1012342
16.5,1296,0.87691915
17.0,1333,1.1691508
17.5,1507,1.1448419
18.0,1466,1.1181452
18.5,1385,1.1737316
19.0,1438,1.5053265
19.5,1486,0.97762656
20.0,1565,1.1163946
20.5,1556,1.1907291
21.0,1699,1.4356503
21.5,1831,1.4699931
22.0,1994,1.0346452
22.5,2090,1.2877369
23.0,2266,0.96881866
23.5,2364,0.97691274
24.0,2467,1.1586004
24.5,2492,1.0827485
25.0,2523,1.0210004
25.5,2871,1.4714941
26.0,2818,1.3806182
26.5,3049,1.1920217
27.0,3194,1.2951325
27.5,3419,1.0838281
28.0,3607,1.290075
28.5,3565,1.1609471
29.0,3300,1.1743195
29.5,3132,1.3736906
30.0,2925,1.5082997
30.5,2909,1.136027
31.0,2899,1.2353858
31.5,2834,1.3711323
32.0,3003,1.0401988
32.5,3005,0.97842
33.0,3292,0.9632949
33.5,3442,1.089937
34.0,3740,0.9377808
34.5,3390,1.014106
35.0,3133,1.0616773
35.5,3204,1.361055
36.0,3135,1.2702168
36.5,3476,0.9904104
37.0,3560,1.2316179
37.5,3576,1.2555321
38.0,3266,1.1278231
38.5,3377,1.1224984
39.0,3138,1.1041471
39.5,3288,1.1172571
40.0,3132,1.0375094
40.5,2943,1.3502771
41.0,3179,1.3382132
41.5,2978,1.0202807
42.0,2824,1.4768971
42.5,3150,1.4143454
43.0,3287,1.5260414
43.5,3377,1.6120957
44.0,3251,1.1978953
44.5,3141,1.3362609
45.0,3111,1.5018133
45.5,3167,1.4533547
46.0,3157,1.1687135
46.5,3189,1.7213647
47.0,3090,1.3537976
47.5,3221,1.3144616
48.0,3281,1.2863885
48.5,3333,1.4991008
49.0,3987,1.4468498
49.5,4247,1.5924529
50.0,4407,1.5656403
50.5,4914,1.4217697
51.0,4844,1.2795117
51.5,4066,1.566104
52.0,3867,1.2823746
52.5,4395,1.4110738
53.0,4685,1.4863061
53.5,4628,1.5119807
54.0,4538,1.0900041
54.5,4530,1.5975531
55.0,4652,1.0668865
55.5,4339,1.2623748
56.0,4496,1.2034272
56.5,4573,1.145942
57.0,4425,1.2826893
57.5,4622,1.3223428
58.0,4808,1.5549312
58.5,5119,1.5433667
59.0,5187,1.4706613
59.5,5070,1.297173
60.0,4794,1.4918032
60.5,4644,1.1567799
61.0,4693,1.644411
61.5,5142,1.1792449
62.0,5723,1.3714602
62.5,6008,1.414365
63.0,6117,1.4695988
63.5,5952,1.1768111
64.0,6068,1.2480321
64.5,5885,1.3172947
65.0,5366,1.4012349
65.5,4961,1.3166157
66.0,4760,1.1979626
66.5,4445,1.5315858
67.0,4432,1.5775487
67.5,4790,1.4035786
68.0,4757,1.5483123
68.5,4918,1.1892403
69.0,4341,1.1189743
69.5,4574,1.2886825
70.0,4585,1.5464091
70.5,4725,1.4513445
71.0,4761,1.3359661
71.5,5177,1.4400163
72.0,4924,1.3257273
72.5,5147,1.209177
73.0,4963,1.2167544
73.5,4213,0.8219641
74.0,4265,0.9967919
74.5,4127,0.93915653
75.0,3822,0.8076187
75.5,3713,1.0729603
76.0,3499,1.1801801
76.5,3581,1.206609
77.0,3571,0.93893284
77.5,3678,0.97927415
78.0,3734,1.0157285
78.5,3906,1.0578705
79.0,3951,0.8571043
79.5,4317,1.1228358
80.0,4696,1.1870968
80.5,4792,1.3593501
81.0,4854,1.150207
81.5,4550,1.2230984
82.0,3993,1.3682321
82.5,3538,1.2475764
83.0,2904,1.5147015
83.5,3253,1.2129073
84.0,4125,1.5031103
84.5,4669,1.1874166
85.0,4746,1.3219818
