Second,Count,Onset Strength
0.0,561,1.286486
0.5,1164,2.0499752
1.0,1020,1.501576
1.5,991,1.7099036
2.0,1027,1.8614149
2.5,1024,2.2711582
3.0,922,2.3788269
3.5,1089,1.7612711
4.0,1120,2.5054498
4.5,1115,1.6097597
5.0,1052,2.1555269
5.5,969,1.7178004
6.0,1062,1.9847612
6.5,1197,1.7234128
7.0,1361,2.0120618
7.5,1535,2.0072687
8.0,1794,2.3589783
8.5,2075,1.8457446
9.0,2269,2.1643243
9.5,2537,2.2074068
10.0,2828,1.9859736
10.5,3076,1.771969
11.0,3394,1.6519284
11.5,3779,1.4482719
12.0,3987,2.3368652
12.5,4324,1.9324806
13.0,4403,2.2191048
13.5,4610,1.793934
14.0,4783,2.4989944
14.5,4954,2.2375715
15.0,5132,1.410987
15.5,5009,1.3689952
16.0,5161,1.830872
16.5,5356,2.107803
17.0,5329,1.4650179
17.5,5173,1.7718265
18.0,5255,1.2521423
18.5,5186,2.5594294
19.0,5112,1.5606141
19.5,5057,1.5510293
20.0,5043,1.6533734
20.5,4974,2.0243511
21.0,4905,1.9230595
21.5,4874,1.7630368
22.0,4708,1.6497203
22.5,4677,1.6938975
23.0,4597,1.6031599
23.5,4545,1.2140243
24.0,4359,1.606781
24.5,4398,2.1205003
25.0,4330,1.9779124
25.5,4198,1.6899171
26.0,4123,1.8927664
26.5,4122,1.7633619
27.0,4142,1.7238803
27.5,4204,1.6458013
28.0,4159,1.2000384
28.5,3931,1.497108
29.0,3961,2.108212
29.5,3968,2.1123753
30.0,3871,1.5082608
30.5,3859,1.7406427
31.0,3741,1.9529306
31.5,3896,1.5719146
32.0,3679,1.6598042
32.5,3801,1.2679448
33.0,3668,2.0375283
33.5,3900,1.583435
34.0,3844,1.1405686
34.5,3891,0.98592305
35.0,3904,0.8344055
35.5,4262,1.7067028
36.0,5368,1.585483
36.5,4867,1.0420096
37.0,3882,1.2776004
37.5,3728,1.3469522
38.0,3222,1.4051499
38.5,2917,1.0966432
39.0,2698,1.5420926
39.5,3242,1.6175926
40.0,3567,1.4767911
40.5,3506,1.0239284
41.0,3345,1.3532629
41.5,3238,1.9016961
42.0,3537,1.3159482
42.5,3588,1.190226
43.0,3526,1.2597721
43.5,3379,1.6774364
44.0,3701,1.6223283
44.5,3617,1.1389326
45.0,3293,1.0011809
45.5,3875,1.3319685
46.0,3844,1.9203931
46.5,3411,1.1620971
47.0,3960,1.0122213
47.5,4406,1.6094767
48.0,4625,1.6496583
48.5,4690,1.637825
49.0,5135,1.0198528
49.5,4945,1.4017963
50.0,4935,1.2770301
50.5,5014,1.09576
51.0,5109,1.1952417
51.5,5000,1.4075252
52.0,4818,1.3390821
52.5,4247,1.2080251
53.0,3628,0.9557455
53.5,4166,1.1500419
54.0,3745,1.2513686
54.5,3269,1.4998957
55.0,2886,1.1017405
55.5,3004,1.1542925
56.0,3075,1.4211577
56.5,2876,1.6810191
57.0,2843,1.2060729
57.5,2907,0.98333067
58.0,3206,1.480851
58.5,3352,1.7807022
59.0,3019,1.4274055
59.5,3009,1.1274588
60.0,3442,1.4656063
60.5,3131,1.5367802
61.0,3208,1.413813
61.5,3098,0.96449625
62.0,3671,0.9844113
62.5,3195,1.5778012
63.0,3690,1.5766431
63.5,3604,1.0742348
64.0,3593,1.1744227
64.5,3656,1.5768276
65.0,3817,1.7028154
65.5,3537,1.349938
66.0,3382,1.0751114
66.5,3351,1.3613364
67.0,3264,1.1845331
67.5,3166,1.2900462
68.0,2986,1.0624801
68.5,2899,1.5357093
69.0,2838,1.3639951
69.5,2694,1.166956
70.0,2752,0.9826065
70.5,2566,1.1717421
71.0,2515,1.3544252
71.5,2595,1.1402706
72.0,2485,1.1998098
72.5,2474,1.535413
73.0,2334,1.7926192
73.5,2323,1.4994262
74.0,2336,1.0239154
74.5,2253,1.0849211
75.0,2166,1.4849026
75.5,2161,1.6987185
76.0,2197,1.1929513
76.5,2096,1.0966953
77.0,1997,1.6506544
77.5,2085,2.2789834
78.0,2031,1.836246
78.5,2043,1.4561929
79.0,1998,1.9907151
79.5,2015,2.3592246
80.0,2017,1.6783977
80.5,1948,1.9809537
81.0,1925,1.3058287
81.5,1886,1.494851
82.0,1902,2.1281765
82.5,1909,1.4755913
83.0,1972,1.9169459
83.5,1920,1.4127917
84.0,1921,1.8338078
84.5,2024,1.7888047
85.0,2179,1.9885384
85.5,2134,1.9611479
86.0,2200,1.7522601
86.5,2201,1.3875052
87.0,2355,1.3821535
87.5,2338,1.3093704
88.0,2414,1.8965662
88.5,2462,2.1426473
89.0,2490,1.5610745
89.5,2567,1.7189316
90.0,2598,1.9687067
90.5,2480,1.6623237
91.0,2622,1.2689786
91.5,2615,1.3243196
92.0,2646,1.4404328
92.5,2619,1.5818721
93.0,2619,1.2816039
93.5,2691,1.2846948
94.0,2594,1.0466801
94.5,2779,1.7401992
95.0,2107,1.308949
95.5,2065,1.0478486
96.0,2905,1.2038758
96.5,3311,1.455261
97.0,3623,1.4162426
97.5,3496,1.07636
98.0,3439,1.3606145
98.5,2894,1.7725118
99.0,2516,1.4537396
99.5,2178,1.033687
100.0,2165,1.3468026
100.5,2220,1.6298676
101.0,2215,1.4427593
101.5,2234,1.2271223
102.0,2515,1.2686409
102.5,2767,1.6918466
103.0,2768,1.366912
103.5,2977,1.3543564
104.0,2979,1.0199684
104.5,3330,1.3132709
105.0,4022,1.876127
105.5,4376,1.1655967
106.0,3908,1.0137829
106.5,3590,1.6296732
107.0,3918,1.6106844
107.5,3380,1.6450162
108.0,3275,1.0074705
108.5,3254,1.3736874
109.0,3234,1.3028411
109.5,2929,1.0858548
110.0,2928,1.1553717
110.5,2820,1.2178135
111.0,2770,1.5168402
111.5,2798,1.2631375
112.0,2710,0.98183626
112.5,2557,1.0804673
113.0,2311,1.2276219
113.5,2330,1.5487003
114.0,2400,1.094008
114.5,2427,1.1426765
115.0,2347,1.289818
115.5,2264,1.5237002
116.0,2272,1.3684559
116.5,2113,1.0284251
117.0,1973,1.4990369
117.5,1948,1.6561208
118.0,2245,1.1485223
118.5,2215,1.3212258
119.0,2093,1.4283938
119.5,2355,1.4527817
120.0,2738,1.2213279
120.5,2859,1.1128109
121.0,2600,1.0544361
121.5,2550,1.4753395
122.0,2127,1.5845928
122.5,1966,1.0960338
123.0,1802,1.1439025
123.5,1790,1.5434233
124.0,1857,1.6276742
124.5,1886,1.3488097
125.0,1758,0.9519016
125.5,2070,1.4513683
126.0,2109,1.169174
126.5,1986,1.255278
127.0,1850,1.0457582
127.5,1866,1.4526509
128.0,1823,1.4463756
128.5,1761,1.1424878
129.0,1562,0.9972114
129.5,1625,1.068087
130.0,1566,1.1969489
130.5,1496,1.3624791
131.0,1501,1.1260409
131.5,1488,1.4990052
132.0,1409,1.5375462
132.5,1354,1.4548234
133.0,1256,1.152602
133.5,1372,1.1067892
134.0,1331,1.4197587
134.5,1329,1.2871647
135.0,1262,1.498448
135.5,1308,1.0722023
136.0,1314,1.6604775
136.5,1255,1.6721452
137.0,1201,1.5099136
137.5,1216,1.1407068
138.0,1178,1.0148705
138.5,1178,1.5702076
139.0,1222,1.4803854
139.5,1232,1.6097351
140.0,1264,1.364769
140.5,1238,1.7412226
141.0,1160,1.4588195
141.5,1140,1.2644064
142.0,1131,1.1762519
142.5,1105,1.1786622
143.0,1186,1.7702465
143.5,1174,1.3908744
144.0,1122,1.2250003
144.5,1020,1.1378977
145.0,1087,1.7565819
145.5,1085,1.7994105
146.0,1104,1.0898775
146.5,1103,1.1097316
147.0,1012,1.2467467
147.5,1116,1.4671979
148.0,1116,1.5422385
148.5,1182,1.3683457
149.0,1204,1.2833836
149.5,1157,1.346954
150.0,1155,1.2268541
150.5,1172,1.1273605
151.0,1210,1.3761293
151.5,1145,1.1746751
152.0,1191,1.237328
152.5,1159,1.3464794
153.0,1172,0.9673189
153.5,1166,1.4568701
154.0,1178,1.1211218
154.5,1189,1.0336912
155.0,1095,1.206305
155.5,1101,1.3435584
156.0,1090,1.3301284
156.5,1035,1.0411185
157.0,1115,1.3432322
157.5,1110,1.6504146
158.0,1168,1.3970994
158.5,1204,1.0137715
159.0,1238,1.0786611
159.5,1318,1.6578293
160.0,1240,1.5417718
160.5,1429,1.2000926
161.0,1639,1.143273
161.5,1623,1.4593533
162.0,1580,1.631146
162.5,1572,1.3015136
163.0,1500,1.0233319
163.5,1391,1.2842185
164.0,1289,1.5018351
164.5,1719,1.3098521
165.0,2104,1.0094137
165.5,2150,1.5284595
166.0,1954,1.4230635
166.5,2007,1.4815627
167.0,2040,1.0091166
167.5,1969,1.2494274
168.0,2094,1.2408801
168.5,2382,1.0116094
169.0,2338,1.142449
169.5,2432,1.29975
170.0,2296,1.47536
170.5,2280,1.3080627
171.0,2162,0.9589526
171.5,2145,1.0859013
172.0,2268,1.1681141
172.5,2568,1.5456194
173.0,2887,1.1516615
173.5,2570,1.0959784
174.0,2420,1.4255248
174.5,2492,1.5712866
175.0,2416,1.3215401
175.5,2469,1.0077937
176.0,2498,1.2508647
176.5,2284,1.6358675
177.0,2348,1.257322
177.5,2144,1.3621255
178.0,1914,1.4142524
178.5,1725,1.2143553
179.0,1670,1.4615383
179.5,1874,1.0581164
180.0,2000,1.0654305
180.5,2141,1.2673285
181.0,2033,1.679697
181.5,1916,1.1301196
182.0,1998,1.1319711
182.5,1521,1.5261877
183.0,1605,1.4583606
183.5,1615,1.4461755
184.0,1588,0.97780067
184.5,1456,1.374618
185.0,1279,1.1744578
185.5,1258,1.1750958
186.0,1241,1.0927162
186.5,1296,1.438566
187.0,1295,1.5100275
187.5,1362,1.1460562
188.0,1219,0.93747824
188.5,1209,1.0319077
189.0,1167,1.4099008
189.5,1169,1.3750261
190.0,1074,1.1807523
190.5,986,1.2677288
191.0,1058,1.6152714
191.5,953,1.5144839
192.0,1074,1.2030617
192.5,988,0.99262595
193.0,1002,1.4399505
193.5,1001,1.4140137
194.0,940,1.3386539
194.5,902,1.099347
195.0,912,1.5145682
195.5,921,1.4841307
196.0,946,1.1426809
196.5,985,1.058364
197.0,977,1.1466986
197.5,918,1.2881693
198.0,912,1.233614
198.5,830,1.189228
199.0,767,1.3647995
199.5,768,1.6587296
200.0,822,1.3862761
200.5,661,1.0863963
201.0,608,1.0636371
201.5,550,1.3716816
202.0,362,1.5856998
202.5,127,1.0685878
203.0,42,1.0383588
203.5,11,1.2921481
