Second,Count,Onset Strength
0.0,108,0.29615685
0.5,202,0.45234862
1.0,205,0.42991972
1.5,234,0.41868666
2.0,252,0.39621472
2.5,281,0.44443586
3.0,307,0.41553023
3.5,329,0.43671998
4.0,372,0.41227475
4.5,415,0.40874302
5.0,567,0.56305987
5.5,694,0.516066
6.0,700,0.5133855
6.5,611,0.48776928
7.0,609,0.4390258
7.5,578,0.43021804
8.0,605,0.3986386
8.5,563,0.37606084
9.0,617,0.3949211
9.5,603,0.36376375
10.0,661,0.5113062
10.5,720,0.5369205
11.0,710,0.53934896
11.5,823,0.5450495
12.0,833,0.46444786
12.5,933,0.58364946
13.0,1011,0.61023444
13.5,1118,0.6052956
14.0,1193,0.5554405
14.5,1333,0.59290373
15.0,1513,0.6409583
15.5,1600,0.6889168
16.0,1872,0.63013655
16.5,2089,0.6650364
17.0,2252,0.69989616
17.5,2650,0.67904884
18.0,2956,0.66793454
18.5,2939,0.8798412
19.0,2928,0.7839341
19.5,2874,1.046225
20.0,2777,1.1974589
20.5,2649,1.0404253
21.0,2614,1.1823716
21.5,2638,1.082991
22.0,2736,1.1519488
22.5,2791,1.0963604
23.0,2803,1.2841295
23.5,3040,1.0834069
24.0,2999,1.195123
24.5,3090,1.0838828
25.0,2952,1.1642915
25.5,2933,1.2147094
26.0,2976,1.0823892
26.5,2937,1.3451934
27.0,2864,1.1550409
27.5,3051,1.0221292
28.0,3119,1.0939125
28.5,3141,1.2339753
29.0,3142,0.9907425
29.5,3125,0.9487168
30.0,3016,1.2013069
30.5,3005,1.1223524
31.0,2934,1.0501963
31.5,2965,0.852405
32.0,3055,1.0083467
32.5,3086,1.2812511
33.0,3334,1.2930737
33.5,3585,1.2618886
34.0,3763,1.092754
34.5,3419,1.2560627
35.0,3353,1.0917856
35.5,3400,1.1192291
36.0,3409,1.0838482
36.5,3227,0.88689643
37.0,3086,1.2257744
37.5,3143,1.0836651
38.0,3300,1.1587597
38.5,3441,1.0285463
39.0,3203,0.87498003
39.5,3387,0.94486314
40.0,3377,1.2685682
40.5,3506,1.22978
41.0,3271,0.998319
41.5,3349,0.97540987
42.0,3038,1.2490916
42.5,3127,1.0747305
43.0,2986,1.1766349
43.5,3102,1.2007638
44.0,2948,1.0892433
44.5,3073,1.1054723
45.0,3235,1.2080718
45.5,3180,1.1043956
46.0,3003,1.0500945
46.5,2915,1.0855585
47.0,2989,1.2411221
47.5,3005,1.0651348
48.0,2919,1.4154221
48.5,2816,1.3971286
49.0,2830,1.1012443
49.5,2851,1.0646656
50.0,2709,0.9734939
50.5,2483,1.0390453
51.0,2507,1.0223962
51.5,2604,1.0350434
52.0,2802,1.0375465
52.5,2772,1.0950738
53.0,2815,1.3688409
53.5,2984,1.0723088
54.0,3100,1.2281451
54.5,3433,1.1108036
55.0,3457,1.2602309
55.5,3990,1.1195666
56.0,4154,0.9544966
56.5,4257,1.0646175
57.0,4056,0.9300216
57.5,4256,1.281672
58.0,4473,1.1047788
58.5,4366,1.0163468
59.0,4451,1.1122936
59.5,4456,0.91377586
60.0,4641,1.1915461
60.5,4631,1.0747281
61.0,4320,1.0471069
61.5,4229,0.9870796
62.0,4152,0.98953664
62.5,4116,0.9185575
63.0,4272,0.8935759
63.5,4180,1.0176449
64.0,4256,1.0723095
64.5,4375,1.101568
65.0,4130,0.8758256
65.5,4226,0.985943
66.0,3935,1.1205612
66.5,3744,1.0112756
67.0,3853,1.1421207
67.5,3697,0.9459692
68.0,3834,0.9577493
68.5,3845,0.98037
69.0,3701,0.93174356
69.5,3861,1.2470635
70.0,3894,0.8767905
70.5,3849,0.94351816
71.0,3831,1.3344992
71.5,3566,0.9579504
72.0,3422,1.1854281
72.5,3354,0.8833008
73.0,3345,1.2953414
73.5,3560,1.2881035
74.0,3891,0.96844393
74.5,3870,1.1388173
75.0,3768,0.8858577
75.5,3753,0.96101797
76.0,3734,0.8533071
76.5,3401,0.8620852
77.0,3496,0.92359525
77.5,3493,0.98803943
78.0,3570,1.1934363
78.5,3650,1.070756
79.0,3780,1.0422517
79.5,3815,0.9147709
80.0,3652,0.9381047
80.5,3671,1.2377152
81.0,3580,1.0209004
81.5,3737,0.9712165
82.0,3587,0.9903378
82.5,3547,1.0672754
83.0,3578,1.140144
83.5,3520,1.056698
84.0,3751,1.4793311
84.5,3748,0.92076707
85.0,3705,1.114257
85.5,3431,1.0547283
86.0,3418,1.2045392
86.5,3037,1.1871772
87.0,3027,1.0545263
87.5,2907,1.1736145
88.0,2857,1.1681781
88.5,2898,1.2305036
89.0,2686,1.4469304
89.5,2543,0.981648
90.0,2761,1.172817
90.5,2601,1.1108463
91.0,2341,0.9757819
91.5,2356,1.2673675
92.0,2835,0.8931858
92.5,2944,1.001684
93.0,2958,1.0866812
93.5,2813,1.2704792
94.0,2862,1.2776408
94.5,2633,1.045058
95.0,2575,1.0573099
95.5,2562,1.1151184
96.0,2595,1.1530031
96.5,2565,1.0300606
97.0,2626,1.0825418
97.5,2546,0.94647145
98.0,2869,1.2368197
98.5,3091,1.1889834
99.0,3038,1.0796822
99.5,2782,0.96466553
100.0,2752,0.95006204
100.5,2657,1.3553929
101.0,2634,1.098111
101.5,2721,0.99502057
102.0,3011,1.0117476
102.5,2835,0.9935555
103.0,2852,1.1658337
103.5,2956,0.84279054
104.0,2936,0.9368735
104.5,2574,1.0802433
105.0,2473,0.94372743
105.5,2311,1.1885139
106.0,2330,1.1043758
106.5,2215,1.0190192
107.0,2094,1.1616609
107.5,2074,1.1479284
108.0,2224,1.2718126
108.5,2170,0.8144912
109.0,2144,0.9228447
109.5,2108,1.0780343
110.0,2137,0.9901146
110.5,2054,1.129557
111.0,2206,1.0221285
111.5,2233,1.0627215
112.0,2151,0.9770993
112.5,2074,0.9340037
113.0,2199,0.9103868
113.5,2344,0.9852402
114.0,2211,1.2717185
114.5,2077,1.1266267
115.0,2133,1.1633998
115.5,2311,0.8346743
116.0,2547,0.9982305
116.5,2593,0.885071
117.0,2650,0.9862068
117.5,2812,0.8878307
118.0,2873,0.8968402
118.5,2792,1.3160527
119.0,2841,1.2050041
119.5,2936,1.0748653
120.0,2810,0.7269006
120.5,2772,0.80561453
121.0,2741,1.2475743
121.5,2696,1.0376204
122.0,2592,0.99373966
122.5,2395,0.97849697
123.0,2327,0.9078142
123.5,2327,1.101001
124.0,2341,1.0077401
124.5,2436,1.0728899
125.0,2454,0.96351445
125.5,2337,1.0238088
126.0,2256,1.1220162
126.5,2170,1.0824088
127.0,2255,1.0827503
127.5,2532,0.98304844
128.0,2614,1.0357989
128.5,2525,1.1072764
129.0,2550,1.058839
129.5,2474,1.0477924
130.0,2491,0.9894189
130.5,2283,1.018076
131.0,2276,1.0389295
131.5,2253,1.1342783
132.0,2195,1.0706754
132.5,2314,0.94403696
133.0,2227,1.0458742
133.5,2287,1.0620683
134.0,2147,1.1234566
134.5,2244,1.0001963
135.0,2283,1.09903
135.5,2232,1.0412558
136.0,2183,0.9852688
136.5,2098,0.99319404
137.0,2090,0.938197
137.5,2143,1.0286309
138.0,2137,1.0074031
138.5,2040,1.0547446
139.0,2004,1.121497
139.5,1913,1.062486
140.0,2047,1.0310622
140.5,1855,1.0052136
141.0,1850,1.0145026
141.5,1794,1.0517695
142.0,1796,0.9083101
142.5,1730,1.0050865
143.0,1720,0.98919475
143.5,1715,1.0645168
144.0,1649,0.9900618
144.5,1558,1.0669578
145.0,1629,1.1008501
145.5,1528,1.0300968
146.0,1491,1.0778022
146.5,1516,1.0879245
147.0,1426,1.0181063
147.5,1503,1.0890034
148.0,1524,1.0367348
148.5,1401,1.0849274
149.0,1443,0.9780873
149.5,1495,1.062905
150.0,1463,1.0145191
150.5,1368,1.0954034
151.0,1293,1.0481395
151.5,1183,0.96558434
152.0,1270,1.1264082
152.5,1197,1.010499
153.0,1204,1.0396944
153.5,1148,1.0685132
154.0,1081,0.98801625
154.5,1093,1.1364781
155.0,1088,1.0838312
155.5,998,1.0750873
156.0,967,0.95583326
156.5,1144,1.0300167
157.0,1220,1.0017266
157.5,1197,1.0672879
158.0,1067,1.0099931
158.5,1101,0.9523252
159.0,1083,1.0778791
159.5,968,1.0681889
160.0,898,1.1064205
160.5,851,0.96980435
161.0,752,0.89979154
161.5,789,1.026195
162.0,841,0.8541659
162.5,806,0.822871
163.0,857,0.8298145
163.5,999,0.71957487
164.0,1024,0.72700024
164.5,868,0.82457715
