Second,Count,Onset Strength
0.0,190,0.5119776
0.5,370,0.6232488
1.0,364,0.603245
1.5,361,0.6019682
2.0,361,0.6119136
2.5,365,0.59864163
3.0,398,0.59777075
3.5,427,0.56691056
4.0,440,0.67240167
4.5,452,0.6615857
5.0,475,0.71715885
5.5,522,0.725736
6.0,582,0.6803269
6.5,603,0.78231597
7.0,637,0.71976846
7.5,725,0.7821995
8.0,1096,0.79493916
8.5,1214,0.85874826
9.0,1223,1.0882021
9.5,1186,0.75534445
10.0,1148,0.9393866
10.5,1120,1.6802361
11.0,1085,1.3946164
11.5,1048,1.2579751
12.0,1016,1.4235194
12.5,972,1.0685034
13.0,1070,1.3504372
13.5,1158,1.2530603
14.0,1376,1.2120402
14.5,1597,0.97044843
15.0,1808,1.0365244
15.5,1921,1.6552618
16.0,2258,1.0213242
16.5,2395,1.394883
17.0,2575,1.215296
17.5,2804,0.98683983
18.0,3014,1.2544942
18.5,3194,1.3327149
19.0,3378,1.2064717
19.5,3767,1.473857
20.0,4016,1.060024
20.5,4217,1.3888527
21.0,4429,1.3118536
21.5,4523,1.1849568
22.0,4712,1.2407897
22.5,4725,1.1228722
23.0,4698,1.0601795
23.5,4721,1.3860517
24.0,4825,1.0304995
24.5,4968,0.9159246
25.0,5039,1.1968814
25.5,4920,1.2971464
26.0,4953,0.96316206
26.5,5053,1.5673872
27.0,4816,1.1948459
27.5,5131,1.2067859
28.0,5289,1.0709838
28.5,5309,1.1333438
29.0,5033,1.177062
29.5,4767,1.015901
30.0,5000,1.1647626
30.5,5232,1.2922786
31.0,5305,0.9137012
31.5,5126,1.1964103
32.0,5165,1.2711024
32.5,4938,1.2664545
33.0,4508,1.3957494
33.5,4133,1.2707499
34.0,4160,1.1494557
34.5,4010,1.0700237
35.0,3882,1.1658744
35.5,3773,1.4972446
36.0,3584,1.2138368
36.5,3519,1.1138228
37.0,3623,1.0950898
37.5,3296,1.4536237
38.0,3524,1.3407947
38.5,3992,1.1281618
39.0,4026,1.0280898
39.5,4087,1.6067588
40.0,4148,1.3565608
40.5,4545,1.100137
41.0,4798,1.518463
41.5,4886,1.7203343
42.0,5215,1.2667928
42.5,5310,1.2565483
43.0,5383,1.2489947
43.5,5128,1.3682957
44.0,4825,1.6956581
44.5,4718,1.2185178
45.0,4424,1.3870747
45.5,4353,1.1126575
46.0,4406,1.3865807
46.5,4471,1.3549442
47.0,4681,1.3314801
47.5,4764,1.3553802
48.0,4765,1.1387615
48.5,4545,1.1919014
49.0,4665,1.3173511
49.5,5037,1.6996394
50.0,4200,1.2946013
50.5,3640,1.5790321
51.0,3215,1.8604417
51.5,3215,1.1124741
52.0,3072,1.663027
52.5,3534,1.3593607
53.0,3949,1.7020507
53.5,3925,1.4449513
54.0,3372,1.1039937
54.5,3572,1.7030867
55.0,4096,1.667163
55.5,4381,1.4894747
56.0,4508,1.5715237
56.5,4469,1.3218346
57.0,5059,1.4534855
57.5,4948,1.5035661
58.0,5123,1.3232799
58.5,4895,1.4225928
59.0,4899,1.2361196
59.5,4469,1.3525524
60.0,5462,1.4320344
60.5,5390,1.6172801
61.0,5479,1.3057351
61.5,5068,1.3722328
62.0,4816,1.5163273
62.5,4368,1.5851365
63.0,4804,1.4818461
63.5,4512,1.2738872
64.0,5067,1.3976295
64.5,5572,1.805935
65.0,5313,1.1958824
65.5,5046,1.5068167
66.0,6163,1.4971516
66.5,5779,1.5037326
67.0,5563,1.5101968
67.5,5435,1.2288077
68.0,5332,1.4205481
68.5,5283,1.3452761
69.0,4971,1.3250145
69.5,4774,1.621658
70.0,4749,1.0003985
70.5,4324,1.5208994
71.0,4315,1.1503676
71.5,4187,1.0419949
72.0,4079,1.41513
72.5,3578,1.2392008
73.0,3314,1.2723352
73.5,3481,0.8899097
74.0,3537,1.5395443
74.5,3420,1.251764
75.0,3330,0.9759825
75.5,3340,1.5841407
