boundaries,labels
0.46439909297052157,5.0
43.79283446712018,2.0
44.35011337868481,1.0
44.90739229024943,1.0
45.464671201814056,1.0
46.021950113378686,1.0
46.53278911564626,1.0
47.09006802721088,1.0
47.64734693877551,3.0
48.204625850340136,3.0
48.76190476190476,3.0
49.31918367346939,3.0
49.87646258503401,3.0
50.43374149659864,3.0
50.991020408163266,3.0
51.54829931972789,3.0
52.10557823129252,3.0
52.66285714285714,3.0
53.22013605442177,4.0
53.777414965986395,4.0
54.33469387755102,4.0
54.89197278911565,4.0
55.40281179138322,4.0
56.006530612244894,4.0
56.563809523809525,4.0
57.12108843537415,4.0
57.63192743764172,4.0
58.2356462585034,4.0
59.350204081632654,4.0
59.86104308390023,4.0
60.46476190476191,4.0
60.97560090702948,4.0
61.532879818594104,4.0
62.09015873015873,4.0
62.64743764172336,4.0
63.20471655328798,4.0
63.76199546485261,4.0
64.87655328798186,4.0
65.43383219954649,4.0
65.99111111111111,4.0
66.54839002267573,4.0
67.662947845805,4.0
68.22022675736962,4.0
68.77750566893424,4.0
69.33478458049886,4.0
69.89206349206349,4.0
70.44934240362812,4.0
71.00662131519275,4.0
71.56390022675737,4.0
72.12117913832199,4.0
72.67845804988661,4.0
73.23573696145125,4.0
73.79301587301588,4.0
74.3502947845805,4.0
74.90757369614512,4.0
75.4184126984127,4.0
75.97569160997732,4.0
77.09024943310658,4.0
77.6475283446712,4.0
78.20480725623582,4.0
78.76208616780045,4.0
79.31936507936508,4.0
79.87664399092971,4.0
80.43392290249433,4.0
80.99120181405895,4.0
81.54848072562358,4.0
82.10575963718821,4.0
85.44943310657597,4.0
86.00671201814059,4.0
86.56399092970521,4.0
87.12126984126984,4.0
87.67854875283447,4.0
88.2358276643991,4.0
88.79310657596372,4.0
89.35038548752834,4.0
89.90766439909297,4.0
90.4649433106576,4.0
91.02222222222223,1.0
91.57950113378685,1.0
92.13678004535147,1.0
96.59501133786848,1.0
97.15229024943311,3.0
97.66312925170068,3.0
98.2204081632653,3.0
98.77768707482993,3.0
99.33496598639456,3.0
99.89224489795919,3.0
100.44952380952381,3.0
101.00680272108843,3.0
101.56408163265306,3.0
102.07492063492063,3.0
102.67863945578232,3.0
103.23591836734694,3.0
103.79319727891156,3.0
104.30403628117914,3.0
104.90775510204081,3.0
105.46503401360545,3.0
106.02231292517007,3.0
106.57959183673469,4.0
107.09043083900227,4.0
107.64770975056689,4.0
108.20498866213151,4.0
108.76226757369615,4.0
109.31954648526077,4.0
109.8768253968254,4.0
110.43410430839002,4.0
110.99138321995464,4.0
111.54866213151928,4.0
112.1059410430839,4.0
112.66321995464853,4.0
113.22049886621315,4.0
113.77777777777777,4.0
114.33505668934241,4.0
114.89233560090703,4.0
115.44961451247165,4.0
116.00689342403628,4.0
116.5641723356009,4.0
117.12145124716554,4.0
117.67873015873016,4.0
118.23600907029478,4.0
118.79328798185941,4.0
119.35056689342403,4.0
119.8614058956916,4.0
120.41868480725624,4.0
120.97596371882086,4.0
121.57968253968254,4.0
122.09052154195011,4.0
122.64780045351473,4.0
123.20507936507937,4.0
123.762358276644,4.0
124.31963718820862,4.0
124.87691609977324,4.0
125.43419501133786,4.0
125.9914739229025,4.0
126.54875283446712,4.0
127.10603174603175,4.0
127.66331065759637,4.0
128.220589569161,4.0
128.77786848072563,4.0
129.33514739229025,4.0
129.89242630385488,4.0
130.4497052154195,4.0
131.00698412698412,4.0
131.56426303854875,4.0
132.12154195011337,4.0
132.678820861678,4.0
133.23609977324264,4.0
133.74693877551022,4.0
134.30421768707484,2.0
134.86149659863946,2.0
135.41877551020409,2.0
135.9760544217687,2.0
136.53333333333333,2.0
137.09061224489795,2.0
162.12172335600906,2.0
162.6790022675737,3.0
163.23628117913833,3.0
163.79356009070295,3.0
164.30439909297053,3.0
164.9081179138322,3.0
165.46539682539682,3.0
166.02267573696145,3.0
166.53351473922902,3.0
167.09079365079364,3.0
167.64807256235827,3.0
168.2053514739229,3.0
168.76263038548754,3.0
169.31990929705216,3.0
169.8771882086168,3.0
170.4344671201814,3.0
170.99174603174603,3.0
171.54902494331066,3.0
172.10630385487528,4.0
172.6635827664399,4.0
173.22086167800452,4.0
173.77814058956915,4.0
174.3354195011338,4.0
174.89269841269842,4.0
175.44997732426305,4.0
176.00725623582767,4.0
176.5645351473923,4.0
177.12181405895691,4.0
177.67909297052154,4.0
178.23637188208616,4.0
178.79365079365078,4.0
179.3509297052154,4.0
179.90820861678006,4.0
181.58004535147393,4.0
182.0908843537415,4.0
182.64816326530612,4.0
183.20544217687075,4.0
183.76272108843537,4.0
184.32,4.0
184.87727891156462,4.0
185.43455782312924,4.0
185.9918367346939,4.0
186.5491156462585,4.0
187.10639455782314,4.0
187.66367346938776,4.0
188.22095238095238,4.0
188.778231292517,4.0
189.33551020408163,4.0
189.89278911564625,4.0
190.45006802721088,4.0
191.0073469387755,4.0
191.56462585034015,4.0
192.12190476190477,4.0
192.6791836734694,4.0
193.19002267573697,4.0
193.7473015873016,4.0
194.30458049886622,4.0
194.86185941043084,4.0
195.41913832199546,4.0
195.97641723356008,4.0
196.5336961451247,4.0
196.99809523809523,4.0
197.55537414965985,4.0
198.15909297052156,4.0
198.76281179138323,4.0
199.32009070294785,4.0
199.87736961451247,4.0
200.4346485260771,4.0
200.99192743764172,4.0
201.54920634920634,4.0
202.10648526077097,4.0
202.6637641723356,4.0
203.2210430839002,4.0
203.77832199546486,4.0
204.28916099773244,4.0
204.8928798185941,4.0
205.45015873015873,4.0
206.00743764172336,4.0
206.56471655328798,4.0
213.57714285714286,4.0
