boundaries,labels
0.8359183673469388,4
35.062131519274374,1
41.37795918367347,2
52.43065759637188,0
58.2356462585034,2
69.28834467120181,0
75.09333333333333,2
77.7404081632653,0
94.04081632653062,1
100.35664399092971,2
111.40934240362812,0
117.16789115646259,2
128.26702947845806,0
134.0255782312925,2
137.74077097505668,0
154.55201814058958,3
159.2888888888889,2
170.3415873015873,0
176.14657596371882,2
187.19927437641724,0
192.9578231292517,2
195.60489795918366,0
201.4098866213152,2
207.77215419501132,0
207.77795918367346,4
