boundaries,labels
0.8359183673469388,10.0
35.062131519274374,0.0
41.37795918367347,0.0
52.43065759637188,3.0
58.2356462585034,0.0
69.28834467120181,3.0
75.09333333333333,3.0
77.7404081632653,6.0
94.04081632653062,9.0
100.35664399092971,0.0
111.40934240362812,4.0
117.16789115646259,0.0
128.26702947845806,0.0
134.0255782312925,8.0
137.74077097505668,6.0
154.55201814058958,0.0
159.2888888888889,0.0
170.3415873015873,4.0
176.14657596371882,0.0
187.19927437641724,4.0
192.9578231292517,8.0
195.60489795918366,5.0
201.4098866213152,7.0
207.77215419501132,2.0
207.77795918367346,10.0
