boundaries,labels
0.7430385487528345,4.0
4.458231292517007,2.0
8.219863945578231,2.0
11.981496598639456,2.0
15.696689342403628,2.0
17.600725623582765,2.0
19.458321995464853,1.0
23.219954648526077,1.0
26.9815873015873,1.0
30.696780045351474,1.0
34.4584126984127,1.0
38.22004535147392,1.0
41.9352380952381,1.0
45.69687074829932,1.0
47.600907029478456,1.0
49.458503401360545,1.0
51.36253968253968,0.0
55.077732426303854,0.0
58.83936507936508,0.0
60.69696145124716,0.0
64.45859410430839,0.0
68.22022675736962,0.0
71.9354195011338,1.0
75.697052154195,1.0
79.45868480725623,1.0
83.22031746031746,1.0
85.07791383219954,1.0
88.83954648526077,1.0
90.69714285714285,1.0
92.601179138322,0.0
96.31637188208617,0.0
100.07800453514739,0.0
101.98204081632653,0.0
105.69723356009071,0.0
109.45886621315192,0.0
111.31646258503402,3.0
113.22049886621315,3.0
115.07809523809524,3.0
118.83972789115646,3.0
122.36916099773242,3.0
126.0843537414966,0.0
129.84598639455783,1.0
131.6107029478458,1.0
133.83981859410432,1.0
137.60145124716553,1.0
139.45904761904762,1.0
143.22068027210884,2.0
146.98231292517008,2.0
150.69750566893424,2.0
154.45913832199545,2.0
158.2207709750567,2.0
160.07836734693876,2.0
163.84,1.0
167.60163265306122,0.0
171.36326530612246,0.0
173.22086167800452,0.0
176.93605442176872,0.0
178.84009070294783,0.0
182.60172335600907,0.0
184.45931972789117,0.0
188.22095238095238,0.0
191.0073469387755,0.0
199.13433106575962,0.0
199.15755102040816,4.0
