Second,Count,Tempo (BPM),Beat Times (s)
0.0,439,[95.703125],0.9868480725623584
0.5,788,[95.703125],1.6137868480725623
1.0,813,[95.703125],2.229115646258504
1.5,789,[95.703125],2.8908843537414968
2.0,857,[95.703125],3.4829931972789114
2.5,878,[95.703125],4.109931972789116
3.0,997,[95.703125],4.73687074829932
3.5,1157,[95.703125],5.363809523809524
4.0,1277,[95.703125],5.990748299319728
4.5,1256,[95.703125],6.6525170068027215
5.0,1167,[95.703125],7.233015873015873
5.5,1144,[95.703125],7.859954648526077
6.0,1088,[95.703125],8.486893424036282
6.5,1100,[95.703125],9.125442176870749
7.0,1123,[95.703125],9.740770975056687
7.5,1202,[95.703125],10.356099773242631
8.0,1206,[95.703125],10.983038548752834
8.5,1201,[95.703125],11.633197278911563
9.0,1280,[95.703125],12.22530612244898
9.5,1272,[95.703125],12.852244897959183
10.0,1406,[95.703125],13.49079365079365
10.5,1520,[95.703125],14.117732426303856
11.0,1759,[95.703125],14.733061224489797
11.5,1901,[95.703125],15.36
12.0,2024,[95.703125],15.986938775510204
12.5,2190,[95.703125],16.637097505668933
13.0,2422,[95.703125],17.240816326530613
13.5,2747,[95.703125],17.867755102040817
14.0,2802,[95.703125],18.48308390022676
14.5,3119,[95.703125],19.13324263038549
15.0,3223,[95.703125],19.736961451247165
15.5,3468,[95.703125],20.36390022675737
16.0,3530,[95.703125],20.99083900226757
16.5,3746,[95.703125],21.62938775510204
17.0,3876,[95.703125],22.244716553287983
17.5,3895,[95.703125],22.86004535147392
18.0,4060,[95.703125],23.48698412698413
18.5,4145,[95.703125],24.102312925170068
19.0,4052,[95.703125],24.74086167800453
19.5,4075,[95.703125],25.36780045351474
20.0,4113,[95.703125],25.98312925170068
20.5,4112,[95.703125],26.62167800453515
21.0,4104,[95.703125],27.237006802721087
21.5,4013,[95.703125],27.840725623582767
22.0,4054,[95.703125],28.490884353741496
22.5,4109,[95.703125],29.1178231292517
23.0,3945,[95.703125],29.733151927437643
23.5,3800,[95.703125],30.360090702947847
24.0,3937,[95.703125],30.98702947845805
24.5,4046,[95.703125],31.63718820861678
25.0,3970,[95.703125],32.24090702947846
25.5,3796,[95.703125],32.86784580498866
26.0,3705,[95.703125],33.483174603174604
26.5,3793,[95.703125],34.11011337868481
27.0,3715,[95.703125],34.73705215419501
27.5,3673,[95.703125],35.37560090702948
28.0,3673,[95.703125],35.99092970521542
28.5,3696,[95.703125],36.64108843537415
29.0,3425,[95.703125],37.23319727891157
29.5,3327,[95.703125],37.87174603174604
30.0,3329,[95.703125],38.48707482993197
30.5,3334,[95.703125],39.13723356009071
31.0,3269,[95.703125],39.74095238095238
31.5,3279,[95.703125],40.36789115646258
32.0,3267,[95.703125],40.99482993197279
32.5,3203,[95.703125],41.64498866213152
33.0,3241,[95.703125],42.237097505668935
33.5,3134,[95.703125],42.8756462585034
34.0,3318,[95.703125],43.490975056689344
34.5,3123,[95.703125],44.12952380952381
35.0,3153,[95.703125],44.73324263038549
35.5,3221,[95.703125],45.37179138321996
36.0,3274,[95.703125],45.9871201814059
36.5,3198,[95.703125],46.625668934240366
37.0,3192,[95.703125],47.2409977324263
37.5,3138,[95.703125],47.867936507936506
38.0,3063,[95.703125],48.48326530612245
38.5,3141,[95.703125],49.09859410430839
39.0,3207,[95.703125],49.73714285714286
39.5,3157,[95.703125],50.3524716553288
40.0,3107,[95.703125],50.979410430839
40.5,2930,[95.703125],51.57151927437642
41.0,3029,[95.703125],52.23328798185941
41.5,2818,[95.703125],52.87183673469388
42.0,2862,[95.703125],53.48716553287982
42.5,2844,[95.703125],54.12571428571429
43.0,3062,[95.703125],54.72943310657596
43.5,2867,[95.703125],55.36798185941043
44.0,3031,[95.703125],55.99492063492063
44.5,2885,[95.703125],56.62185941043084
45.0,2837,[95.703125],57.23718820861678
45.5,2724,[95.703125],57.875736961451246
46.0,2578,[95.703125],58.49106575963719
46.5,2628,[95.703125],59.11800453514739
47.0,2398,[95.703125],59.7449433106576
47.5,2489,[95.703125],60.36027210884354
48.0,2364,[95.703125],60.98721088435374
48.5,2373,[95.703125],61.61414965986395
49.0,2215,[95.703125],62.24108843537415
49.5,2378,[95.703125],62.86802721088436
50.0,2313,[95.703125],63.48335600907029
50.5,2433,[95.703125],64.09868480725623
51.0,2451,[95.703125],64.7372335600907
51.5,2450,[95.703125],65.36417233560091
52.0,2572,[95.703125],65.99111111111111
52.5,2676,[95.703125],66.62965986394558
53.0,2761,[95.703125],67.24498866213152
53.5,2799,[95.703125],67.87192743764173
54.0,2993,[95.703125],68.48725623582766
54.5,3112,[95.703125],69.11419501133787
55.0,3223,[95.703125],69.74113378684807
55.5,3447,[95.703125],70.36807256235828
