Second,Count,Tempo (BPM),Beat Times (s)
0.0,233,[139.67483108],21.46684807256236
0.5,426,[139.67483108],21.942857142857143
1.0,495,[139.67483108],22.36081632653061
1.5,445,[139.67483108],22.82521541950113
2.0,475,[139.67483108],23.254784580498868
2.5,522,[139.67483108],23.661133786848072
3.0,583,[139.67483108],24.09070294784581
3.5,609,[139.67483108],24.508662131519277
4.0,688,[139.67483108],24.891791383219957
4.5,957,[139.67483108],25.35619047619048
5.0,1070,[139.67483108],25.797369614512476
5.5,972,[139.67483108],26.2269387755102
6.0,964,[139.67483108],26.656507936507936
6.5,1017,[139.67483108],27.08607709750567
7.0,1042,[139.67483108],27.5156462585034
7.5,934,[139.67483108],27.93360544217687
8.0,916,[139.67483108],28.374784580498865
8.5,967,[139.67483108],28.8043537414966
9.0,764,[139.67483108],29.23392290249433
9.5,867,[139.67483108],29.675102040816327
10.0,875,[139.67483108],30.093061224489794
10.5,913,[139.67483108],30.53424036281179
11.0,988,[139.67483108],30.95219954648526
11.5,1110,[139.67483108],31.37015873015873
12.0,1194,[139.67483108],31.764897959183678
12.5,1397,[139.67483108],32.229297052154195
13.0,1407,[139.67483108],32.658866213151924
13.5,1593,[139.67483108],33.08843537414966
14.0,1739,[139.67483108],33.51800453514739
14.5,1966,[139.67483108],33.94757369614513
15.0,2105,[139.67483108],34.365532879818595
15.5,2224,[139.67483108],34.81832199546485
16.0,2338,[139.67483108],35.236281179138324
16.5,2536,[139.67483108],35.65424036281179
17.0,2508,[139.67483108],36.04897959183673
17.5,2750,[139.67483108],36.53659863945578
18.0,2686,[139.67483108],36.977777777777774
18.5,2827,[139.67483108],37.384126984126986
19.0,2807,[139.67483108],37.80208616780045
19.5,2815,[139.67483108],38.23165532879818
20.0,2948,[139.67483108],38.66122448979592
20.5,2999,[139.67483108],39.07918367346939
21.0,2818,[139.67483108],39.497142857142855
21.5,2841,[139.67483108],39.92671201814059
22.0,2772,[139.67483108],40.35628117913832
22.5,2737,[139.67483108],40.79746031746032
23.0,2699,[139.67483108],41.23863945578231
23.5,2637,[139.67483108],41.65659863945578
24.0,2467,[139.67483108],42.08616780045352
