Second,Count,Tempo (BPM),Beat Times (s)
0.0,108,[95.703125],19.8530612244898
0.5,202,[95.703125],20.491609977324263
1.0,205,[95.703125],21.118548752834467
1.5,234,[95.703125],21.791927437641725
2.0,252,[95.703125],22.37242630385488
2.5,281,[95.703125],22.99936507936508
3.0,307,[95.703125],23.637913832199548
3.5,329,[95.703125],24.33451247165533
4.0,372,[95.703125],24.90340136054422
4.5,415,[95.703125],25.54195011337869
5.0,567,[95.703125],26.16888888888889
5.5,694,[95.703125],26.81904761904762
6.0,700,[95.703125],27.376326530612246
6.5,611,[95.703125],27.9568253968254
7.0,609,[95.703125],28.688253968253967
7.5,578,[95.703125],29.326802721088438
8.0,605,[95.703125],29.95374149659864
8.5,563,[95.703125],30.580680272108843
9.0,617,[95.703125],31.21922902494331
9.5,603,[95.703125],31.846167800453514
10.0,661,[95.703125],32.47310657596372
10.5,720,[95.703125],33.12326530612245
11.0,710,[95.703125],33.75020408163265
11.5,823,[95.703125],34.43519274376417
12.0,833,[95.703125],34.93442176870748
12.5,933,[95.703125],35.631020408163266
13.0,1011,[95.703125],36.26956916099773
13.5,1118,[95.703125],36.9081179138322
14.0,1193,[95.703125],37.5350566893424
14.5,1333,[95.703125],38.16199546485261
15.0,1513,[95.703125],38.80054421768708
15.5,1600,[95.703125],39.42748299319728
16.0,1872,[95.703125],40.054421768707485
16.5,2089,[95.703125],40.63492063492063
17.0,2252,[95.703125],41.33151927437642
17.5,2650,[95.703125],41.970068027210885
18.0,2956,[95.703125],42.59700680272109
18.5,2939,[95.703125],43.223945578231294
19.0,2928,[95.703125],43.8508843537415
19.5,2874,[95.703125],44.52426303854875
20.0,2777,[95.703125],45.11637188208617
20.5,2649,[95.703125],45.743310657596375
21.0,2614,[95.703125],46.38185941043084
21.5,2638,[95.703125],47.02040816326531
22.0,2736,[95.703125],47.55446712018141
22.5,2791,[95.703125],48.26267573696145
23.0,2803,[95.703125],48.88961451247165
23.5,3040,[95.703125],49.48172335600907
24.0,2999,[95.703125],50.166712018140586
24.5,3090,[95.703125],50.79365079365079
25.0,2952,[95.703125],51.43219954648526
25.5,2933,[95.703125],52.05913832199546
26.0,2976,[95.703125],52.68607709750567
26.5,2937,[95.703125],53.27818594104309
27.0,2864,[95.703125],53.95156462585034
27.5,3051,[95.703125],54.56689342403628
28.0,3119,[95.703125],55.18222222222222
28.5,3141,[95.703125],55.85560090702948
29.0,3142,[95.703125],56.48253968253968
29.5,3125,[95.703125],57.09786848072562
30.0,3016,[95.703125],57.72480725623583
30.5,3005,[95.703125],58.37496598639456
31.0,2934,[95.703125],59.00190476190476
31.5,2965,[95.703125],59.64045351473923
32.0,3055,[95.703125],60.26739229024943
32.5,3086,[95.703125],60.91755102040816
33.0,3334,[95.703125],61.57931972789115
33.5,3585,[95.703125],62.18303854875283
34.0,3763,[95.703125],62.8215873015873
34.5,3419,[95.703125],63.46013605442177
35.0,3353,[95.703125],64.1102947845805
35.5,3400,[95.703125],64.72562358276645
36.0,3409,[95.703125],65.36417233560091
36.5,3227,[95.703125],65.95628117913832
37.0,3086,[95.703125],66.59482993197278
37.5,3143,[95.703125],67.19854875283447
38.0,3300,[95.703125],67.87192743764173
38.5,3441,[95.703125],68.52208616780045
39.0,3203,[95.703125],69.16063492063492
39.5,3387,[95.703125],69.77596371882086
40.0,3377,[95.703125],70.34485260770975
40.5,3506,[95.703125],70.98340136054422
41.0,3271,[95.703125],71.66839002267574
41.5,3349,[95.703125],72.28371882086168
42.0,3038,[95.703125],72.89904761904762
42.5,3127,[95.703125],73.54920634920634
43.0,2986,[95.703125],74.2225850340136
43.5,3102,[95.703125],74.82630385487528
44.0,2948,[95.703125],75.43002267573696
44.5,3073,[95.703125],76.06857142857143
45.0,3235,[95.703125],76.7071201814059
45.5,3180,[95.703125],77.43854875283446
46.0,3003,[95.703125],78.11192743764173
46.5,2915,[95.703125],78.79691609977324
47.0,2989,[95.703125],79.38902494331066
47.5,3005,[95.703125],80.0043537414966
48.0,2919,[95.703125],80.48036281179138
48.5,2816,[95.703125],81.11891156462585
49.0,2830,[95.703125],81.75746031746031
49.5,2851,[95.703125],82.43083900226758
50.0,2709,[95.703125],83.01133786848072
50.5,2483,[95.703125],83.63827664399093
51.0,2507,[95.703125],84.26521541950113
51.5,2604,[95.703125],84.95020408163265
52.0,2802,[95.703125],85.44943310657597
52.5,2772,[95.703125],86.00671201814059
53.0,2815,[95.703125],86.63365079365079
53.5,2984,[95.703125],87.37668934240362
54.0,3100,[95.703125],88.06167800453515
54.5,3433,[95.703125],88.68861678004535
55.0,3457,[95.703125],89.31555555555556
55.5,3990,[95.703125],89.98893424036281
56.0,4154,[95.703125],90.5926530612245
56.5,4257,[95.703125],91.2195918367347
57.0,4056,[95.703125],91.8465306122449
57.5,4256,[95.703125],92.48507936507936
58.0,4473,[95.703125],93.11201814058956
58.5,4366,[95.703125],93.73895691609977
59.0,4451,[95.703125],94.37750566893423
59.5,4456,[95.703125],95.0160544217687
60.0,4641,[95.703125],95.64299319727893
60.5,4631,[95.703125],96.26993197278912
61.0,4320,[95.703125],96.90848072562358
61.5,4229,[95.703125],97.5354195011338
62.0,4152,[95.703125],98.162358276644
62.5,4116,[95.703125],98.80090702947844
63.0,4272,[95.703125],99.42784580498866
63.5,4180,[95.703125],100.0431746031746
64.0,4256,[95.703125],100.6701133786848
64.5,4375,[95.703125],101.3318820861678
65.0,4130,[95.703125],101.958820861678
65.5,4226,[95.703125],102.5857596371882
66.0,3935,[95.703125],103.18947845804988
66.5,3744,[95.703125],103.85124716553288
67.0,3853,[95.703125],104.47818594104308
67.5,3697,[95.703125],105.01224489795918
68.0,3834,[95.703125],105.74367346938776
68.5,3845,[95.703125],106.38222222222224
69.0,3701,[95.703125],107.00916099773242
69.5,3861,[95.703125],107.82185941043085
70.0,3894,[95.703125],108.3675283446712
70.5,3849,[95.703125],108.91319727891155
71.0,3831,[95.703125],109.52852607709752
71.5,3566,[95.703125],110.0974149659864
72.0,3422,[95.703125],110.79401360544216
72.5,3354,[95.703125],111.31646258503402
73.0,3345,[95.703125],111.978231292517
73.5,3560,[95.703125],112.64
74.0,3891,[95.703125],113.32498866213152
74.5,3870,[95.703125],113.85904761904762
75.0,3768,[95.703125],114.57886621315193
75.5,3753,[95.703125],115.19419501133788
76.0,3734,[95.703125],115.85596371882086
76.5,3401,[95.703125],116.48290249433109
77.0,3496,[95.703125],117.06340136054422
77.5,3493,[95.703125],117.71356009070294
78.0,3570,[95.703125],118.37532879818596
78.5,3650,[95.703125],119.00226757369614
79.0,3780,[95.703125],119.58276643990928
79.5,3815,[95.703125],120.23292517006804
80.0,3652,[95.703125],120.90630385487528
80.5,3671,[95.703125],121.53324263038547
81.0,3580,[95.703125],122.17179138321995
81.5,3737,[95.703125],122.79873015873017
82.0,3587,[95.703125],123.43727891156465
82.5,3547,[95.703125],124.06421768707484
83.0,3578,[95.703125],124.69115646258504
83.5,3520,[95.703125],125.3297052154195
84.0,3751,[95.703125],125.9566439909297
84.5,3748,[95.703125],126.5835827664399
85.0,3705,[95.703125],127.22213151927436
85.5,3431,[95.703125],127.84907029478458
86.0,3418,[95.703125],128.48761904761903
86.5,3037,[95.703125],129.11455782312925
87.0,3027,[95.703125],129.75310657596373
87.5,2907,[95.703125],130.3800453514739
88.0,2857,[95.703125],131.00698412698412
88.5,2898,[95.703125],131.59909297052155
89.0,2686,[95.703125],132.2724716553288
89.5,2543,[95.703125],132.899410430839
90.0,2761,[95.703125],133.50312925170067
90.5,2601,[95.703125],134.16489795918366
91.0,2341,[95.703125],134.80344671201814
91.5,2356,[95.703125],135.43038548752835
92.0,2835,[95.703125],136.0689342403628
92.5,2944,[95.703125],136.69587301587302
93.0,2958,[95.703125],137.32281179138323
93.5,2813,[95.703125],137.96136054421768
94.0,2862,[95.703125],138.5882993197279
94.5,2633,[95.703125],139.2152380952381
95.0,2575,[95.703125],139.85378684807256
95.5,2562,[95.703125],140.48072562358277
96.0,2595,[95.703125],141.11927437641722
96.5,2565,[95.703125],141.74621315192744
97.0,2626,[95.703125],142.37315192743765
97.5,2546,[95.703125],143.0117006802721
98.0,2869,[95.703125],143.65024943310658
98.5,3091,[95.703125],144.2771882086168
99.0,3038,[95.703125],144.90412698412698
99.5,2782,[95.703125],145.54267573696146
100.0,2752,[95.703125],146.16961451247167
100.5,2657,[95.703125],146.79655328798185
101.0,2634,[95.703125],147.43510204081633
101.5,2721,[95.703125],148.07365079365078
102.0,3011,[95.703125],148.700589569161
102.5,2835,[95.703125],149.3275283446712
103.0,2852,[95.703125],149.95446712018142
103.5,2956,[95.703125],150.59301587301587
104.0,2936,[95.703125],151.21995464852608
104.5,2574,[95.703125],151.8120634920635
105.0,2473,[95.703125],152.48544217687075
105.5,2311,[95.703125],153.11238095238096
106.0,2330,[95.703125],153.71609977324263
106.5,2215,[95.703125],154.36625850340135
107.0,2094,[95.703125],155.01641723356008
107.5,2074,[95.703125],155.6433560090703
108.0,2224,[95.703125],156.28190476190477
108.5,2170,[95.703125],156.90884353741495
109.0,2144,[95.703125],157.53578231292516
109.5,2108,[95.703125],158.17433106575965
110.0,2137,[95.703125],158.80126984126983
110.5,2054,[95.703125],159.42820861678004
111.0,2206,[95.703125],160.06675736961452
111.5,2233,[95.703125],160.6936961451247
