Second,Count,Tempo (BPM),Beat Times (s)
0.0,653,[126.04801829],0.0812698412698412
0.5,1333,[126.04801829],0.5572789115646258
1.0,1480,[126.04801829],1.18421768707483
1.5,1336,[126.04801829],1.6486167800453515
2.0,1380,[126.04801829],2.124625850340136
2.5,1529,[126.04801829],2.6006349206349206
3.0,1396,[126.04801829],3.076643990929705
3.5,1508,[126.04801829],3.703582766439909
4.0,1482,[126.04801829],4.179591836734694
4.5,1543,[126.04801829],4.655600907029479
5.0,1795,[126.04801829],5.131609977324263
5.5,1647,[126.04801829],5.758548752834467
6.0,1989,[126.04801829],6.234557823129252
6.5,2179,[126.04801829],6.710566893424036
7.0,2386,[126.04801829],7.186575963718821
7.5,2395,[126.04801829],7.650975056689342
8.0,2722,[126.04801829],8.126984126984127
8.5,2903,[126.04801829],8.602993197278911
9.0,2861,[126.04801829],9.229931972789116
9.5,2990,[126.04801829],9.7059410430839
10.0,3109,[126.04801829],10.24
10.5,3293,[126.04801829],10.7740589569161
11.0,3336,[126.04801829],11.284897959183674
11.5,3282,[126.04801829],11.749297052154194
12.0,3330,[126.04801829],12.22530612244898
12.5,3455,[126.04801829],12.701315192743763
13.0,3293,[126.04801829],13.188934240362812
13.5,3391,[126.04801829],13.653333333333334
14.0,3343,[126.04801829],14.280272108843535
14.5,3491,[126.04801829],14.75628117913832
15.0,3608,[126.04801829],15.232290249433106
15.5,3838,[126.04801829],15.70829931972789
16.0,4191,[126.04801829],16.172698412698413
16.5,4287,[126.04801829],16.61387755102041
17.0,4353,[126.04801829],17.055056689342404
17.5,4651,[126.04801829],17.4962358276644
18.0,4631,[126.04801829],17.902585034013605
18.5,4810,[126.04801829],18.297324263038547
19.0,5076,[126.04801829],18.715283446712014
19.5,5271,[126.04801829],19.17968253968254
20.0,5382,[126.04801829],19.655691609977325
20.5,5308,[126.04801829],20.131700680272107
21.0,5264,[126.04801829],20.60770975056689
21.5,5652,[126.04801829],21.07210884353741
22.0,5614,[126.04801829],21.559727891156463
22.5,5509,[126.04801829],22.024126984126983
23.0,5773,[126.04801829],22.50013605442177
23.5,5748,[126.04801829],22.96453514739229
24.0,5586,[126.04801829],23.42893424036281
24.5,5528,[126.04801829],23.881723356009072
25.0,5307,[126.04801829],24.38095238095238
25.5,5241,[126.04801829],24.845351473922904
26.0,5205,[126.04801829],25.33297052154195
26.5,4952,[126.04801829],25.774149659863944
27.0,4802,[126.04801829],26.28498866213152
27.5,4647,[126.04801829],26.760997732426304
28.0,4611,[126.04801829],27.237006802721087
28.5,4318,[126.04801829],27.68979591836735
29.0,4560,[126.04801829],28.15419501133787
29.5,4520,[126.04801829],28.63020408163265
30.0,4820,[126.04801829],29.1178231292517
30.5,5013,[126.04801829],29.593832199546487
31.0,4747,[126.04801829],30.08145124716553
31.5,4487,[126.04801829],30.55746031746032
32.0,4548,[126.04801829],31.02185941043084
32.5,4245,[126.04801829],31.48625850340136
33.0,4267,[126.04801829],31.962267573696145
33.5,4278,[126.04801829],32.43827664399093
34.0,4333,[126.04801829],32.91428571428571
34.5,4672,[126.04801829],33.3902947845805
35.0,4606,[126.04801829],33.866303854875284
35.5,4586,[126.04801829],34.34231292517007
36.0,4793,[126.04801829],34.81832199546485
36.5,4806,[126.04801829],35.20145124716553
37.0,4883,[126.04801829],35.60780045351474
37.5,4877,[126.04801829],36.07219954648526
38.0,4943,[126.04801829],36.548208616780045
38.5,4802,[126.04801829],37.02421768707483
39.0,4377,[126.04801829],37.50022675736962
39.5,3961,[126.04801829],37.9762358276644
40.0,3610,[126.04801829],38.45224489795918
40.5,3506,[126.04801829],38.90503401360544
41.0,3474,[126.04801829],39.43909297052154
41.5,3487,[126.04801829],39.84544217687075
42.0,3483,[126.04801829],40.28662131519275
42.5,3174,[126.04801829],40.71619047619048
43.0,2716,[126.04801829],41.145759637188206
43.5,2837,[126.04801829],41.61015873015873
44.0,2880,[126.04801829],42.07455782312925
44.5,2833,[126.04801829],42.5621768707483
45.0,3188,[126.04801829],43.10784580498866
45.5,3296,[126.04801829],43.653514739229024
46.0,3613,[126.04801829],44.14113378684807
46.5,3702,[126.04801829],44.58231292517007
47.0,3903,[126.04801829],45.081541950113376
47.5,3947,[126.04801829],45.5459410430839
48.0,3878,[126.04801829],46.021950113378686
48.5,4383,[126.04801829],46.49795918367347
49.0,4482,[126.04801829],46.985578231292514
49.5,4561,[126.04801829],47.438367346938776
50.0,4323,[126.04801829],47.89115646258504
50.5,5503,[126.04801829],48.34394557823129
51.0,6232,[126.04801829],48.77351473922902
51.5,6433,[126.04801829],49.20308390022676
52.0,6561,[126.04801829],49.69070294784581
52.5,6351,[126.04801829],50.14349206349206
53.0,5976,[126.04801829],50.607891156462586
53.5,5387,[126.04801829],51.07229024943311
54.0,5795,[126.04801829],51.54829931972789
54.5,5799,[126.04801829],52.02430839002268
55.0,5542,[126.04801829],52.50031746031746
55.5,5149,[126.04801829],53.04598639455782
56.0,4952,[126.04801829],53.60326530612245
56.5,4597,[126.04801829],54.06766439909297
57.0,4406,[126.04801829],54.54367346938776
57.5,4578,[126.04801829],55.01968253968254
58.0,5079,[126.04801829],55.41442176870749
58.5,5313,[126.04801829],55.82077097505669
59.0,5432,[126.04801829],56.28517006802721
59.5,5320,[126.04801829],56.74956916099773
60.0,5010,[126.04801829],57.22557823129252
60.5,5076,[126.04801829],57.713197278911565
61.0,4752,[126.04801829],58.18920634920635
61.5,4570,[126.04801829],58.65360544217687
62.0,4344,[126.04801829],59.11800453514739
62.5,4280,[126.04801829],59.59401360544218
63.0,4113,[126.04801829],60.070022675736965
63.5,4048,[126.04801829],60.47637188208617
64.0,3780,[126.04801829],60.91755102040816
64.5,3727,[126.04801829],61.3471201814059
65.0,3654,[126.04801829],61.811519274376415
65.5,3870,[126.04801829],62.2875283446712
66.0,3975,[126.04801829],62.76353741496599
66.5,3745,[126.04801829],63.23954648526077
67.0,3891,[126.04801829],63.715555555555554
67.5,3947,[126.04801829],64.17995464852608
68.0,3929,[126.04801829],64.65596371882086
68.5,3883,[126.04801829],65.12036281179138
69.0,3858,[126.04801829],65.52671201814059
69.5,3830,[126.04801829],65.96789115646258
70.0,3644,[126.04801829],66.39746031746031
70.5,3445,[126.04801829],66.86185941043084
71.0,3343,[126.04801829],67.33786848072562
71.5,3465,[126.04801829],67.81387755102041
72.0,3464,[126.04801829],68.28988662131519
72.5,3505,[126.04801829],68.76589569160998
73.0,3545,[126.04801829],69.2302947845805
73.5,3489,[126.04801829],69.70630385487529
74.0,2899,[126.04801829],70.18231292517007
74.5,2853,[126.04801829],70.58866213151927
75.0,2653,[126.04801829],71.00662131519275
75.5,2539,[126.04801829],71.43619047619048
76.0,2590,[126.04801829],71.91219954648525
76.5,2774,[126.04801829],72.38820861678005
77.0,2618,[126.04801829],72.86421768707483
77.5,2642,[126.04801829],73.32861678004535
78.0,2640,[126.04801829],73.8162358276644
78.5,2681,[126.04801829],74.29224489795918
79.0,2556,[126.04801829],74.7566439909297
79.5,2367,[126.04801829],75.22104308390023
80.0,2161,[126.04801829],75.65061224489796
80.5,2102,[126.04801829],76.08018140589569
81.0,2115,[126.04801829],76.50975056689343
81.5,2194,[126.04801829],76.97414965986394
82.0,2461,[126.04801829],77.43854875283446
82.5,2318,[126.04801829],77.91455782312926
83.0,2337,[126.04801829],78.39056689342404
83.5,2102,[126.04801829],78.86657596371882
84.0,2153,[126.04801829],79.34258503401361
84.5,2166,[126.04801829],79.80698412698413
85.0,2065,[126.04801829],80.28299319727891
85.5,2047,[126.04801829],80.77061224489796
86.0,2096,[126.04801829],81.25823129251701
86.5,1927,[126.04801829],81.73424036281179
87.0,1862,[126.04801829],82.22185941043084
87.5,1694,[126.04801829],82.70947845804989
88.0,1688,[126.04801829],83.16226757369614
88.5,1760,[126.04801829],83.61505668934241
89.0,1665,[126.04801829],84.06784580498866
89.5,1601,[126.04801829],84.4974149659864
90.0,1760,[126.04801829],84.95020408163265
90.5,1759,[126.04801829],85.39138321995465
91.0,1745,[126.04801829],85.86739229024943
91.5,1762,[126.04801829],86.34340136054422
92.0,1796,[126.04801829],86.78458049886622
92.5,1639,[126.04801829],87.2257596371882
93.0,1755,[126.04801829],87.6669387755102
93.5,1626,[126.04801829],88.15455782312925
94.0,1473,[126.04801829],88.6421768707483
94.5,1654,[126.04801829],89.11818594104308
95.0,1525,[126.04801829],89.6174149659864
95.5,1631,[126.04801829],90.1514739229025
96.0,1638,[126.04801829],90.69714285714284
96.5,1612,[126.04801829],91.17315192743764
97.0,1708,[126.04801829],91.64916099773242
97.5,1785,[126.04801829],92.12517006802722
98.0,2093,[126.04801829],92.601179138322
98.5,2213,[126.04801829],93.07718820861678
99.0,2038,[126.04801829],93.5415873015873
99.5,1907,[126.04801829],94.01759637188208
100.0,1863,[126.04801829],94.49360544217689
100.5,1841,[126.04801829],94.96961451247164
101.0,1770,[126.04801829],95.44562358276644
101.5,1601,[126.04801829],95.84036281179138
102.0,1605,[126.04801829],96.28154195011338
102.5,1650,[126.04801829],96.71111111111112
103.0,1757,[126.04801829],97.17551020408165
103.5,2004,[126.04801829],97.6515192743764
104.0,1872,[126.04801829],98.1275283446712
104.5,1750,[126.04801829],98.60353741496598
105.0,1852,[126.04801829],99.2304761904762
105.5,1937,[126.04801829],99.70648526077098
106.0,1970,[126.04801829],100.15927437641724
106.5,2114,[126.04801829],100.64689342403628
107.0,2492,[126.04801829],101.13451247165531
107.5,2478,[126.04801829],101.6105215419501
108.0,2891,[126.04801829],102.07492063492064
108.5,2869,[126.04801829],102.56253968253968
109.0,2614,[126.04801829],103.0269387755102
109.5,2555,[126.04801829],103.47972789115646
110.0,3374,[126.04801829],103.93251700680273
110.5,4273,[126.04801829],104.30403628117914
111.0,3674,[126.04801829],104.76843537414966
111.5,2692,[126.04801829],105.20961451247166
112.0,2397,[126.04801829],105.70884353741496
112.5,2155,[126.04801829],106.18485260770976
113.0,2187,[126.04801829],106.66086167800454
113.5,2322,[126.04801829],107.13687074829932
114.0,2879,[126.04801829],107.61287981859412
114.5,2536,[126.04801829],108.07727891156462
115.0,2311,[126.04801829],108.53006802721087
115.5,2186,[126.04801829],108.98285714285714
116.0,2120,[126.04801829],109.48208616780046
116.5,2181,[126.04801829],109.98131519274376
117.0,2611,[126.04801829],110.45732426303854
117.5,2841,[126.04801829],110.92172335600908
118.0,2864,[126.04801829],111.3861224489796
118.5,2343,[126.04801829],111.86213151927436
119.0,2209,[126.04801829],112.33814058956916
119.5,2362,[126.04801829],112.81414965986394
120.0,2223,[126.04801829],113.29015873015874
120.5,2185,[126.04801829],113.75455782312925
121.0,2061,[126.04801829],114.23056689342404
121.5,2067,[126.04801829],114.70657596371882
122.0,2161,[126.04801829],115.1825850340136
122.5,2075,[126.04801829],115.64698412698412
123.0,1809,[126.04801829],116.05333333333331
123.5,1784,[126.04801829],116.51773242630384
124.0,1911,[126.04801829],116.92408163265306
124.5,1910,[126.04801829],117.38848072562358
125.0,1914,[126.04801829],117.86448979591836
125.5,1802,[126.04801829],118.34049886621315
126.0,1887,[126.04801829],118.81650793650792
126.5,1691,[126.04801829],119.29251700680273
127.0,1528,[126.04801829],119.75691609977324
127.5,1633,[126.04801829],120.23292517006804
128.0,1663,[126.04801829],120.7089342403628
128.5,1725,[126.04801829],121.1849433106576
129.0,1703,[126.04801829],121.66095238095238
129.5,1771,[126.04801829],122.19501133786848
130.0,1685,[126.04801829],122.71746031746032
130.5,1726,[126.04801829],123.2282993197279
131.0,1743,[126.04801829],123.6346485260771
131.5,1694,[126.04801829],124.02938775510204
132.0,1693,[126.04801829],124.49378684807256
132.5,1669,[126.04801829],124.96979591836735
133.0,1661,[126.04801829],125.44580498866212
133.5,1626,[126.04801829],125.92181405895693
134.0,1597,[126.04801829],126.38621315192744
134.5,1595,[126.04801829],126.87383219954648
135.0,1509,[126.04801829],127.338231292517
135.5,1508,[126.04801829],127.8142403628118
136.0,1370,[126.04801829],128.29024943310657
136.5,1350,[126.04801829],128.76625850340136
137.0,1370,[126.04801829],129.2538775510204
137.5,1327,[126.04801829],129.8575963718821
138.0,1270,[126.04801829],130.33360544217686
138.5,1219,[126.04801829],130.80961451247163
139.0,1178,[126.04801829],131.21596371882086
139.5,1200,[126.04801829],131.6455328798186
140.0,1254,[126.04801829],132.07510204081632
140.5,1175,[126.04801829],132.5511111111111
141.0,1225,[126.04801829],133.01551020408164
141.5,1081,[126.04801829],133.49151927437643
142.0,1131,[126.04801829],133.9675283446712
142.5,1074,[126.04801829],134.443537414966
143.0,1080,[126.04801829],134.9079365079365
143.5,1046,[126.04801829],135.39555555555555
144.0,1051,[126.04801829],135.87156462585034
144.5,1033,[126.04801829],136.2895238095238
145.0,985,[126.04801829],136.7074829931973
145.5,934,[126.04801829],137.1254421768707
146.0,947,[126.04801829],137.60145124716553
146.5,903,[126.04801829],138.07746031746032
147.0,917,[126.04801829],138.54185941043085
147.5,883,[126.04801829],139.0178684807256
148.0,916,[126.04801829],139.4938775510204
148.5,894,[126.04801829],139.9698866213152
149.0,816,[126.04801829],140.43428571428572
149.5,834,[126.04801829],140.92190476190476
150.0,851,[126.04801829],141.42113378684806
150.5,866,[126.04801829],141.89714285714285
151.0,950,[126.04801829],142.36154195011338
151.5,873,[126.04801829],142.81433106575963
152.0,867,[126.04801829],143.27873015873016
152.5,831,[126.04801829],143.69668934240363
153.0,821,[126.04801829],144.09142857142857
153.5,802,[126.04801829],144.54421768707482
154.0,840,[126.04801829],145.00861678004534
154.5,832,[126.04801829],145.4033560090703
155.0,898,[126.04801829],145.92580498866212
155.5,873,[126.04801829],146.39020408163265
156.0,885,[126.04801829],146.80816326530612
156.5,923,[126.04801829],147.29578231292518
157.0,866,[126.04801829],147.78340136054422
157.5,899,[126.04801829],148.27102040816325
158.0,992,[126.04801829],148.75863945578232
158.5,1270,[126.04801829],149.28108843537416
159.0,1358,[126.04801829],149.80353741496597
159.5,1428,[126.04801829],150.25632653061226
160.0,1343,[126.04801829],150.72072562358278
160.5,1306,[126.04801829],151.23156462585035
161.0,1311,[126.04801829],151.66113378684807
161.5,1523,[126.04801829],152.1255328798186
162.0,1567,[126.04801829],152.6015419501134
162.5,1589,[126.04801829],153.07755102040815
163.0,1641,[126.04801829],153.55356009070294
163.5,1714,[126.04801829],154.01795918367347
164.0,1590,[126.04801829],154.56362811791382
164.5,1536,[126.04801829],155.12090702947845
165.0,1975,[126.04801829],155.59691609977324
165.5,1839,[126.04801829],156.07292517006803
166.0,1693,[126.04801829],156.47927437641724
166.5,1615,[126.04801829],156.90884353741495
167.0,1698,[126.04801829],157.3384126984127
167.5,1639,[126.04801829],157.8144217687075
168.0,1721,[126.04801829],158.29043083900223
168.5,1628,[126.04801829],158.76643990929705
169.0,1662,[126.04801829],159.23083900226757
169.5,1826,[126.04801829],159.70684807256237
170.0,1944,[126.04801829],160.18285714285713
170.5,1478,[126.04801829],160.65886621315192
171.0,1300,[126.04801829],161.12326530612245
171.5,1521,[126.04801829],161.52961451247165
172.0,1748,[126.04801829],161.9591836734694
172.5,1876,[126.04801829],162.40036281179138
173.0,1922,[126.04801829],162.87637188208618
173.5,1863,[126.04801829],163.3407709750567
174.0,1733,[126.04801829],163.84
174.5,1699,[126.04801829],164.38566893424036
175.0,1759,[126.04801829],164.91972789115647
175.5,1805,[126.04801829],165.39573696145123
176.0,1957,[126.04801829],165.83691609977325
176.5,2089,[126.04801829],166.33614512471655
177.0,2086,[126.04801829],166.81215419501137
177.5,1830,[126.04801829],167.2881632653061
178.0,1731,[126.04801829],167.7641723356009
178.5,1468,[126.04801829],168.2401814058957
179.0,1457,[126.04801829],168.70458049886622
179.5,1469,[126.04801829],169.15736961451248
180.0,1490,[126.04801829],169.61015873015873
180.5,1310,[126.04801829],170.03972789115647
181.0,1166,[126.04801829],170.4692970521542
181.5,1347,[126.04801829],170.95691609977325
182.0,1526,[126.04801829],171.39809523809524
182.5,1557,[126.04801829],171.86249433106576
183.0,1423,[126.04801829],172.33850340136055
183.5,1273,[126.04801829],172.80290249433108
184.0,1243,[126.04801829],173.2905215419501
