Second,Count,Tempo (BPM),Beat Times (s)
0.0,293,[129.19921875],0.8591383219954648
0.5,491,[129.19921875],1.3235374149659864
1.0,494,[129.19921875],1.83437641723356
1.5,524,[129.19921875],2.2871655328798184
2.0,580,[129.19921875],2.786394557823129
2.5,621,[129.19921875],3.2275736961451247
3.0,580,[129.19921875],3.657142857142857
3.5,561,[129.19921875],4.20281179138322
4.0,521,[129.19921875],4.690430839002268
4.5,613,[129.19921875],5.2128798185941045
5.0,618,[129.19921875],5.700498866213152
5.5,672,[129.19921875],6.15328798185941
6.0,725,[129.19921875],6.606077097505669
6.5,808,[129.19921875],7.093696145124716
7.0,829,[129.19921875],7.558095238095238
7.5,920,[129.19921875],8.02249433106576
8.0,1081,[129.19921875],8.498503401360544
8.5,1132,[129.19921875],8.951292517006802
9.0,1264,[129.19921875],9.392471655328798
9.5,1387,[129.19921875],9.926530612244898
10.0,1566,[129.19921875],10.448979591836734
10.5,1689,[129.19921875],10.95981859410431
11.0,1806,[129.19921875],11.470657596371884
11.5,1875,[129.19921875],11.95827664399093
12.0,2018,[129.19921875],12.422675736961452
12.5,2255,[129.19921875],12.863854875283447
13.0,2326,[129.19921875],13.328253968253968
13.5,2367,[129.19921875],13.82748299319728
14.0,2423,[129.19921875],14.32671201814059
14.5,2641,[129.19921875],14.74467120181406
15.0,2644,[129.19921875],15.197460317460315
15.5,2841,[129.19921875],15.719909297052157
16.0,2858,[129.19921875],16.207528344671204
16.5,2885,[129.19921875],16.69514739229025
17.0,2948,[129.19921875],17.171156462585035
17.5,3084,[129.19921875],17.69360544217687
18.0,3068,[129.19921875],18.14639455782313
18.5,2979,[129.19921875],18.634013605442178
19.0,3100,[129.19921875],19.11002267573696
19.5,2969,[129.19921875],19.586031746031747
20.0,2920,[129.19921875],20.085260770975054
20.5,3020,[129.19921875],20.572879818594103
21.0,2999,[129.19921875],21.106938775510205
21.5,2887,[129.19921875],21.524897959183672
22.0,2890,[129.19921875],21.9892970521542
22.5,3029,[129.19921875],22.46530612244898
23.0,2817,[129.19921875],22.976145124716552
23.5,2927,[129.19921875],23.4637641723356
24.0,2943,[129.19921875],23.91655328798186
24.5,2857,[129.19921875],24.36934240362812
25.0,2754,[129.19921875],24.85696145124717
25.5,2870,[129.19921875],25.34458049886621
26.0,2762,[129.19921875],25.83219954648526
26.5,2758,[129.19921875],26.354648526077096
