Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,293,0.42251825,0.49777874,0.6499403,0.8472828,0.9401508,0.6140166,0.29653087,0.29873946,0.2595164,0.22522153,0.27156916,0.37566787
0.5,491,0.39018267,0.24528085,0.26591694,0.41108567,0.6077885,0.56353384,0.6563165,0.68349016,0.64620703,0.63859785,0.4675167,0.52164245
1.0,494,0.14291462,0.043615043,0.03862584,0.025596984,0.15855896,0.42803645,0.22429165,0.1266211,0.22352977,0.5140614,0.84078854,0.5589024
1.5,524,0.15482236,0.09296285,0.07097684,0.11906183,0.39369464,0.3638041,0.46691766,0.6500548,0.54616225,0.57291526,0.47197822,0.31541288
2.0,580,0.21694754,0.1511416,0.094729215,0.16100505,0.5324425,0.42905718,0.42823756,0.6447701,0.6294992,0.62680614,0.413008,0.27541703
2.5,621,0.5615726,0.30710328,0.13942525,0.1412232,0.28095362,0.32271117,0.3669792,0.5078381,0.70303005,0.8195857,0.5394264,0.42733783
3.0,580,0.55485123,0.26253837,0.1596962,0.20160744,0.3800142,0.3746266,0.55274886,0.740635,0.67912084,0.64254475,0.55418634,0.65211475
3.5,561,0.5098397,0.2174506,0.17000122,0.21833205,0.29216206,0.36431485,0.6476341,0.76915747,0.64908695,0.5741979,0.57647455,0.70837706
4.0,521,0.6137897,0.7381665,0.7483336,0.5878352,0.3228427,0.20659101,0.24450134,0.3797126,0.4192513,0.4698134,0.42877316,0.57386786
4.5,613,0.20299502,0.37798136,0.62359375,0.4037371,0.587512,0.54085106,0.3210598,0.24407908,0.1214724,0.078791365,0.10851004,0.23005691
5.0,618,0.2950474,0.292352,0.36282524,0.25193337,0.31034136,0.3690146,0.46711296,0.66856045,0.60203046,0.5780371,0.36313513,0.2673311
5.5,672,0.3638626,0.25614643,0.1948422,0.074292384,0.14515537,0.23932038,0.5900391,0.97395,0.5754682,0.34404656,0.17745736,0.17775172
6.0,725,0.41372126,0.26217595,0.29193014,0.25766346,0.23702788,0.31469423,0.68332994,0.9464595,0.71162647,0.6048227,0.47933367,0.5185338
6.5,808,0.40854084,0.2483381,0.2677839,0.28625804,0.2214652,0.20585114,0.3184017,0.37394753,0.47015917,0.75271857,0.6095102,0.60121644
7.0,829,0.20468144,0.23119077,0.30712566,0.18073408,0.068188384,0.11234165,0.21015452,0.21185043,0.45040858,0.8743081,0.38707832,0.30850112
7.5,920,0.2714101,0.22257668,0.29766753,0.24231263,0.21830691,0.30277053,0.37345847,0.4449835,0.5958728,0.82416993,0.5242227,0.38002208
