Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,561,0.51033,0.63922316,0.7182209,0.86090016,0.9168014,0.5290849,0.33512995,0.32649016,0.2916144,0.28910106,0.3565856,0.440477
0.5,1164,0.6423733,0.7064809,0.70720315,0.73883915,0.74606866,0.62481666,0.5949925,0.6150226,0.5022856,0.46760005,0.48494056,0.5812164
1.0,1020,0.6231203,0.54589003,0.56258214,0.65273,0.66469777,0.5785378,0.5250273,0.63063425,0.646783,0.6069309,0.5415603,0.5568564
1.5,991,0.28852397,0.34306395,0.50683033,0.602154,0.54866856,0.6283055,0.59240055,0.48933467,0.46267194,0.4658939,0.3929375,0.3046722
2.0,1027,0.31357405,0.25355586,0.23403758,0.30158997,0.5599748,0.92005515,0.64934814,0.32724696,0.35447437,0.28414515,0.28356522,0.33435938
2.5,1024,0.41645515,0.5259532,0.7626316,0.87437636,0.8149093,0.661426,0.5167977,0.38900122,0.32226515,0.34206584,0.36846876,0.38708103
3.0,922,0.53536755,0.64144766,0.8295664,0.90686274,0.8823582,0.80939704,0.62548774,0.4906716,0.46802837,0.48051125,0.48472187,0.49619365
3.5,1089,0.57038295,0.5759729,0.66612124,0.7591024,0.80110806,0.7983373,0.7117282,0.5444273,0.4629593,0.53292143,0.63058037,0.6101704
4.0,1120,0.52741164,0.5850958,0.7659708,0.781838,0.6669393,0.5738119,0.5007876,0.5165223,0.49421883,0.490057,0.5359522,0.54323655
4.5,1115,0.6060124,0.48467267,0.49849346,0.5445772,0.55932564,0.50893396,0.40401733,0.31973812,0.2876419,0.34253252,0.50290465,0.56542045
5.0,1052,0.38715398,0.39997044,0.46008718,0.5026702,0.5006255,0.47646198,0.36983132,0.28570136,0.2470152,0.36311337,0.6762015,0.49700347
5.5,969,0.31428272,0.3341971,0.3940079,0.4647641,0.5610659,0.69661385,0.6767562,0.6249115,0.35908747,0.2686117,0.26938784,0.28045717
6.0,1062,0.41103736,0.4571497,0.5535884,0.62868047,0.7596919,0.88990074,0.6089165,0.40147927,0.33749324,0.33782688,0.353097,0.37839228
6.5,1197,0.40681297,0.43361062,0.59500164,0.64301026,0.6168821,0.59035367,0.4239034,0.3063233,0.23577319,0.2546793,0.29927722,0.35003084
7.0,1361,0.73731863,0.733946,0.7284327,0.73331493,0.6720364,0.5502081,0.42962855,0.4787299,0.548222,0.57534546,0.5864004,0.6726273
7.5,1535,0.80408967,0.76344955,0.76951855,0.76996225,0.7168687,0.60085714,0.5392264,0.5156529,0.50339603,0.5410503,0.6265556,0.74431235
8.0,1794,0.6445092,0.6697425,0.80046296,0.69818974,0.54408246,0.4601842,0.4402829,0.4870306,0.4649096,0.4495382,0.4900757,0.5935354
8.5,2075,0.50906754,0.36048567,0.29096952,0.2538983,0.24945097,0.2364731,0.21184808,0.22766939,0.29515037,0.50164706,0.7812057,0.5922108
9.0,2269,0.7509206,0.64475095,0.64963716,0.5546036,0.4561366,0.3961379,0.35335782,0.36151683,0.3787323,0.46844643,0.6530368,0.72803974
9.5,2537,0.643596,0.39401665,0.30804536,0.31766787,0.3890874,0.43746406,0.3956682,0.4509014,0.3017863,0.27196246,0.33028528,0.49145073
10.0,2828,0.6341615,0.60983986,0.67249876,0.6715696,0.65357405,0.617945,0.539843,0.54626983,0.44719398,0.41634932,0.4713234,0.5640894
10.5,3076,0.4084102,0.48206747,0.6145229,0.6191491,0.5943732,0.6285685,0.5299674,0.47327787,0.34392223,0.2787063,0.2953951,0.35735047
11.0,3394,0.17043874,0.28489807,0.53660846,0.6312514,0.55566144,0.441124,0.33422032,0.2998957,0.16976495,0.1081853,0.1152485,0.13066478
11.5,3779,0.52074015,0.59634805,0.7411163,0.8808588,0.91154677,0.78101933,0.58667254,0.47713342,0.45514804,0.46864146,0.46563303,0.48229274
12.0,3987,0.42423573,0.49523482,0.66492224,0.76045513,0.7138212,0.6825556,0.5611382,0.5099493,0.4842116,0.4481687,0.5091766,0.42703295
12.5,4324,0.46454114,0.5304569,0.70231473,0.61409795,0.55502695,0.5325035,0.45488545,0.4627029,0.44828144,0.5053909,0.62181234,0.5327229
13.0,4403,0.56437624,0.44087726,0.4819339,0.55163056,0.59504515,0.589006,0.47624615,0.46885455,0.31626365,0.33152452,0.47710463,0.47522974
13.5,4610,0.55340534,0.49760303,0.5731516,0.59074956,0.5950275,0.6592899,0.41433164,0.32364747,0.29899424,0.41273108,0.5663349,0.51144254
14.0,4783,0.33085653,0.36296892,0.4415025,0.46240047,0.5521098,0.6609635,0.5881326,0.6475096,0.3836936,0.29973763,0.29115742,0.30348423
14.5,4954,0.32755688,0.3661931,0.4961666,0.5668352,0.595212,0.71264666,0.54152346,0.3693727,0.30106354,0.26821035,0.26391962,0.28598306
15.0,5132,0.4153839,0.39905277,0.5665855,0.66053265,0.62811583,0.5277958,0.37668225,0.26053908,0.2326721,0.25221774,0.30763397,0.38399515
15.5,5009,0.73749316,0.7425774,0.74046403,0.7149144,0.6756012,0.568297,0.4347291,0.48339978,0.52899086,0.5707459,0.5786494,0.65143365
16.0,5161,0.9005883,0.78336644,0.7609447,0.7387041,0.62292504,0.55963117,0.51907074,0.5367829,0.5336414,0.56080884,0.71678025,0.8498935
16.5,5356,0.57701737,0.5443676,0.57808185,0.6060587,0.6432151,0.6524606,0.44914082,0.3577586,0.35676414,0.42188442,0.5456671,0.64954597
17.0,5329,0.24239641,0.24258296,0.41207993,0.6069938,0.6061664,0.6498046,0.39062497,0.19404061,0.20252658,0.20831572,0.19937803,0.20139423
17.5,5173,0.26599133,0.327076,0.5242189,0.6264162,0.51550925,0.4629773,0.20472609,0.12079348,0.11118696,0.14003864,0.16367616,0.19638774
18.0,5255,0.66675234,0.65999657,0.61791843,0.6069307,0.5100382,0.47549963,0.46662334,0.44750184,0.42218852,0.45496896,0.54434675,0.5810194
18.5,5186,0.56788254,0.5630653,0.5998623,0.59975237,0.65977174,0.83624214,0.5950383,0.39366806,0.35487193,0.38739005,0.4013674,0.48767516
19.0,5112,0.44335684,0.39152545,0.4447321,0.63388866,0.6569779,0.78776026,0.52242464,0.39359093,0.3236426,0.35061687,0.47580472,0.36609766
19.5,5057,0.4568344,0.5597734,0.7960145,0.88526285,0.7756048,0.6770041,0.4966737,0.40904674,0.41554222,0.41998118,0.49821183,0.4687002
20.0,5043,0.49930182,0.5506818,0.6740618,0.8111334,0.86582345,0.7873555,0.6155157,0.509729,0.52612895,0.61934066,0.7252575,0.52280086
20.5,4974,0.43583623,0.47053173,0.6261558,0.70340323,0.63218653,0.56834185,0.54806286,0.61141515,0.39939114,0.3312068,0.43227875,0.42731768
21.0,4905,0.4304231,0.46664327,0.58580804,0.6312178,0.5949781,0.550233,0.42193696,0.37952888,0.41629112,0.54706657,0.76130927,0.53293717
21.5,4874,0.6756571,0.37907648,0.39190456,0.42581224,0.39589456,0.37062797,0.32967782,0.3289093,0.19167173,0.23143601,0.4171021,0.48272505
22.0,4708,0.43152437,0.38916388,0.45719746,0.47945035,0.4917151,0.49552098,0.3661142,0.2916437,0.24884845,0.35626686,0.6894684,0.45724678
22.5,4677,0.2310741,0.25677022,0.3135545,0.32467386,0.32318392,0.37172732,0.652603,0.8716022,0.5223955,0.25548333,0.22267231,0.22872671
23.0,4597,0.46840447,0.482997,0.59963244,0.62669903,0.6101994,0.7435002,0.51821554,0.33608896,0.3219172,0.33814374,0.30602458,0.35357428
23.5,4545,0.57439005,0.5159975,0.5636372,0.755879,0.57434607,0.48226967,0.36126214,0.37646064,0.39537236,0.4879352,0.70183367,0.5674148
24.0,4359,0.4966955,0.52639985,0.5880767,0.58346146,0.56525797,0.5353787,0.3784437,0.40556553,0.4700947,0.5478893,0.6636164,0.5189659
24.5,4398,0.6349475,0.58534133,0.61940193,0.6086243,0.516658,0.49249196,0.535284,0.6055805,0.5351374,0.5779918,0.72566855,0.66433495
25.0,4330,0.57045597,0.6188099,0.7313303,0.7035126,0.58581674,0.5405661,0.4581487,0.49447975,0.47241858,0.49966902,0.642199,0.6225832
25.5,4198,0.79421777,0.42928976,0.31895962,0.31387377,0.33313337,0.28078482,0.27132705,0.3312547,0.2693887,0.33261442,0.49993035,0.59717333
26.0,4123,0.5807712,0.37485996,0.31352788,0.27728364,0.25823644,0.31466734,0.23347569,0.25749347,0.23415883,0.36337736,0.6715318,0.5295377
26.5,4122,0.61605895,0.44908985,0.4245246,0.39693668,0.40848693,0.48660266,0.46879694,0.58701724,0.42417726,0.2968675,0.32714027,0.48399523
27.0,4142,0.5420744,0.5140529,0.50621456,0.47403827,0.5103872,0.72376055,0.5664417,0.4988169,0.33988342,0.27647924,0.31498858,0.43402717
27.5,4204,0.41836765,0.4045926,0.47415462,0.45919248,0.46040753,0.66485083,0.4791168,0.30564353,0.21837384,0.32071877,0.37931904,0.34550714
28.0,4159,0.18057759,0.23779157,0.46592584,0.91685736,0.47572115,0.30454466,0.18646604,0.15674777,0.1213606,0.21750027,0.68594927,0.25362894
28.5,3931,0.41744244,0.4470869,0.506259,0.5544878,0.67382073,0.7397798,0.53428197,0.47511494,0.36215752,0.36903796,0.45597765,0.39453414
29.0,3961,0.4266639,0.4866006,0.6736998,0.7649896,0.6648609,0.5711201,0.46738562,0.42466372,0.3767765,0.32967582,0.39689466,0.45172736
29.5,3968,0.4529135,0.41277334,0.4924932,0.5428844,0.5213282,0.507724,0.41004363,0.3281705,0.32284442,0.45135927,0.68769914,0.58414584
30.0,3871,0.7951647,0.39485478,0.33630437,0.38424373,0.40930176,0.29008237,0.24979776,0.33163136,0.20455986,0.25983763,0.38056725,0.4192287
30.5,3859,0.52253044,0.5629363,0.6929042,0.74319774,0.7561767,0.72598344,0.60154736,0.4928213,0.4957153,0.5891568,0.6532766,0.5271002
31.0,3741,0.49652654,0.50081486,0.6282696,0.6840053,0.63722503,0.61128026,0.5103237,0.4113731,0.38519034,0.51046914,0.6507271,0.53420657
31.5,3896,0.37337324,0.36751306,0.5573542,0.76086754,0.47255254,0.29134503,0.23966241,0.23609263,0.2388243,0.2738789,0.31163934,0.29042962
32.0,3679,0.6743147,0.3170743,0.2581948,0.25505868,0.28989705,0.40792105,0.35937896,0.42446974,0.20441055,0.2393673,0.4372481,0.56455326
32.5,3801,0.77260286,0.7556083,0.7393201,0.71500957,0.67557293,0.55446136,0.43022117,0.48423302,0.5310312,0.562669,0.5876357,0.677562
33.0,3668,0.89575154,0.80162144,0.7571984,0.7336109,0.71209353,0.64201885,0.60132414,0.59593636,0.5666647,0.57996106,0.69441885,0.8081104
33.5,3900,0.3589388,0.28316876,0.42568052,0.72818303,0.3268393,0.11938563,0.1385949,0.17915797,0.12144652,0.13324577,0.16556615,0.20223251
34.0,3844,0.3880241,0.1339453,0.13909616,0.2262783,0.26804936,0.36575913,0.33559492,0.32136017,0.122404486,0.24220622,0.5303821,0.49108163
34.5,3891,0.40670785,0.26806214,0.41975284,0.32127556,0.26418218,0.25865895,0.28481153,0.39818057,0.4021221,0.50712425,0.5859012,0.44586724
35.0,3904,0.14907444,0.32369176,0.4804671,0.5694401,0.50133234,0.3247555,0.23058243,0.23958148,0.1345089,0.04892893,0.081188634,0.07586518
35.5,4262,0.34675366,0.49993894,0.6509005,0.46973038,0.24470128,0.15953562,0.15207087,0.13947707,0.18487853,0.209755,0.23671281,0.2602752
36.0,5368,0.41042802,0.46352786,0.69835323,0.79998255,0.67144096,0.69360673,0.5377437,0.5232477,0.42161712,0.45918676,0.52532697,0.38079697
36.5,4867,0.28900728,0.332095,0.47535163,0.53152776,0.37864965,0.38927433,0.45786476,0.7678001,0.36038455,0.29339057,0.24591617,0.23246701
37.0,3882,0.40522718,0.46785134,0.6761031,0.696109,0.56173176,0.49980262,0.45688212,0.6165859,0.39062288,0.34616196,0.34517732,0.35502213
37.5,3728,0.38446373,0.34129593,0.55171657,0.7042102,0.5851774,0.52895266,0.34956253,0.3713003,0.29928863,0.2676936,0.34754565,0.36470783
38.0,3222,0.48151028,0.46529636,0.6182364,0.5094709,0.42649615,0.51397,0.39905664,0.5655414,0.34486026,0.3816738,0.47109765,0.41875324
38.5,2917,0.34681103,0.37017733,0.6276087,0.7305418,0.5026836,0.43747813,0.4518845,0.5501582,0.36322704,0.45793617,0.7505264,0.524781
39.0,2698,0.2420201,0.30014813,0.5057954,0.6079677,0.4006481,0.28463897,0.40731385,0.5850963,0.39712676,0.3406316,0.56098247,0.39430165
39.5,3242,0.4641562,0.41227767,0.51595724,0.72678,0.47391018,0.44218874,0.5005219,0.460209,0.58904046,0.4211456,0.43139496,0.3944564
40.0,3567,0.47847366,0.51398295,0.620024,0.5408196,0.4404579,0.41480476,0.5236127,0.7561232,0.46952274,0.34470168,0.4065255,0.44918424
40.5,3506,0.59185064,0.55026305,0.70926064,0.9072325,0.5469699,0.36169362,0.3280709,0.4168557,0.30830362,0.39200553,0.5856039,0.5420009
41.0,3345,0.6167282,0.58465964,0.66574603,0.8593672,0.62066686,0.43056297,0.40604082,0.53484285,0.52510166,0.52584416,0.65734696,0.58208823
41.5,3238,0.6168283,0.6383683,0.7613304,0.7754911,0.57810014,0.3594967,0.39734152,0.52503586,0.4078469,0.4079002,0.49934757,0.5457075
42.0,3537,0.56103134,0.52582717,0.5155918,0.36420682,0.33689356,0.53390115,0.5155842,0.33765996,0.2230044,0.28174925,0.23923859,0.29734218
42.5,3588,0.80921394,0.6471857,0.6428234,0.7466018,0.50049514,0.37563515,0.4014196,0.5066931,0.3946686,0.45268643,0.5434734,0.66001076
43.0,3526,0.52735007,0.47721234,0.61420196,0.8574531,0.4478073,0.26275417,0.25957644,0.36066008,0.29894885,0.3295458,0.5280508,0.4774782
43.5,3379,0.26167262,0.23424245,0.2541505,0.282431,0.2060744,0.19536506,0.28409183,0.55545574,0.7870961,0.31619567,0.22688442,0.25153002
44.0,3701,0.4272124,0.45471108,0.7195419,0.58624846,0.39770734,0.4204094,0.4639809,0.5603059,0.29869536,0.2131529,0.21515602,0.31666985
44.5,3617,0.5580719,0.505846,0.5566776,0.68690616,0.49860552,0.4057438,0.4358141,0.5910091,0.60699475,0.5065787,0.61183655,0.5245796
45.0,3293,0.39538765,0.4405041,0.69410175,0.93278193,0.6396811,0.45930287,0.36357042,0.4682549,0.56168723,0.5191835,0.55840486,0.37861025
45.5,3875,0.5379959,0.49161837,0.6436476,0.8500931,0.59822756,0.46036276,0.44219515,0.54875225,0.640628,0.610831,0.62922364,0.5469484
46.0,3844,0.43563664,0.4187775,0.5118749,0.5347917,0.4396471,0.6645124,0.4828998,0.3294765,0.43087515,0.6086864,0.44620815,0.3568019
46.5,3411,0.61362696,0.55663484,0.5785315,0.5522694,0.4428699,0.4684448,0.4713756,0.61651576,0.5107315,0.49285734,0.4883099,0.4685144
47.0,3960,0.5233246,0.40169954,0.50620115,0.7541602,0.47634572,0.30016002,0.33046934,0.43221477,0.3748409,0.39969617,0.6252406,0.46173167
47.5,4406,0.35184956,0.3284615,0.45369187,0.47770452,0.33786577,0.40253395,0.40655842,0.49467942,0.35592654,0.34315687,0.40667418,0.3434956
48.0,4625,0.26689282,0.26250055,0.363879,0.29137424,0.293348,0.46717092,0.30762962,0.37404004,0.24474508,0.3186463,0.6552755,0.3699695
48.5,4690,0.49604335,0.51224995,0.5416845,0.57194597,0.4365513,0.48563528,0.39649993,0.4237036,0.357344,0.45296144,0.65211,0.5232694
49.0,5135,0.7861942,0.38545683,0.25751773,0.2537753,0.18895775,0.16679692,0.13671613,0.14324142,0.13729674,0.27562487,0.3679888,0.49507132
49.5,4945,0.796825,0.5119385,0.40418044,0.455186,0.3368496,0.33702257,0.2600034,0.25801542,0.28597012,0.37229937,0.5628808,0.67064625
