Second,Count,0,1,2,3,4,5,6,7,8,9,10,11
0.0,439,0.531547,0.60759807,0.6700876,0.7223313,0.7254378,0.46555176,0.18706025,0.17704254,0.20549534,0.23339185,0.39211592,0.48544645
0.5,788,0.9098604,0.49328706,0.24226683,0.1807816,0.119277865,0.10117158,0.08386828,0.083049685,0.089883946,0.11198311,0.3202253,0.47545877
1.0,813,0.9224005,0.38382846,0.10896235,0.13039392,0.15638079,0.31721675,0.1765781,0.09391882,0.083645195,0.06632094,0.09301104,0.20476156
1.5,789,0.16917701,0.069907784,0.0121662505,0.024054555,0.22575483,0.9926013,0.40575743,0.025375918,0.008181617,0.0044105207,0.009305171,0.028470464
2.0,857,0.16444229,0.13350701,0.14643227,0.17895128,0.3124938,0.9497484,0.447682,0.15792368,0.14211893,0.103367664,0.10615794,0.12206216
2.5,878,0.017237829,0.007870968,0.002936899,0.0070777903,0.16437502,0.9233918,0.42037648,0.02791055,0.028961278,0.21055865,0.08627003,0.012563711
3.0,997,0.026358565,0.030838784,0.041477762,0.05874066,0.11798632,0.32443565,0.1371554,0.029306212,0.12583736,0.8240236,0.30761343,0.033833995
3.5,1157,0.06132235,0.05238204,0.06951645,0.10567254,0.15656911,0.3698229,0.19515109,0.08794575,0.1816686,0.8989964,0.33862785,0.06745589
4.0,1277,0.004370617,0.0054667024,0.014923221,0.05191156,0.25647852,0.98545843,0.443866,0.035787635,0.043491233,0.2640689,0.09062441,0.005766669
4.5,1256,0.10454541,0.09690466,0.116814144,0.15966906,0.3201603,0.97534275,0.50129604,0.13605216,0.113207415,0.13604411,0.10511128,0.09442518
5.0,1167,0.26957494,0.26990402,0.26268455,0.24478135,0.372057,0.97035486,0.5382466,0.20497034,0.19332659,0.21368536,0.24205971,0.2526306
5.5,1144,0.7478594,0.5358255,0.3716107,0.35149977,0.46915406,0.87406105,0.6320056,0.27803054,0.26043534,0.3573252,0.4340774,0.45777303
6.0,1088,0.69931966,0.4306525,0.3159083,0.35295612,0.46612686,0.7616512,0.49632037,0.25583905,0.22807299,0.2778088,0.26064646,0.32295308
6.5,1100,0.09231763,0.067580685,0.0874622,0.1370834,0.3346361,0.9542582,0.5034755,0.15968046,0.108721204,0.1335899,0.065235555,0.03542419
7.0,1123,0.127045,0.08896658,0.080958694,0.13021216,0.3323433,0.97095764,0.41707027,0.08583335,0.061538696,0.09156519,0.06768437,0.06001703
7.5,1202,0.21957015,0.1838409,0.1686631,0.18841845,0.33364812,0.9951468,0.55647355,0.16111892,0.12871623,0.15269063,0.13814408,0.14286685
8.0,1206,0.3424225,0.2816076,0.25162697,0.26982456,0.3907004,0.7992567,0.536149,0.2689897,0.2599415,0.49212992,0.36715877,0.29068306
8.5,1201,0.42419034,0.50391483,0.56930727,0.3935179,0.39436176,0.3946901,0.37597483,0.45897576,0.41921744,0.7254216,0.5273482,0.42560676
9.0,1280,0.17112555,0.18066964,0.3259367,0.17104103,0.1427441,0.18129718,0.2586498,0.6711795,0.47001773,0.44297794,0.19935027,0.22018518
9.5,1272,0.24304008,0.24071778,0.29730585,0.2777275,0.35653067,0.6913025,0.5916147,0.45963225,0.3285833,0.27297434,0.23224321,0.28237695
10.0,1406,0.20160675,0.21361431,0.26088604,0.2674461,0.34712598,0.70502585,0.5103244,0.5132959,0.2966877,0.18236981,0.18618335,0.17978731
10.5,1520,0.629456,0.66561276,0.7103018,0.62638015,0.45864022,0.6650069,0.47291785,0.24258327,0.25121126,0.3692476,0.35241535,0.35110515
11.0,1759,0.61745286,0.41273972,0.35033062,0.37827438,0.47905087,0.87649995,0.5909311,0.27752072,0.26287532,0.3438625,0.27790424,0.3077197
11.5,1901,0.29263258,0.118259385,0.07666524,0.12484412,0.3353472,0.9149124,0.4179299,0.05642915,0.033149008,0.08201947,0.035933565,0.06234347
12.0,2024,0.17340542,0.11987943,0.08310339,0.11987724,0.29357052,0.9604743,0.49183038,0.08050636,0.053839765,0.07356272,0.053457636,0.055745568
12.5,2190,0.37361315,0.33030632,0.32599995,0.36782843,0.4610792,0.94976294,0.58195233,0.18084952,0.16209254,0.22872834,0.26150542,0.26661932
13.0,2422,0.33987638,0.29787448,0.29680538,0.33438018,0.46622565,0.8277346,0.5438114,0.27552316,0.25134823,0.48778626,0.31115618,0.24415657
13.5,2747,0.2684349,0.35388353,0.4686092,0.38922817,0.3338368,0.34058383,0.38253164,0.7296023,0.4825949,0.5847244,0.38184196,0.26584595
14.0,2802,0.16508819,0.24352215,0.16275074,0.14557415,0.1857022,0.2909621,0.21354581,0.16935912,0.30390912,0.9552289,0.4546129,0.16396144
14.5,3119,0.33028036,0.18254259,0.2807974,0.23981644,0.2443587,0.39956617,0.3452459,0.6593299,0.48918724,0.34652337,0.2619994,0.5737997
15.0,3223,0.45853034,0.30442116,0.2135375,0.21164948,0.31852466,0.60311854,0.45248222,0.6632858,0.52537525,0.41320416,0.35380223,0.3219619
15.5,3468,0.55133325,0.39646015,0.34696868,0.34636822,0.37486532,0.52993673,0.4081939,0.29392302,0.36018863,0.50484806,0.76571894,0.69496095
16.0,3530,0.7647716,0.39569056,0.30915827,0.3507106,0.43319494,0.62882376,0.41268864,0.25504056,0.23348777,0.25050887,0.27298734,0.43110496
16.5,3746,0.28339815,0.1980569,0.11810655,0.11201447,0.25104016,0.85614157,0.45485124,0.11610957,0.11980466,0.16576076,0.22249813,0.24298264
17.0,3876,0.1339113,0.22358793,0.15094593,0.15665019,0.24064173,0.45493,0.22103132,0.115107395,0.18635714,0.60221386,0.44832572,0.13444673
17.5,3895,0.46948552,0.4751326,0.46104103,0.4622245,0.4100697,0.7753539,0.5475865,0.307949,0.32811567,0.51465386,0.57468605,0.51876783
18.0,4060,0.35839015,0.3259764,0.3126974,0.304443,0.3168789,0.3371852,0.25641796,0.22232151,0.25504285,0.47555417,0.74838525,0.59867024
18.5,4145,0.6670534,0.5201147,0.40829712,0.4373466,0.45054924,0.52617526,0.3651806,0.2942122,0.316483,0.56113327,0.3847648,0.3673584
19.0,4052,0.7139235,0.6001685,0.58257604,0.5009195,0.26165658,0.36375585,0.29357126,0.28252026,0.17620048,0.23616338,0.3477373,0.49670836
19.5,4075,0.2086237,0.29236832,0.2902971,0.3139775,0.34961465,0.53620833,0.3500756,0.20048995,0.26112437,0.58814406,0.30350235,0.19247495
20.0,4113,0.3178969,0.26999003,0.19719642,0.19185996,0.39551336,0.81768906,0.5262478,0.31580755,0.22597562,0.2824497,0.28669783,0.27104676
20.5,4112,0.7386773,0.5897776,0.48488262,0.45859048,0.4340655,0.3441903,0.3681904,0.6803427,0.4421243,0.30580255,0.35679093,0.47216895
21.0,4104,0.46997324,0.35999608,0.32789165,0.40565565,0.51030135,0.88427246,0.5924812,0.46232086,0.35508916,0.26668513,0.2795539,0.33314022
21.5,4013,0.43672517,0.3596145,0.16149817,0.09472951,0.21420243,0.5032629,0.2588818,0.4544882,0.34719568,0.1779828,0.16007534,0.17652436
22.0,4054,0.1673485,0.21213236,0.076915376,0.081192374,0.14399877,0.34811422,0.18190317,0.27530882,0.42760307,0.505875,0.18194894,0.056929942
22.5,4109,0.19287302,0.56479985,0.405145,0.1886682,0.21388672,0.17059322,0.13177894,0.26715848,0.26640415,0.70380515,0.4293798,0.16636528
23.0,3945,0.1262508,0.14778109,0.49550104,0.2193964,0.12297372,0.15040226,0.22198717,0.99826646,0.41648164,0.16819908,0.12908673,0.15934275
23.5,3800,0.17224154,0.20166828,0.45323682,0.31341824,0.30025166,0.29660508,0.37412718,0.8349203,0.37054327,0.24370848,0.18239014,0.17212829
24.0,3937,0.13372639,0.13513865,0.1578421,0.18722384,0.3450206,0.95036656,0.5020703,0.26299673,0.19545418,0.3417864,0.19086601,0.12767325
24.5,4046,0.19453502,0.29876482,0.3253806,0.33866456,0.37335366,0.80056274,0.35036477,0.16270876,0.15732561,0.12111389,0.09848161,0.12436235
25.0,3970,0.3099719,0.40247357,0.4526615,0.43044338,0.41182455,0.81232566,0.47007707,0.22417451,0.228939,0.23532297,0.2432686,0.26075488
25.5,3796,0.7327385,0.5174046,0.33231443,0.26942945,0.3760436,0.7773777,0.5704925,0.24511772,0.2598069,0.36296594,0.4466996,0.48178816
26.0,3705,0.64077455,0.42990395,0.36753166,0.41597155,0.5479194,0.791668,0.49728477,0.30030715,0.2841774,0.2984305,0.30807889,0.37358582
26.5,3793,0.24291986,0.15364514,0.10392509,0.1337578,0.30042985,0.95987743,0.44821286,0.11755723,0.079055905,0.14177437,0.060720228,0.07312576
27.0,3715,0.16886705,0.14804712,0.15596986,0.20127946,0.3631281,0.9816093,0.5462565,0.17555529,0.124848336,0.13745666,0.111752026,0.09840198
27.5,3673,0.365567,0.2910807,0.24999794,0.26905394,0.39848208,0.87254554,0.45426896,0.18024197,0.16491963,0.2052126,0.23531792,0.23336801
28.0,3673,0.76167023,0.43302336,0.22799578,0.2384215,0.32909247,0.6576916,0.40147638,0.20245819,0.2089307,0.33054197,0.24149056,0.305862
28.5,3696,0.3129747,0.42153376,0.45875788,0.39192152,0.4977837,0.34307632,0.28896505,0.33938482,0.3288956,0.7283631,0.44844627,0.30241713
29.0,3425,0.12158042,0.2099276,0.23127823,0.19925809,0.2962209,0.40936187,0.40718248,0.63053894,0.38178623,0.3293286,0.22057915,0.1601196
29.5,3327,0.30636704,0.3348377,0.46456367,0.30980584,0.2896931,0.6001339,0.4773139,0.37860662,0.24687508,0.293165,0.25494382,0.25303212
30.0,3329,0.30036387,0.26262158,0.34505606,0.27849725,0.31573984,0.5742089,0.5539969,0.6176977,0.34602746,0.18973778,0.24344948,0.44981232
30.5,3334,0.60629636,0.6736626,0.7078338,0.59614897,0.4340595,0.59681517,0.44248998,0.23776035,0.24530882,0.33587003,0.33534896,0.34456083
31.0,3269,0.45327342,0.38169998,0.35493207,0.40216327,0.5104756,0.92513096,0.6124445,0.3020834,0.2644759,0.37983978,0.30800596,0.2919153
31.5,3279,0.13922735,0.07441594,0.05019809,0.07938608,0.26575246,0.99606925,0.46610305,0.088300474,0.053258,0.13067906,0.048432432,0.035043877
32.0,3267,0.15105519,0.116174296,0.11084774,0.16108385,0.31646767,0.9714146,0.5151869,0.14044507,0.1031969,0.11900227,0.105287276,0.08988264
32.5,3203,0.32046607,0.3170294,0.32200387,0.3584048,0.4386516,0.9579679,0.54243255,0.22411382,0.20398308,0.25048372,0.23479299,0.23720919
33.0,3241,0.8430959,0.50525594,0.26578134,0.23616187,0.33931676,0.5099395,0.31000412,0.19733992,0.23428096,0.34692422,0.22042641,0.29008973
