Filename,Onset Time (s)
01_uptown_funk.wav,0.37151927437641724
01_uptown_funk.wav,0.8707482993197279
01_uptown_funk.wav,1.9156462585034013
01_uptown_funk.wav,2.1710657596371883
01_uptown_funk.wav,2.4380952380952383
01_uptown_funk.wav,2.8560544217687074
01_uptown_funk.wav,2.9605442176870747
01_uptown_funk.wav,3.2275736961451247
01_uptown_funk.wav,3.4829931972789114
01_uptown_funk.wav,4.005442176870749
01_uptown_funk.wav,4.539501133786848
01_uptown_funk.wav,5.038730158730159
01_uptown_funk.wav,6.0836281179138325
01_uptown_funk.wav,6.350657596371882
01_uptown_funk.wav,6.617687074829932
01_uptown_funk.wav,7.024036281179138
01_uptown_funk.wav,7.128526077097506
01_uptown_funk.wav,7.662585034013605
01_uptown_funk.wav,8.17342403628118
01_uptown_funk.wav,8.695873015873016
01_uptown_funk.wav,8.986122448979591
01_uptown_funk.wav,9.113832199546485
01_uptown_funk.wav,9.218321995464853
01_uptown_funk.wav,9.659501133786849
01_uptown_funk.wav,9.775600907029478
01_uptown_funk.wav,10.170340136054422
01_uptown_funk.wav,10.263219954648527
01_uptown_funk.wav,10.518639455782314
01_uptown_funk.wav,10.681179138321996
01_uptown_funk.wav,10.785668934240363
01_uptown_funk.wav,11.180408163265307
01_uptown_funk.wav,11.3081179138322
01_uptown_funk.wav,11.57514739229025
01_uptown_funk.wav,11.830566893424036
01_uptown_funk.wav,12.10920634920635
01_uptown_funk.wav,12.353015873015874
01_uptown_funk.wav,12.620045351473923
01_uptown_funk.wav,12.747755102040816
01_uptown_funk.wav,12.887074829931972
01_uptown_funk.wav,13.165714285714285
01_uptown_funk.wav,13.293424036281179
01_uptown_funk.wav,13.386303854875283
01_uptown_funk.wav,13.815873015873017
01_uptown_funk.wav,13.955192743764172
01_uptown_funk.wav,14.199002267573697
01_uptown_funk.wav,14.338321995464852
01_uptown_funk.wav,14.431201814058957
01_uptown_funk.wav,14.86077097505669
01_uptown_funk.wav,14.965260770975057
01_uptown_funk.wav,15.383219954648526
01_uptown_funk.wav,15.47609977324263
01_uptown_funk.wav,15.777959183673469
01_uptown_funk.wav,16.520997732426302
01_uptown_funk.wav,17.04344671201814
01_uptown_funk.wav,17.554285714285715
01_uptown_funk.wav,17.821315192743764
01_uptown_funk.wav,18.07673469387755
01_uptown_funk.wav,18.45986394557823
01_uptown_funk.wav,18.61079365079365
01_uptown_funk.wav,18.866213151927436
01_uptown_funk.wav,19.13324263038549
01_uptown_funk.wav,19.400272108843538
01_uptown_funk.wav,19.52798185941043
01_uptown_funk.wav,19.644081632653062
01_uptown_funk.wav,19.91111111111111
01_uptown_funk.wav,20.166530612244898
01_uptown_funk.wav,20.433560090702947
01_uptown_funk.wav,20.54965986394558
01_uptown_funk.wav,20.688979591836734
01_uptown_funk.wav,20.956009070294783
01_uptown_funk.wav,21.21142857142857
01_uptown_funk.wav,21.59455782312925
01_uptown_funk.wav,21.73387755102041
01_uptown_funk.wav,21.989297052154196
01_uptown_funk.wav,22.244716553287983
01_uptown_funk.wav,22.627845804988663
01_uptown_funk.wav,22.77877551020408
01_uptown_funk.wav,23.04580498866213
01_uptown_funk.wav,23.301224489795917
01_uptown_funk.wav,23.56825396825397
01_uptown_funk.wav,23.719183673469388
01_uptown_funk.wav,23.823673469387757
01_uptown_funk.wav,24.067482993197277
01_uptown_funk.wav,24.33451247165533
01_uptown_funk.wav,24.60154195011338
01_uptown_funk.wav,24.740861678004535
01_uptown_funk.wav,24.86857142857143
01_uptown_funk.wav,25.135600907029477
01_uptown_funk.wav,25.391020408163264
01_uptown_funk.wav,25.658049886621317
01_uptown_funk.wav,25.913469387755104
01_uptown_funk.wav,26.157278911564624
01_uptown_funk.wav,26.424308390022677
01_uptown_funk.wav,26.70294784580499
01_uptown_funk.wav,26.958367346938775
01_uptown_funk.wav,27.213786848072562
01_uptown_funk.wav,27.411156462585033
01_uptown_funk.wav,27.48081632653061
01_uptown_funk.wav,27.991655328798185
01_uptown_funk.wav,28.24707482993197
01_uptown_funk.wav,28.514104308390024
01_uptown_funk.wav,28.792743764172336
01_uptown_funk.wav,29.03655328798186
01_uptown_funk.wav,29.291972789115647
01_uptown_funk.wav,29.57061224489796
01_uptown_funk.wav,29.80281179138322
01_uptown_funk.wav,29.95374149659864
01_uptown_funk.wav,30.081451247165532
01_uptown_funk.wav,30.33687074829932
01_uptown_funk.wav,30.603900226757368
01_uptown_funk.wav,30.87092970521542
01_uptown_funk.wav,30.98702947845805
01_uptown_funk.wav,31.13795918367347
