0,1,2,3,4,5,6,7,8,9,10,11
0.20796117,0.3616701,0.73963,0.61195207,0.5290622,0.2260482,0.17856689,0.4226523,0.16192935,0.06719577,0.08598539,0.12582797
0.0072824047,0.09217167,0.36982757,0.10556721,0.008313551,0.025348056,0.29781923,0.88972056,0.2444236,0.018250637,0.008792074,0.009248767
0.007468171,0.04108056,0.16659358,0.047064982,0.010942355,0.035903532,0.4175753,1.0,0.33296338,0.053569052,0.01889752,0.019453296
0.02289447,0.016752908,0.050817527,0.019734634,0.00990631,0.036267184,0.3776574,0.99751735,0.33727884,0.16798596,0.067814566,0.12755479
0.058159955,0.016303102,0.03704172,0.01992932,0.016351894,0.12395988,0.58339113,0.59926724,0.2606865,0.28458157,0.18534087,0.3925795
0.02370815,0.010333841,0.0067271674,0.0040706634,0.0071919714,0.2251349,0.9923022,0.33093145,0.06167632,0.14631082,0.06253341,0.11942352
0.040631507,0.008263594,0.009920517,0.008989649,0.010539331,0.22552621,1.0,0.35412645,0.087912485,0.16050021,0.07897579,0.19167387
0.09490395,0.037462063,0.053964693,0.0448871,0.033523608,0.15005825,0.6449563,0.6269092,0.32599154,0.5088113,0.24495126,0.5060736
0.10894211,0.08497037,0.14712414,0.09822803,0.08093781,0.13267541,0.4236721,0.828325,0.44799992,0.5885453,0.26387638,0.43530574
0.21244404,0.22971281,0.32540825,0.26117846,0.17315535,0.1930259,0.45105436,0.85749364,0.46607283,0.4297873,0.34266895,0.40966132
0.08214807,0.12537962,0.29142478,0.25398076,0.39005804,0.21178499,0.351378,0.6300048,0.4152766,0.37544298,0.18330793,0.16321197
0.108890146,0.24995737,0.58459735,0.23914973,0.11374331,0.12170079,0.32939014,0.85281867,0.28878504,0.10763237,0.09226248,0.097164445
0.08610267,0.20959122,0.43346027,0.22730333,0.13018042,0.17914635,0.52134,0.9929241,0.38358834,0.17414881,0.096242994,0.07304304
0.124881625,0.26283583,0.47284728,0.2888856,0.15457188,0.22269286,0.596882,0.9373743,0.4589933,0.20320298,0.13717867,0.11702451
0.20877548,0.2400813,0.31516445,0.23679094,0.23649266,0.32584256,0.62731695,0.6922982,0.40922484,0.35901105,0.24526687,0.22336338
0.007245345,0.009687317,0.0149357,0.014900233,0.020459969,0.035025913,0.22671899,0.58573484,0.56883246,0.43563804,0.06750182,0.0075290273
0.09656822,0.08006788,0.07891857,0.0686876,0.047669854,0.16325068,0.73765457,0.7507508,0.24430455,0.07991264,0.06198857,0.08962529
0.024224713,0.023671879,0.03595366,0.025777174,0.026547568,0.160245,0.77334994,0.91907495,0.30400658,0.057313286,0.030343015,0.029338093
0.061112788,0.07471739,0.15369979,0.08182919,0.05990882,0.24907547,0.7986829,0.8860942,0.25357434,0.08763606,0.047331557,0.046988145
0.39244464,0.31774983,0.3071407,0.32291687,0.32474262,0.3665173,0.7648046,0.7775178,0.3799152,0.34050044,0.3391223,0.36312386
0.30491158,0.25697356,0.31495786,0.2315251,0.20006967,0.23341233,0.4973315,0.8566582,0.4693035,0.37526438,0.33097374,0.34592813
0.41486996,0.14528814,0.12633005,0.07544122,0.07094551,0.12889418,0.31616005,0.165177,0.08712375,0.1512787,0.33781123,0.56374484
