Band_0,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6
10.128910851316114,15.347885958368416,12.397212988119328,17.877851852445513,17.37266728569566,15.893270932616003,25.78851296036791
11.210126292304654,13.189240129830836,18.60827769997652,19.52770590430207,17.04805307844827,16.12753321221878,29.44173534286497
12.424340300474286,11.00154752020494,20.750002495222574,21.277709222820462,17.57802290730386,17.80606128044863,26.4544164706315
12.377266860465056,13.431924001835865,16.672798727677343,19.335001403564323,18.551846370163094,18.05763286900497,25.794485960916624
10.961659144793138,16.462451068420027,18.435624957749404,21.781813155762954,21.59695948842124,21.723681229185207,28.8177377750286
11.010036159905146,10.549688490798125,18.943670480805597,24.108532787616802,24.879186289733354,24.18809776439319,29.290135978041764
11.39904461784711,10.278064156659683,19.83584078619366,22.132200771053625,22.329166197028126,23.727520305462804,29.895875338041012
11.235579653703319,15.859679849494889,19.835937870857624,21.648310885853537,26.011907886733105,22.88058980757987,27.83571688308692
12.055253783733807,15.80948905504917,19.727115048087477,24.034951440249774,22.625747407908033,20.49655942961626,29.673821028781884
11.57730363296673,13.33193883795665,17.91692613205382,19.156786655541538,18.752214347473924,18.42406969473285,30.487875339337062
10.391861105237423,16.238573466630264,15.063138787787965,17.702121709029573,19.61845946737762,18.73340357150678,28.314843849181077
9.584889924187324,13.822335758358738,17.103772081469625,18.02739586759878,20.486919399515504,20.222342446773304,27.516177679166717
11.52042091381959,12.99043040144263,17.476706049735746,18.38962338246208,18.845884172463805,19.531071836275306,32.684601340210776
10.557583332292355,17.609689368072544,18.43049792855645,21.962542980665972,21.975227886029597,22.36053892258626,29.847027669305394
11.854740038042854,13.469940159389532,16.380551574604173,19.252942510695274,18.939847327270613,18.23834138674093,26.817638535755428
12.211782804061825,10.036586375554522,20.829475161350896,20.489726193486387,19.121323470595474,20.551855426970427,29.818454440180133
12.916792779408242,17.12296023167697,19.801129986885716,23.394033830803917,22.30975335552038,24.19787308640693,30.097916148167347
