Second,Count
0,663
1,1715
2,2180
3,2192
4,2364
5,2482
6,2683
7,2760
8,3417
9,4150
10,5468
11,6313
12,6840
13,7670
14,7360
15,7061
16,7028
17,8196
18,9945
19,9394
20,8832
21,8098
22,11677
23,14023
24,16143
25,14973
26,15860
27,16527
28,17006
29,16745
30,16519
31,15988
32,14538
33,13072
34,13125
35,12652
36,12885
37,12559
38,11992
39,11317
40,10966
41,10692
42,10173
43,9693
44,9545
45,9706
46,9915
47,9710
48,9150
49,8289
50,8353
51,8368
52,7739
53,7517
54,7446
55,7118
56,6531
57,5756
58,5781
59,5797
60,5496
61,5020
62,5545
63,6128
64,6447
65,6233
66,6270
67,6695
68,7019
69,6071
70,6042
71,5712
72,5761
73,5510
74,5031
75,4812
76,4263
77,4137
78,3916
79,3859
80,3690
81,3363
82,3078
83,2985
84,3010
85,2882
86,2921
87,3183
88,3229
89,3124
90,3416
91,3124
92,3494
93,3509
94,3394
95,3187
96,3120
97,2903
98,2807
99,2860
100,2818
101,2721
102,2621
103,2606
104,2478
105,2577
106,2616
107,2877
108,2825
109,2964
110,2702
111,2423
112,2316
113,2759
114,2606
115,2526
116,2854
117,2712
118,2893
119,2656
120,2591
121,3074
122,2854
123,2554
124,2635
125,2701
126,2924
127,3197
128,3193
129,2887
130,3082
131,3275
132,3487
133,3647
134,3527
135,3168
136,3271
137,3494
138,3694
139,3906
140,4339
141,4086
142,3892
143,4448
144,4667
145,4686
146,4305
147,3943
148,3945
149,4134
150,4069
151,3606
152,3107
153,2865
154,3315
155,3037
156,3265
157,3277
158,2983
159,2696
160,2642
161,2272
162,2177
163,2331
164,2414
165,2238
166,2294
167,2494
168,2581
169,2479
170,2388
171,2300
172,2554
173,2581
174,2368
175,2277
176,2269
177,2275
178,2394
179,2475
180,2358
181,2462
182,2301
183,2103
184,2101
185,1782
186,1656
187,1641
188,1752
189,1530
190,1500
191,1436
192,1359
193,1248
194,1210
195,1287
196,1178
197,1179
198,1133
199,1075
200,1075
201,1074
202,988
203,973
204,946
205,885
206,807
207,766
208,876
209,935
210,718
211,642
212,484
213,385
214,221
215,124
216,99
217,85
218,94
219,88
220,99
221,97
222,106
223,60
