Second,Count
0,16554
1,30382
2,28585
3,29241
4,33139
5,35630
6,42741
7,51900
8,63597
9,75846
10,88987
11,98225
12,80165
13,66168
14,59563
15,48543
16,44673
17,36640
18,28569
19,30822
20,36835
21,47467
22,48750
23,47255
24,45321
25,41888
26,34920
27,37655
28,46138
29,46129
30,45285
31,44678
32,43084
33,44439
34,43057
35,43684
36,44828
37,44934
38,43307
39,43665
40,42320
41,39516
42,37154
43,36981
44,34785
45,32910
46,31269
47,29901
48,29314
49,29403
50,28170
51,27173
52,26731
53,26033
54,25381
55,23953
56,23486
57,22014
58,21426
59,21163
60,20457
61,19987
62,20139
63,19793
64,20032
65,19884
66,19908
67,18830
68,17785
69,18119
70,17761
71,16924
72,17274
73,17653
74,17311
75,18504
76,21051
77,23354
78,27212
79,30767
80,33150
81,32566
82,33083
83,30839
84,31390
85,29422
86,33567
87,33816
88,35233
89,28560
90,25219
91,26102
92,30683
93,32444
94,33070
95,39691
96,34517
97,21156
98,19280
99,20948
100,24649
101,24581
102,22307
103,21107
104,16672
105,16437
106,15474
107,15767
108,14437
109,14201
110,13762
111,13645
112,13013
113,12400
114,12212
115,11555
116,11296
117,11602
118,11556
119,11362
120,11525
121,11662
122,11633
123,11114
124,11409
125,11264
126,11059
127,11139
128,11252
129,10935
130,10822
131,11154
132,11114
133,11071
134,11176
135,11187
136,12281
137,11300
138,10922
139,10471
140,10507
141,10456
142,10809
143,10976
144,10370
145,10094
146,11055
147,10467
148,10812
149,10722
150,10411
151,9519
152,11878
153,14943
154,18454
155,22125
156,16634
157,13450
158,13335
159,14449
160,17446
161,18047
162,22462
163,21896
164,17126
165,15758
166,20018
167,18946
168,12347
169,8489
170,7761
171,7762
172,8598
173,7214
174,6687
175,5015
176,3385
177,902
178,121
179,20
180,15
181,4
