Second,Count
0,351
1,749
2,701
3,819
4,875
5,985
6,1134
7,1296
8,2075
9,2413
10,2307
11,2147
12,2028
13,2138
14,2756
15,3567
16,4444
17,5146
18,6000
19,6798
20,8123
21,8784
22,9339
23,9405
24,9636
25,10035
26,9936
27,9854
28,10563
29,10065
30,9922
31,10590
32,10224
33,9107
34,8146
35,7787
36,7130
37,7079
38,7165
39,8084
40,8415
41,9545
42,10336
43,10649
44,9755
45,8904
46,8795
47,9319
48,9451
49,9531
50,8441
51,6584
52,6291
53,7766
54,7050
55,8157
56,9024
57,9734
58,9949
59,9761
60,10227
61,10894
62,9505
63,9259
64,9987
65,10630
66,11725
67,11049
68,10734
69,9962
70,9328
71,8584
72,7964
73,6794
74,7019
75,6683
76,6498
77,6100
78,6233
79,6186
80,5948
81,5898
82,5758
83,5773
84,5683
85,5452
86,5461
87,5171
88,4727
89,4575
90,4200
91,3892
92,4661
93,4933
94,5147
95,5206
96,5143
97,5106
98,4905
99,4785
100,4538
101,4571
102,4295
103,4798
104,4966
105,4739
106,5608
107,7127
108,13389
109,14478
110,10657
111,7269
112,6106
113,3789
114,3700
115,4398
116,4459
117,4448
118,4677
119,5796
120,6507
121,7016
122,6472
123,5037
124,4496
125,5091
126,4422
127,4209
128,3900
129,3750
130,3891
131,3875
132,3616
133,3377
134,3309
135,3212
136,3135
137,3101
138,3078
139,3528
140,3841
141,4337
142,4736
143,5045
144,5016
145,5158
146,5126
147,4921
148,4826
149,4672
150,4478
151,4352
152,4537
153,3722
154,3069
155,2909
156,2990
157,2991
158,2853
159,3289
160,3220
161,2817
162,2570
163,2322
164,2169
165,2353
166,2224
167,2123
168,1870
169,1187
170,424
171,41
172,24
173,9
174,4
