Second,Count
0,581
1,1181
2,1231
3,1182
4,1279
5,1380
6,1636
7,2196
8,2603
9,2715
10,2627
11,2434
12,3142
13,4129
14,4749
15,4793
16,5039
17,5270
18,5720
19,6049
20,6624
21,6458
22,5942
23,5786
24,6411
25,6219
26,6548
27,8139
28,8735
29,8671
30,7582
31,9206
32,9478
33,9565
34,10040
35,9797
36,6294
37,7241
38,8829
39,8335
40,7002
41,5994
42,5403
43,6081
44,7935
45,8124
46,6537
47,6720
48,6448
49,7551
50,6848
51,9771
52,9495
53,8190
54,7253
55,7657
56,7919
57,8138
58,6898
59,5310
60,5088
61,4050
62,4686
63,4429
64,5466
65,5453
66,4996
67,4076
68,3856
69,3989
70,5221
71,6035
72,7297
73,6932
74,5230
75,3739
76,3684
77,4224
78,5050
79,5880
80,4533
81,3252
82,3196
83,4248
84,5397
85,4576
86,4284
87,4287
88,3705
89,3677
90,4609
91,4501
92,3740
93,3581
94,4220
95,4139
96,4066
97,3872
98,3910
99,3497
100,3729
101,4192
102,4485
103,4830
104,4649
105,4757
106,4922
107,5294
108,5193
109,4811
110,4893
111,4802
112,4745
113,4393
114,4399
115,4665
116,5989
117,7562
118,4983
119,3742
120,3840
121,4661
122,4609
123,4406
124,3325
125,3066
126,2750
127,3697
128,3779
129,4409
130,4594
131,3589
132,3317
133,3248
134,4030
135,3003
136,3859
137,3584
138,3262
139,3188
140,3914
141,4885
142,5094
143,4963
144,4923
145,3625
146,3239
147,3112
148,3587
149,3275
150,3705
151,3580
152,3922
153,3010
154,2672
155,2857
156,3075
157,2919
158,2881
159,3356
160,3352
161,3149
162,2933
163,2614
164,3169
165,2911
166,2396
167,2098
168,2004
169,1898
170,2076
171,2256
172,2114
173,2117
174,2043
175,2385
176,2613
177,2928
178,2825
179,2642
180,2904
181,3279
182,3258
183,3219
184,3032
185,2511
186,2633
187,3238
188,3208
189,3662
190,3723
191,3348
192,2873
193,2782
194,3373
195,3728
196,3718
197,3436
198,2875
199,2850
200,3260
201,3370
202,3922
203,3774
204,3313
205,3084
206,2658
207,2435
208,2845
209,3156
210,2880
211,2154
212,1554
213,1531
214,1848
215,2185
216,2185
217,1756
218,1730
219,1935
220,1911
221,1796
222,1881
223,2118
224,2401
225,2179
226,2054
227,1616
228,2097
229,2111
230,1623
231,1182
232,1108
233,1168
234,1208
235,1307
236,1217
237,1051
238,1016
239,1023
240,987
241,1005
242,1153
243,1138
244,1189
245,948
246,771
247,547
248,533
249,586
250,585
251,574
252,528
253,524
254,461
255,409
256,408
257,436
258,430
259,428
260,434
261,374
262,397
263,618
264,671
265,361
266,63
267,1
