Second,Count
0,208
1,415
2,522
3,595
4,762
5,1116
6,1357
7,1210
8,1162
9,1203
10,1299
11,1503
12,1718
13,1999
14,2445
15,2979
16,3709
17,4593
18,5841
19,5871
20,5435
21,5243
22,5491
23,5693
24,6110
25,5950
26,5903
27,5813
28,6237
29,6231
30,6132
31,5968
32,6039
33,6634
34,7407
35,6722
36,6677
37,6256
38,6613
39,6592
40,6783
41,6736
42,6234
43,6064
44,6042
45,6460
46,6036
47,5974
48,5839
49,5613
50,5411
51,5038
52,5458
53,5688
54,6337
55,7096
56,8384
57,8275
58,8802
59,8858
60,9217
61,8821
62,8167
63,8459
64,8563
65,8347
66,7949
67,7570
68,7564
69,7629
70,7788
71,7531
72,6899
73,6765
74,7584
75,7516
76,7352
77,6945
78,7165
79,7519
80,7376
81,7332
82,7251
83,7003
84,7445
85,7307
86,6628
87,6041
88,5750
89,5433
90,5308
91,4751
92,5522
93,5862
94,5590
95,5131
96,5180
97,5149
98,5698
99,6017
100,5468
101,5244
102,5837
103,5746
104,5765
105,4847
106,4666
107,4158
108,4364
109,4268
110,4239
111,4306
112,4385
113,4392
114,4396
115,4344
116,4983
117,5243
118,5788
119,5699
120,5701
121,5427
122,5138
123,4731
124,4677
125,4854
126,4491
127,4557
128,5222
129,5067
130,4856
131,4507
132,4453
133,4539
134,4422
135,4559
136,4341
137,4215
138,4250
139,3935
140,3989
141,3652
142,3530
143,3426
144,3330
145,3140
146,2988
147,2936
148,3038
149,2850
150,2915
151,2547
152,2466
153,2382
154,2236
155,2107
156,2014
157,2407
158,2211
159,2128
160,1819
161,1574
162,1596
163,1765
164,2005
165,1670
166,1604
167,1642
168,1842
169,1894
170,2132
171,2079
172,1872
173,1745
174,1788
175,1796
176,1889
177,1927
178,1934
179,1962
180,2230
181,2269
182,2300
183,2244
184,2389
185,2519
186,2507
187,2585
188,2607
189,2917
190,3176
191,3203
192,3664
193,4040
194,3853
195,3421
196,3240
197,3042
198,3289
199,3562
200,3732
201,3742
202,3832
203,3729
204,3693
205,3417
206,3527
207,3811
208,4150
209,4153
210,4102
211,3653
212,3066
213,2667
214,2505
215,2367
216,2347
217,2196
218,2180
219,2237
220,1996
221,1718
222,1649
223,1707
224,1470
225,1389
226,1410
227,1316
228,1165
229,1079
230,835
231,630
232,527
233,353
234,295
235,218
236,203
237,209
238,223
239,177
240,159
241,130
242,72
243,41
244,29
245,14
246,8
247,3
