Second,Count
0,1164
1,2085
2,2014
3,1981
4,2270
5,2054
6,2134
7,2706
8,3587
9,4569
10,5668
11,6773
12,8126
13,8869
14,9593
15,10014
16,10443
17,10537
18,10488
19,10197
20,10064
21,9833
22,9440
23,9199
24,8896
25,8602
26,8297
27,8305
28,8229
29,7897
30,7688
31,7732
32,7509
33,7471
34,7714
35,7963
36,10159
37,8053
38,6564
39,5616
40,7099
41,6628
42,7045
43,6957
44,7165
45,6984
46,7512
47,7864
48,9150
49,10064
50,9908
51,10092
52,9587
53,7729
54,7523
55,5889
56,6069
57,5710
58,6361
59,6037
60,6664
61,6181
62,6905
63,7181
64,7194
65,7493
66,6701
67,6668
68,5908
69,5637
70,5439
71,5093
72,5006
73,4737
74,4586
75,4387
76,4330
77,4072
78,4073
79,4036
80,4023
81,3833
82,3770
83,3881
84,3938
85,4286
86,4291
87,4673
88,4807
89,5056
90,5073
91,5164
92,5256
93,5312
94,5353
95,4372
96,5687
97,7040
98,6685
99,5073
100,4259
101,4471
102,4965
103,5715
104,6154
105,7809
106,7866
107,7481
108,6585
109,6344
110,5747
111,5649
112,5311
113,4772
114,4832
115,4642
116,4493
117,3922
118,4461
119,4292
120,5446
121,5194
122,4405
123,3671
124,3701
125,3662
126,4204
127,3784
128,3642
129,3238
130,3129
131,3007
132,2765
133,2687
134,2669
135,2601
136,2585
137,2422
138,2374
139,2411
140,2534
141,2311
142,2279
143,2337
144,2194
145,2122
146,2232
147,2094
148,2311
149,2348
150,2350
151,2356
152,2311
153,2378
154,2297
155,2264
156,2125
157,2230
158,2309
159,2493
160,2592
161,3159
162,3217
163,3031
164,2741
165,4101
166,4003
167,4075
168,4208
169,4750
170,4749
171,4212
172,4677
173,5582
174,4814
175,4959
176,4861
177,4617
178,3816
179,3382
180,4051
181,4079
182,3722
183,3183
184,3119
185,2651
186,2525
187,2630
188,2451
189,2369
190,2154
191,2056
192,2010
193,2028
194,1883
195,1822
196,1916
197,1935
198,1755
199,1578
200,1539
201,1225
202,700
203,86
204,5
