Second,Count
0,738
1,1421
2,1460
3,1499
4,1687
5,2214
6,3789
7,4453
8,3497
9,3282
10,3187
11,3067
12,3247
13,3821
14,4596
15,5730
16,6723
17,7915
18,9079
19,9859
20,10665
21,11136
22,11285
23,11096
24,10675
25,10255
26,10500
27,10193
28,10136
29,9702
30,9395
31,9279
32,9730
33,9394
34,9404
35,9196
36,9120
37,9304
38,8742
39,8434
40,8031
41,7571
42,7340
43,7329
44,7225
45,7351
46,7300
47,7542
48,7821
49,7918
50,8196
51,8131
52,8467
53,8359
54,8204
55,8140
56,7961
57,7860
58,7340
59,7204
60,6962
61,6694
62,6654
63,6411
64,6192
65,5998
66,6100
67,6010
68,6033
69,6012
70,5871
71,5728
72,5755
73,5469
74,5442
75,5308
76,5048
77,4849
78,4734
79,4714
80,4531
81,4527
82,4488
83,4452
84,4449
85,4246
86,4455
87,4422
88,4791
89,4742
90,4387
91,4003
92,3768
93,3645
94,3592
95,3608
96,3592
97,3525
98,3817
99,3756
100,3923
101,3739
102,3699
103,3526
104,3375
105,3244
106,3117
107,3212
108,3412
109,3053
110,3130
111,3228
112,3346
113,3354
114,3579
115,3688
116,3811
117,3857
118,3794
119,3755
120,3740
121,3801
122,3609
123,3556
124,3438
125,3494
126,3257
127,3384
128,3390
129,3331
130,3337
131,3406
132,3196
133,3400
134,3322
135,3309
136,3358
137,3319
138,3311
139,3117
140,3209
141,3084
142,3042
143,3010
144,3027
145,3055
146,2957
147,2978
148,2928
149,3102
150,3274
151,3121
152,3202
153,3210
154,3051
155,3048
156,3055
157,3025
158,3211
159,3149
160,3142
161,3068
162,3134
163,3173
164,3100
165,3306
166,3233
167,3242
168,3217
169,3349
170,3318
171,3301
172,3482
173,3396
174,3544
175,3385
176,3288
177,3223
178,3156
179,3092
180,3001
181,2924
182,2900
183,2883
184,2841
185,2776
186,2793
187,2700
188,2723
189,2622
190,2639
191,2579
192,2540
193,2486
194,2518
195,2429
196,2491
197,2320
198,2302
199,2215
200,2218
201,2147
202,2119
203,2077
204,1994
205,1987
206,1949
207,1884
208,1899
209,1862
210,1781
211,1719
212,1657
213,1653
214,1721
215,1684
216,1672
217,1590
218,1692
219,1596
220,1535
221,1601
222,1505
223,1330
224,1281
225,1254
226,1152
227,999
228,1009
229,691
230,277
231,4
