Second,Count
0,2748
1,5369
2,5518
3,6074
4,5993
5,5851
6,5553
7,5412
8,5383
9,5651
10,6278
11,6895
12,7554
13,7801
14,8457
15,8853
16,9633
17,10343
18,10407
19,10122
20,10375
21,10300
22,10384
23,10039
24,10313
25,9917
26,9652
27,9520
28,9248
29,8963
30,9295
31,9034
32,8726
33,8235
34,8231
35,8154
36,8297
37,8259
38,7929
39,7792
40,7980
41,7961
42,7862
43,7740
44,7516
45,7406
46,7535
47,7454
48,7703
49,7693
50,7683
51,7881
52,7833
53,7702
54,7576
55,7414
56,7616
57,7752
58,7473
59,6874
60,6991
61,6725
62,6580
63,6570
64,6338
65,6246
66,6403
67,5852
68,5627
69,5547
70,5539
71,5398
72,5166
73,4907
74,4950
75,5072
76,4841
77,4764
78,4653
79,4621
80,4702
81,4685
82,4624
83,4531
84,4289
85,4042
86,4133
87,4050
88,4128
89,3853
90,3991
91,3914
92,3783
93,3588
94,3618
95,3530
96,3822
97,3730
98,4014
99,4181
100,4480
101,4308
102,4250
103,4265
104,4231
105,4387
106,4424
107,4096
108,4115
109,4290
110,4381
111,4504
112,4674
113,4685
114,4539
115,4401
116,4047
117,4019
118,4031
119,3836
120,3969
121,3650
122,3629
123,3567
124,3450
125,3455
126,3386
127,3281
128,3115
129,2875
130,3019
131,3012
132,2916
133,2745
134,2754
135,2748
136,2538
137,2282
138,2261
139,2129
140,2223
141,2094
142,1885
143,1623
144,1914
145,1814
146,1915
147,1954
148,2017
149,1993
150,2124
151,1962
152,2020
153,2020
154,2273
155,2227
156,2498
157,2449
158,2605
159,2693
160,2700
161,3038
162,3503
163,3453
164,3330
165,3162
166,3222
167,3040
168,3091
169,3128
170,3087
171,3182
172,3475
173,3461
174,3588
175,3604
176,3566
177,3653
178,3652
179,3608
180,3684
181,3637
182,3547
183,3280
184,3346
185,3299
186,2981
187,2835
188,2449
189,2137
190,1915
191,1675
192,1637
193,1714
194,1629
195,1417
196,1251
197,1202
198,1257
199,1439
200,1548
201,1874
202,1942
203,1951
204,1882
205,1715
206,1650
207,1680
208,1735
209,1658
210,1585
211,1441
212,1243
213,1062
214,927
215,915
216,982
217,958
218,881
219,842
220,398
