Second,Count
0,1302
1,2708
2,2560
3,2510
4,2754
5,2732
6,2906
7,3240
8,4634
9,8182
10,7540
11,6409
12,4602
13,3347
14,3486
15,4663
16,3371
17,3328
18,4646
19,6496
20,7047
21,6046
22,9398
23,8086
24,7488
25,9313
26,8690
27,9092
28,9675
29,9444
30,9912
31,11159
32,11642
33,10687
34,9912
35,10485
36,7714
37,6443
38,6167
39,6183
40,5917
41,5694
42,5419
43,5251
44,4951
45,4882
46,4906
47,4874
48,4935
49,4821
50,4628
51,4727
52,4773
53,4360
54,4312
55,4186
56,4186
57,4147
58,4632
59,5138
60,7568
61,7148
62,5731
63,5775
64,5327
65,5364
66,5361
67,5281
68,4917
69,4293
70,3944
71,3969
72,3991
73,3672
74,3658
75,3187
76,4279
77,2274
78,2903
79,8096
80,9785
81,8749
82,7682
83,7029
84,8371
85,6217
86,7935
87,8383
88,5811
89,4207
90,4266
91,4532
92,6882
93,4904
94,4232
95,3673
96,4909
97,4554
98,4060
99,6138
100,5937
101,4799
102,3923
103,3247
104,3123
105,2876
106,2872
107,2662
108,2814
109,3322
110,3272
111,4338
112,5481
113,5672
114,5624
115,6085
116,6136
117,6039
118,5653
119,5604
120,5826
121,6346
122,6987
123,7675
124,8005
125,7750
126,8304
127,8689
128,8797
129,8642
130,8478
131,8150
132,7859
133,7427
134,7009
135,5626
136,3970
137,2968
138,3043
139,3285
140,3078
141,3007
142,2872
143,2783
144,2243
145,1884
146,1521
147,1413
148,1465
149,1440
150,1382
151,1484
152,1506
153,1488
154,1507
155,1553
156,1583
157,1588
158,1533
159,1555
160,1548
161,1511
162,1499
163,1452
164,1351
165,1327
166,1364
167,1472
168,1680
169,2066
170,2630
171,4239
172,5249
173,5320
174,6474
175,6231
176,8560
177,7422
178,4388
179,3150
180,3662
181,2561
182,2489
183,2674
184,2895
185,2673
186,2906
187,4220
188,6308
189,5928
190,4833
191,2096
192,3624
193,2420
194,2352
195,2071
196,1965
197,1993
198,1956
199,1916
200,1890
201,1869
202,1842
203,1762
204,1743
205,1869
206,1902
207,1965
208,1941
209,1841
210,1740
211,1783
212,1703
213,1670
214,1583
215,1541
216,1442
217,1447
218,1315
219,1258
220,1057
221,806
222,468
223,81
224,9
225,1
226,2
