0,1,2,3,4,5,6,7,8,9,10,11
0.08260422,0.06924345,0.07386765,0.09263275,0.105124995,0.1173008,0.38033116,0.92430335,0.47154233,0.07951633,0.059559923,0.08510907
0.03552866,0.027975326,0.039951462,0.040206645,0.06694936,0.10673246,0.34159786,0.94963497,0.61058366,0.12412424,0.03550723,0.04042316
0.08900664,0.06325818,0.049244475,0.02823401,0.038269803,0.109877385,0.39837393,0.98440367,0.578229,0.15355866,0.07972281,0.083965875
0.047611967,0.030044049,0.029338969,0.020510707,0.02927149,0.0947194,0.43489686,0.9536076,0.5092247,0.15023722,0.054657575,0.043787822
0.055945966,0.034480616,0.03257039,0.027468944,0.045335114,0.1257258,0.5448435,0.975508,0.47128588,0.13094775,0.053356454,0.056718636
0.036269423,0.033506278,0.032593712,0.0199409,0.02789251,0.08132577,0.42103624,0.98682916,0.47499272,0.09963921,0.039539386,0.05235766
0.041649066,0.042667355,0.050934248,0.03525884,0.038301285,0.09882146,0.4772111,0.97225827,0.60718405,0.1877332,0.07138327,0.064375296
0.024247682,0.019597452,0.020064602,0.019114373,0.03445548,0.08563619,0.39444542,0.98642224,0.52031285,0.08828604,0.03296865,0.032297842
0.03677605,0.04290451,0.03790153,0.027117189,0.035122987,0.075822785,0.40318823,0.99904835,0.446332,0.08848397,0.03736231,0.030595874
0.05625031,0.032405253,0.029176315,0.026983483,0.04727745,0.06897672,0.34049186,0.99894917,0.4873768,0.08140651,0.037007116,0.048701197
0.028480671,0.033323284,0.029903555,0.019483343,0.038463607,0.11827678,0.44413304,0.9570749,0.5210194,0.109848015,0.040044725,0.03519101
0.057901666,0.040269278,0.03775193,0.02440289,0.03237444,0.086315684,0.40388077,0.9631418,0.47810173,0.09716329,0.037198033,0.046011593
0.032679487,0.030830195,0.034524683,0.016700158,0.020127477,0.08150628,0.43323815,0.96779954,0.5124327,0.12388909,0.04901016,0.03901066
0.046900388,0.032659635,0.04260451,0.035428792,0.04141732,0.0913914,0.44795144,0.96923643,0.46335104,0.12198018,0.06449114,0.057253655
0.08492126,0.08765267,0.09391076,0.093212396,0.14772587,0.1579814,0.284565,0.7641882,0.55131096,0.44163093,0.23044513,0.12094116
0.060958218,0.051452424,0.0825687,0.070857935,0.08691054,0.099309236,0.18455192,0.58897394,0.5422053,0.507711,0.2793972,0.092983395
0.07801285,0.06351503,0.08043358,0.07569601,0.102287516,0.114125274,0.30419442,0.73495245,0.48781797,0.41579273,0.23078746,0.12268214
0.074065395,0.060927127,0.17946136,0.10321851,0.105538145,0.10140224,0.2124151,0.727857,0.5226783,0.3715603,0.18625863,0.12783313
0.14330472,0.15109387,0.13759795,0.13178751,0.17965262,0.21419142,0.32219818,0.60369015,0.55126554,0.61199546,0.37017038,0.21035448
0.049596976,0.053781614,0.082476445,0.05532486,0.038347878,0.07063006,0.2613001,0.67146295,0.47279957,0.43668693,0.23631482,0.073085584
0.031352974,0.043902297,0.21444021,0.083062455,0.021711253,0.03766001,0.25365698,0.98114574,0.49667737,0.11274614,0.059189703,0.059473127
0.08706263,0.0841629,0.04450273,0.027587112,0.029238595,0.052965175,0.13996081,0.33437335,0.45005465,0.7906503,0.42084742,0.11242475
0.106182896,0.091140054,0.05906451,0.035869543,0.02945263,0.02431665,0.034983076,0.07573462,0.34814343,0.9560225,0.5214656,0.15168455
0.13198695,0.08956106,0.1017266,0.06342893,0.031148741,0.029746968,0.062258054,0.104316,0.33615232,0.93813,0.5102947,0.20579593
0.050771464,0.0548828,0.07449797,0.048993986,0.027772987,0.04281347,0.15894474,0.5251088,0.5106841,0.5885964,0.25581515,0.085257344
0.20127419,0.1849543,0.16038282,0.12711471,0.13738024,0.12499146,0.19051601,0.5446657,0.5502485,0.57264477,0.3273916,0.22912325
0.08914914,0.08918087,0.11081537,0.07710496,0.08375304,0.105357006,0.29256192,0.73633254,0.50580573,0.4528465,0.2392017,0.1127892
0.051807698,0.04555979,0.19553871,0.09730185,0.056173787,0.06546313,0.257819,0.9754564,0.53099954,0.10721402,0.058294397,0.08311947
0.13636345,0.14100553,0.14781067,0.14075254,0.20806359,0.20967692,0.30910453,0.6978981,0.5108413,0.5109093,0.3337375,0.18554793
0.03950175,0.032270502,0.03899693,0.03411731,0.042623915,0.04302567,0.11937036,0.4487408,0.43535322,0.6333909,0.30864903,0.0679179
0.069621556,0.04843775,0.10647706,0.078692704,0.09254644,0.10398579,0.32822797,0.95741403,0.5406344,0.1594682,0.09116685,0.11527945
0.13090001,0.101934776,0.12364971,0.111858964,0.15417065,0.15509526,0.23346566,0.64194584,0.54841536,0.5553207,0.3362254,0.20824854
0.07946814,0.08927843,0.16611287,0.11636162,0.103908785,0.09026604,0.09627131,0.09663016,0.36346847,0.94326186,0.51347375,0.14506534
0.078182556,0.06958414,0.0645115,0.04063706,0.030869449,0.025707807,0.046654087,0.090422034,0.3902575,0.97816503,0.48708823,0.117735274
0.08908414,0.09762725,0.07132217,0.04747851,0.05960064,0.09276159,0.21104726,0.44410887,0.40154266,0.623674,0.3945042,0.15103616
0.06167322,0.09848406,0.31955513,0.15165962,0.03239746,0.018354325,0.021408053,0.051984143,0.32517794,0.93189734,0.47747338,0.09729292
0.06190603,0.081462346,0.13183159,0.0679169,0.035208065,0.06113999,0.18666339,0.53744525,0.46724212,0.5835943,0.300887,0.07291771
0.20578833,0.11168276,0.1141993,0.07861139,0.050336022,0.089795604,0.23388627,0.53256303,0.44176835,0.49832597,0.36274254,0.36808968
0.11357448,0.036177844,0.12448677,0.06335871,0.0286393,0.029591259,0.16543287,0.5476078,0.34768552,0.26456136,0.23236217,0.2961072
0.25116664,0.30371574,0.4232679,0.31035498,0.20833133,0.14647524,0.31817877,0.9627634,0.5474923,0.2217979,0.211417,0.26119903
0.30162308,0.5786157,0.9136196,0.71028477,0.33983454,0.19439305,0.20703994,0.36891785,0.33202794,0.37259576,0.32262617,0.2760421
0.29989785,0.4947391,0.68983144,0.6202335,0.4657822,0.36730763,0.29944518,0.5135679,0.48224732,0.2429806,0.22065584,0.2798173
